Start Training
Train Epoch0 out_loss 0.399898886680603, R2 0.6012097597122192
Train Epoch26 out_loss 0.2446603775024414, R2 0.7560179233551025
Test Epoch26 layer0 out_loss 0.2463003695011139, R2 0.7508571147918701
Train Epoch27 out_loss 0.24478061497211456, R2 0.7558979988098145
Test Epoch27 layer0 out_loss 0.24351881444454193, R2 0.7536708116531372
Train Epoch28 out_loss 0.24312686920166016, R2 0.75754714012146
Test Epoch28 layer0 out_loss 0.24268320202827454, R2 0.754516065120697
Train Epoch29 out_loss 0.2428721934556961, R2 0.7578011155128479
Test Epoch29 layer0 out_loss 0.23971417546272278, R2 0.7575193643569946
Train Epoch30 out_loss 0.2408527284860611, R2 0.7598150372505188
Test Epoch30 layer0 out_loss 0.24235452711582184, R2 0.7548484802246094
Train Epoch31 out_loss 0.23999790847301483, R2 0.7606674432754517
Test Epoch31 layer0 out_loss 0.240202859044075, R2 0.7570250034332275
Train Epoch32 out_loss 0.24082520604133606, R2 0.7598424553871155
Test Epoch32 layer0 out_loss 0.23627544939517975, R2 0.7609977722167969
Train Epoch33 out_loss 0.23955421149730682, R2 0.7611099481582642
Test Epoch33 layer0 out_loss 0.23619163036346436, R2 0.7610825300216675
Train Epoch34 out_loss 0.23851118981838226, R2 0.7621500492095947
Test Epoch34 layer0 out_loss 0.23519264161586761, R2 0.7620930671691895
Train Epoch35 out_loss 0.23827259242534637, R2 0.7623879909515381
Test Epoch35 layer0 out_loss 0.2358017861843109, R2 0.7614768743515015
Train Epoch36 out_loss 0.23713010549545288, R2 0.7635272741317749
Test Epoch36 layer0 out_loss 0.2358432561159134, R2 0.7614349126815796
Train Epoch37 out_loss 0.23634567856788635, R2 0.7643095850944519
Test Epoch37 layer0 out_loss 0.23279716074466705, R2 0.7645161747932434
Train Epoch38 out_loss 0.23616117238998413, R2 0.7644935846328735
Test Epoch38 layer0 out_loss 0.23821043968200684, R2 0.7590404152870178
Train Epoch39 out_loss 0.23635172843933105, R2 0.7643035650253296
Test Epoch39 layer0 out_loss 0.23451076447963715, R2 0.7627828121185303
Train Epoch40 out_loss 0.23680345714092255, R2 0.7638530731201172
Test Epoch40 layer0 out_loss 0.23271754384040833, R2 0.764596700668335
Train Epoch41 out_loss 0.23503074049949646, R2 0.7656208276748657
Test Epoch41 layer0 out_loss 0.22989614307880402, R2 0.7674506902694702
Train Epoch42 out_loss 0.2348570078611374, R2 0.7657940983772278
Test Epoch42 layer0 out_loss 0.22879210114479065, R2 0.7685674428939819
Train Epoch43 out_loss 0.23348328471183777, R2 0.7671640515327454
Test Epoch43 layer0 out_loss 0.22744853794574738, R2 0.7699265480041504
Train Epoch44 out_loss 0.23457586765289307, R2 0.7660744786262512
Test Epoch44 layer0 out_loss 0.23441006243228912, R2 0.7628846764564514
Train Epoch45 out_loss 0.23345567286014557, R2 0.7671915292739868
Test Epoch45 layer0 out_loss 0.23081235587596893, R2 0.7665238976478577
Train Epoch46 out_loss 0.23384959995746613, R2 0.766798734664917
Test Epoch46 layer0 out_loss 0.227491095662117, R2 0.7698835134506226
Train Epoch47 out_loss 0.2319868952035904, R2 0.7686562538146973
Test Epoch47 layer0 out_loss 0.23043914139270782, R2 0.766901433467865
Train Epoch48 out_loss 0.23172447085380554, R2 0.768917977809906
Test Epoch48 layer0 out_loss 0.23217159509658813, R2 0.7651489973068237
Train Epoch49 out_loss 0.2321876436471939, R2 0.7684561014175415
Test Epoch49 layer0 out_loss 0.23336848616600037, R2 0.763938307762146
Train Epoch50 out_loss 0.2314680516719818, R2 0.7691736221313477
Test Epoch50 layer0 out_loss 0.23487229645252228, R2 0.7624170780181885
Train Epoch51 out_loss 0.23097580671310425, R2 0.7696645855903625
Test Epoch51 layer0 out_loss 0.22935466468334198, R2 0.7679983973503113
Train Epoch52 out_loss 0.23062565922737122, R2 0.770013689994812
Test Epoch52 layer0 out_loss 0.23303483426570892, R2 0.7642757892608643
Train Epoch53 out_loss 0.2306259274482727, R2 0.7700134515762329
Test Epoch53 layer0 out_loss 0.22678501904010773, R2 0.7705976963043213
Train Epoch54 out_loss 0.23092269897460938, R2 0.7697175145149231
Test Epoch54 layer0 out_loss 0.22786599397659302, R2 0.7695042490959167
Train Epoch55 out_loss 0.23035775125026703, R2 0.7702808976173401
Test Epoch55 layer0 out_loss 0.2272043377161026, R2 0.7701735496520996
Train Epoch56 out_loss 0.23064176738262177, R2 0.7699976563453674
Test Epoch56 layer0 out_loss 0.23303844034671783, R2 0.7642720937728882
Train Epoch57 out_loss 0.23013050854206085, R2 0.7705074548721313
Test Epoch57 layer0 out_loss 0.2302178144454956, R2 0.7671253085136414
Train Epoch58 out_loss 0.2293090522289276, R2 0.7713266611099243
Test Epoch58 layer0 out_loss 0.22432705760002136, R2 0.7730840444564819
Train Epoch59 out_loss 0.22812284529209137, R2 0.7725095748901367
Test Epoch59 layer0 out_loss 0.22947710752487183, R2 0.767874538898468
Train Epoch60 out_loss 0.22871577739715576, R2 0.7719182968139648
Test Epoch60 layer0 out_loss 0.2601800560951233, R2 0.7368172407150269
Train Epoch61 out_loss 0.2278434783220291, R2 0.7727881669998169
Test Epoch61 layer0 out_loss 0.22551530599594116, R2 0.7718820571899414
Train Epoch62 out_loss 0.22745206952095032, R2 0.7731785178184509
Test Epoch62 layer0 out_loss 0.2237596958875656, R2 0.7736579179763794
Train Epoch63 out_loss 0.22761370241641998, R2 0.7730172872543335
Test Epoch63 layer0 out_loss 0.2327101081609726, R2 0.7646042108535767
Train Epoch64 out_loss 0.22696387767791748, R2 0.7736653685569763
Test Epoch64 layer0 out_loss 0.2278396338224411, R2 0.7695308923721313
Train Epoch65 out_loss 0.22647638618946075, R2 0.7741515040397644
Test Epoch65 layer0 out_loss 0.22393321990966797, R2 0.7734824419021606
Train Epoch66 out_loss 0.2252720445394516, R2 0.7753524780273438
Test Epoch66 layer0 out_loss 0.22326409816741943, R2 0.7741592526435852
Train Epoch67 out_loss 0.22650912404060364, R2 0.7741188406944275
Test Epoch67 layer0 out_loss 0.2248706966638565, R2 0.7725341320037842
Train Epoch68 out_loss 0.22623129189014435, R2 0.7743959426879883
Test Epoch68 layer0 out_loss 0.22200477123260498, R2 0.7754331231117249
Train Epoch69 out_loss 0.2255495935678482, R2 0.7750757336616516
Test Epoch69 layer0 out_loss 0.22933068871498108, R2 0.7680226564407349
Train Epoch70 out_loss 0.2264544516801834, R2 0.774173378944397
Test Epoch70 layer0 out_loss 0.22696800529956818, R2 0.7704126238822937
Train Epoch71 out_loss 0.22516804933547974, R2 0.7754561901092529
Test Epoch71 layer0 out_loss 0.2207239419221878, R2 0.7767287492752075
Train Epoch72 out_loss 0.22529266774654388, R2 0.775331974029541
Test Epoch72 layer0 out_loss 0.22030429542064667, R2 0.7771532535552979
Train Epoch73 out_loss 0.22506524622440338, R2 0.7755587100982666
Test Epoch73 layer0 out_loss 0.22174066305160522, R2 0.7757002711296082
Train Epoch74 out_loss 0.22378821671009064, R2 0.7768322229385376
Test Epoch74 layer0 out_loss 0.22365859150886536, R2 0.773760199546814
Train Epoch75 out_loss 0.2242586761713028, R2 0.7763630151748657
Test Epoch75 layer0 out_loss 0.21953947842121124, R2 0.7779268622398376
Train Epoch76 out_loss 0.22531558573246002, R2 0.7753090858459473
Test Epoch76 layer0 out_loss 0.22863468527793884, R2 0.7687267065048218
Train Epoch77 out_loss 0.2230527549982071, R2 0.777565598487854
Test Epoch77 layer0 out_loss 0.2291012555360794, R2 0.7682547569274902
Train Epoch78 out_loss 0.22309595346450806, R2 0.7775225639343262
Test Epoch78 layer0 out_loss 0.22075583040714264, R2 0.7766964435577393
Train Epoch79 out_loss 0.22316601872444153, R2 0.7774527072906494
Test Epoch79 layer0 out_loss 0.22282366454601288, R2 0.7746047973632812
Train Epoch80 out_loss 0.22295601665973663, R2 0.7776621580123901
Test Epoch80 layer0 out_loss 0.2207794487476349, R2 0.7766726016998291
Train Epoch81 out_loss 0.22348013520240784, R2 0.77713942527771
Test Epoch81 layer0 out_loss 0.21959689259529114, R2 0.7778688073158264
Train Epoch82 out_loss 0.22207032144069672, R2 0.7785453796386719
Test Epoch82 layer0 out_loss 0.2209477424621582, R2 0.7765023708343506
Train Epoch83 out_loss 0.22384127974510193, R2 0.776779294013977
Test Epoch83 layer0 out_loss 0.2176923006772995, R2 0.7797954082489014
Train Epoch84 out_loss 0.22160378098487854, R2 0.7790105938911438
Test Epoch84 layer0 out_loss 0.21816277503967285, R2 0.7793194651603699
Train Epoch85 out_loss 0.22152474522590637, R2 0.7790893912315369
Test Epoch85 layer0 out_loss 0.22299708425998688, R2 0.7744293212890625
Train Epoch86 out_loss 0.22167108952999115, R2 0.7789434194564819
Test Epoch86 layer0 out_loss 0.23072923719882965, R2 0.7666079998016357
Train Epoch87 out_loss 0.22257226705551147, R2 0.7780447602272034
Test Epoch87 layer0 out_loss 0.22260504961013794, R2 0.774825930595398
Train Epoch88 out_loss 0.21984773874282837, R2 0.78076171875
Test Epoch88 layer0 out_loss 0.23153281211853027, R2 0.765795111656189
Train Epoch89 out_loss 0.2207714468240738, R2 0.7798405885696411
Test Epoch89 layer0 out_loss 0.22319716215133667, R2 0.77422696352005
Train Epoch90 out_loss 0.21968752145767212, R2 0.7809215188026428
Test Epoch90 layer0 out_loss 0.21943776309490204, R2 0.77802973985672
Train Epoch91 out_loss 0.22073505818843842, R2 0.7798768877983093
Test Epoch91 layer0 out_loss 0.21962009370326996, R2 0.7778453230857849
Train Epoch92 out_loss 0.22130157053470612, R2 0.7793119549751282
Test Epoch92 layer0 out_loss 0.22032283246517181, R2 0.7771344780921936
Train Epoch93 out_loss 0.21972699463367462, R2 0.7808821797370911
Test Epoch93 layer0 out_loss 0.22285747528076172, R2 0.7745705842971802
Train Epoch94 out_loss 0.22046329081058502, R2 0.780147910118103
Test Epoch94 layer0 out_loss 0.21669317781925201, R2 0.7808060050010681
Train Epoch95 out_loss 0.2196069359779358, R2 0.7810019254684448
Test Epoch95 layer0 out_loss 0.22137458622455597, R2 0.7760705947875977
Train Epoch96 out_loss 0.22050093114376068, R2 0.7801104187965393
Test Epoch96 layer0 out_loss 0.217184379696846, R2 0.7803091406822205
Train Epoch97 out_loss 0.21919895708560944, R2 0.7814087867736816
Test Epoch97 layer0 out_loss 0.2166113704442978, R2 0.7808887958526611
Train Epoch98 out_loss 0.21973368525505066, R2 0.7808755040168762
Test Epoch98 layer0 out_loss 0.22084005177021027, R2 0.7766112685203552
Train Epoch99 out_loss 0.2189718782901764, R2 0.7816351652145386
Test Epoch99 layer0 out_loss 0.21879135072231293, R2 0.7786836624145508
Best r2 0.7808887958526611 at L0
Figure(640x480)
Figure(640x480)
Figure(640x480)
Figure(640x480)
