Start Training
Train Epoch0 out_loss 0.5482142567634583, R2 0.4475604295730591
Test Epoch5 layer3 out_loss 0.24502161145210266, R2 0.7622513175010681
Test Epoch5 layer4 out_loss 0.2502455413341522, R2 0.7571824789047241
Test Epoch5 layer5 out_loss 0.26011911034584045, R2 0.7476019859313965
Test Epoch5 layer6 out_loss 0.2632604241371155, R2 0.7445539236068726
Test Epoch5 layer7 out_loss 0.26267769932746887, R2 0.7451193332672119
Test Epoch5 layer8 out_loss 0.26811838150024414, R2 0.7398401498794556
Train Epoch6 out_loss 0.28722360730171204, R2 0.7105627059936523
Test Epoch6 layer0 out_loss 0.2758663296699524, R2 0.7323221564292908
Test Epoch6 layer1 out_loss 0.23798054456710815, R2 0.7690833806991577
Test Epoch6 layer2 out_loss 0.23350080847740173, R2 0.7734301686286926
Test Epoch6 layer3 out_loss 0.2378985583782196, R2 0.7691629528999329
Test Epoch6 layer4 out_loss 0.23983320593833923, R2 0.7672857046127319
Test Epoch6 layer5 out_loss 0.24108964204788208, R2 0.7660666108131409
Test Epoch6 layer6 out_loss 0.24637126922607422, R2 0.760941743850708
Test Epoch6 layer7 out_loss 0.2507406175136566, R2 0.7567020654678345
Test Epoch6 layer8 out_loss 0.2646864354610443, R2 0.7431702613830566
Train Epoch7 out_loss 0.28305333852767944, R2 0.7147650718688965
Test Epoch7 layer0 out_loss 0.2797769010066986, R2 0.7285276651382446
Test Epoch7 layer1 out_loss 0.2503281831741333, R2 0.7571022510528564
Test Epoch7 layer2 out_loss 0.23935028910636902, R2 0.767754316329956
Test Epoch7 layer3 out_loss 0.23766861855983734, R2 0.7693860530853271
Test Epoch7 layer4 out_loss 0.23837532103061676, R2 0.768700361251831
Test Epoch7 layer5 out_loss 0.24266839027404785, R2 0.7645347118377686
Test Epoch7 layer6 out_loss 0.2502515912055969, R2 0.7571765780448914
Test Epoch7 layer7 out_loss 0.2571090757846832, R2 0.7505226731300354
Test Epoch7 layer8 out_loss 0.2649320363998413, R2 0.7429319620132446
Train Epoch8 out_loss 0.28229328989982605, R2 0.7155309915542603
Test Epoch8 layer0 out_loss 0.26953983306884766, R2 0.738460898399353
Test Epoch8 layer1 out_loss 0.23286542296409607, R2 0.7740466594696045
Test Epoch8 layer2 out_loss 0.23038946092128754, R2 0.7764492034912109
Test Epoch8 layer3 out_loss 0.23004984855651855, R2 0.7767786979675293
Test Epoch8 layer4 out_loss 0.2324332594871521, R2 0.7744660377502441
Test Epoch8 layer5 out_loss 0.237197145819664, R2 0.769843578338623
Test Epoch8 layer6 out_loss 0.24214746057987213, R2 0.7650401592254639
Test Epoch8 layer7 out_loss 0.24722686409950256, R2 0.7601115703582764
Test Epoch8 layer8 out_loss 0.2592279016971588, R2 0.7484667301177979
Train Epoch9 out_loss 0.28864601254463196, R2 0.709129273891449
Test Epoch9 layer0 out_loss 0.26372000575065613, R2 0.7441079616546631
Test Epoch9 layer1 out_loss 0.23273032903671265, R2 0.7741777896881104
Test Epoch9 layer2 out_loss 0.2304956614971161, R2 0.7763460874557495
Test Epoch9 layer3 out_loss 0.2323663979768753, R2 0.7745308876037598
Test Epoch9 layer4 out_loss 0.23536823689937592, R2 0.7716181874275208
Test Epoch9 layer5 out_loss 0.24144858121871948, R2 0.7657183408737183
Test Epoch9 layer6 out_loss 0.24757929146289825, R2 0.7597695589065552
Test Epoch9 layer7 out_loss 0.26156604290008545, R2 0.7461979985237122
Test Epoch9 layer8 out_loss 0.2860443890094757, R2 0.7224462032318115
Train Epoch10 out_loss 0.26968854665756226, R2 0.7282328605651855
Test Epoch10 layer0 out_loss 0.265311598777771, R2 0.7425636053085327
Test Epoch10 layer1 out_loss 0.2312660664319992, R2 0.7755985856056213
Test Epoch10 layer2 out_loss 0.22501979768276215, R2 0.7816594243049622
Test Epoch10 layer3 out_loss 0.22608870267868042, R2 0.7806222438812256
Test Epoch10 layer4 out_loss 0.2284577339887619, R2 0.7783235311508179
Test Epoch10 layer5 out_loss 0.23297660052776337, R2 0.7739388346672058
Test Epoch10 layer6 out_loss 0.23566174507141113, R2 0.7713333368301392
Test Epoch10 layer7 out_loss 0.23436971008777618, R2 0.7725870609283447
Test Epoch10 layer8 out_loss 0.23188729584217072, R2 0.7749958038330078
Train Epoch11 out_loss 0.26714256405830383, R2 0.7307984828948975
Test Epoch11 layer0 out_loss 0.25933992862701416, R2 0.7483580112457275
Test Epoch11 layer1 out_loss 0.2255667746067047, R2 0.7811287045478821
Test Epoch11 layer2 out_loss 0.21881549060344696, R2 0.7876795530319214
Test Epoch11 layer3 out_loss 0.21989774703979492, R2 0.7866294384002686
Test Epoch11 layer4 out_loss 0.22095200419425964, R2 0.7856065034866333
Test Epoch11 layer5 out_loss 0.22355788946151733, R2 0.7830779552459717
Test Epoch11 layer6 out_loss 0.22324605286121368, R2 0.7833805084228516
Test Epoch11 layer7 out_loss 0.22302314639091492, R2 0.7835968136787415
Test Epoch11 layer8 out_loss 0.22291278839111328, R2 0.7837039232254028
Train Epoch12 out_loss 0.26339009404182434, R2 0.734579861164093
Test Epoch12 layer0 out_loss 0.2590479850769043, R2 0.748641312122345
Test Epoch12 layer1 out_loss 0.22535790503025055, R2 0.7813313603401184
Test Epoch12 layer2 out_loss 0.2227741777896881, R2 0.7838383913040161
Test Epoch12 layer3 out_loss 0.22841724753379822, R2 0.7783628702163696
Test Epoch12 layer4 out_loss 0.23490484058856964, R2 0.7720677852630615
Test Epoch12 layer5 out_loss 0.24250221252441406, R2 0.764695942401886
Test Epoch12 layer6 out_loss 0.25510114431381226, R2 0.7524709701538086
Test Epoch12 layer7 out_loss 0.26633915305137634, R2 0.74156653881073
Test Epoch12 layer8 out_loss 0.28742432594299316, R2 0.7211072444915771
Train Epoch13 out_loss 0.2575526535511017, R2 0.7404623031616211
Test Epoch13 layer0 out_loss 0.25553083419799805, R2 0.7520540356636047
Test Epoch13 layer1 out_loss 0.21682599186897278, R2 0.7896100282669067
Test Epoch13 layer2 out_loss 0.21368466317653656, R2 0.7926580905914307
Test Epoch13 layer3 out_loss 0.2153506577014923, R2 0.7910415530204773
Test Epoch13 layer4 out_loss 0.21889637410640717, R2 0.787601113319397
Test Epoch13 layer5 out_loss 0.2210409790277481, R2 0.7855201363563538
Test Epoch13 layer6 out_loss 0.22175586223602295, R2 0.7848265171051025
Test Epoch13 layer7 out_loss 0.22151783108711243, R2 0.7850574254989624
Test Epoch13 layer8 out_loss 0.22208817303180695, R2 0.7845040559768677
Train Epoch14 out_loss 0.2517637610435486, R2 0.7462958097457886
Test Epoch14 layer0 out_loss 0.2510167956352234, R2 0.7564340829849243
Test Epoch14 layer1 out_loss 0.21346737444400787, R2 0.792868971824646
Test Epoch14 layer2 out_loss 0.21242742240428925, R2 0.7938780188560486
Test Epoch14 layer3 out_loss 0.21484942734241486, R2 0.7915279269218445
Test Epoch14 layer4 out_loss 0.21998076140880585, R2 0.786548912525177
Test Epoch14 layer5 out_loss 0.22258274257183075, R2 0.784024178981781
Test Epoch14 layer6 out_loss 0.22481170296669006, R2 0.7818613648414612
Test Epoch14 layer7 out_loss 0.22961926460266113, R2 0.7771965265274048
Test Epoch14 layer8 out_loss 0.24040904641151428, R2 0.7667269706726074
Train Epoch15 out_loss 0.25142213702201843, R2 0.7466400861740112
Test Epoch15 layer0 out_loss 0.25391408801078796, R2 0.753622829914093
Test Epoch15 layer1 out_loss 0.2247134894132614, R2 0.781956672668457
Test Epoch15 layer2 out_loss 0.23143123090267181, R2 0.7754383087158203
Test Epoch15 layer3 out_loss 0.2397158294916153, R2 0.7673996090888977
Test Epoch15 layer4 out_loss 0.24583324790000916, R2 0.7614638209342957
Test Epoch15 layer5 out_loss 0.2504968047142029, R2 0.7569386959075928
Test Epoch15 layer6 out_loss 0.2529447674751282, R2 0.7545633316040039
Test Epoch15 layer7 out_loss 0.2553206980228424, R2 0.7522579431533813
Test Epoch15 layer8 out_loss 0.26035189628601074, R2 0.7473760843276978
Train Epoch16 out_loss 0.2516084611415863, R2 0.746452271938324
Test Epoch16 layer0 out_loss 0.24830609560012817, R2 0.7590643167495728
Test Epoch16 layer1 out_loss 0.21537703275680542, R2 0.7910159826278687
Test Epoch16 layer2 out_loss 0.21656754612922668, R2 0.7898607850074768
Test Epoch16 layer3 out_loss 0.22199751436710358, R2 0.7845920324325562
Test Epoch16 layer4 out_loss 0.23614968359470367, R2 0.770859956741333
Test Epoch16 layer5 out_loss 0.2444511502981186, R2 0.7628048658370972
Test Epoch16 layer6 out_loss 0.24806807935237885, R2 0.7592952847480774
Test Epoch16 layer7 out_loss 0.2535412609577179, R2 0.7539845705032349
Test Epoch16 layer8 out_loss 0.2554408311843872, R2 0.7521414160728455
Train Epoch17 out_loss 0.2526060938835144, R2 0.7454469799995422
Test Epoch17 layer0 out_loss 0.24442824721336365, R2 0.7628270983695984
Test Epoch17 layer1 out_loss 0.20840203762054443, R2 0.7977839112281799
Test Epoch17 layer2 out_loss 0.20388473570346832, R2 0.8021671772003174
Test Epoch17 layer3 out_loss 0.20389355719089508, R2 0.8021585941314697
Test Epoch17 layer4 out_loss 0.2028404027223587, R2 0.803180456161499
Test Epoch17 layer5 out_loss 0.20290613174438477, R2 0.8031166791915894
Test Epoch17 layer6 out_loss 0.20606426894664764, R2 0.800052285194397
Test Epoch17 layer7 out_loss 0.20859666168689728, R2 0.7975950837135315
Test Epoch17 layer8 out_loss 0.21831117570400238, R2 0.7881689071655273
Train Epoch18 out_loss 0.2415401041507721, R2 0.7565982937812805
Test Epoch18 layer0 out_loss 0.24213573336601257, R2 0.765051543712616
Test Epoch18 layer1 out_loss 0.2068835347890854, R2 0.7992573380470276
Test Epoch18 layer2 out_loss 0.20296362042427063, R2 0.8030609488487244
Test Epoch18 layer3 out_loss 0.20340031385421753, R2 0.8026372194290161
Test Epoch18 layer4 out_loss 0.20332454144954681, R2 0.8027107119560242
Test Epoch18 layer5 out_loss 0.20404933393001556, R2 0.8020074367523193
Test Epoch18 layer6 out_loss 0.20571869611740112, R2 0.8003876209259033
Test Epoch18 layer7 out_loss 0.20425288379192352, R2 0.8018099069595337
Test Epoch18 layer8 out_loss 0.2060537189245224, R2 0.8000625371932983
Train Epoch19 out_loss 0.2410450577735901, R2 0.7570971250534058
Test Epoch19 layer0 out_loss 0.24046847224235535, R2 0.7666693329811096
Test Epoch19 layer1 out_loss 0.20527218282222748, R2 0.8008208870887756
Test Epoch19 layer2 out_loss 0.20264677703380585, R2 0.8033683896064758
Test Epoch19 layer3 out_loss 0.20413736999034882, R2 0.8019220232963562
Test Epoch19 layer4 out_loss 0.2051474004983902, R2 0.8009419441223145
Test Epoch19 layer5 out_loss 0.20662860572338104, R2 0.7995047569274902
Test Epoch19 layer6 out_loss 0.20822428166866302, R2 0.7979564070701599
Test Epoch19 layer7 out_loss 0.21270902454853058, R2 0.7936047911643982
Test Epoch19 layer8 out_loss 0.2228078693151474, R2 0.7838057279586792
Train Epoch20 out_loss 0.2420247346162796, R2 0.756109893321991
Test Epoch20 layer0 out_loss 0.24138523638248444, R2 0.7657797932624817
Test Epoch20 layer1 out_loss 0.2047472447156906, R2 0.8013302087783813
Test Epoch20 layer2 out_loss 0.20348072052001953, R2 0.8025591373443604
Test Epoch20 layer3 out_loss 0.2029840350151062, R2 0.8030411005020142
Test Epoch20 layer4 out_loss 0.2088133990764618, R2 0.7973847985267639
Test Epoch20 layer5 out_loss 0.21098816394805908, R2 0.795274555683136
Test Epoch20 layer6 out_loss 0.21341612935066223, R2 0.7929186820983887
Test Epoch20 layer7 out_loss 0.2144623100757599, R2 0.791903555393219
Test Epoch20 layer8 out_loss 0.21831776201725006, R2 0.7881625294685364
Train Epoch21 out_loss 0.23489944636821747, R2 0.7632901072502136
Test Epoch21 layer0 out_loss 0.2411966621875763, R2 0.7659627199172974
Test Epoch21 layer1 out_loss 0.20640666782855988, R2 0.799720048904419
Test Epoch21 layer2 out_loss 0.20483702421188354, R2 0.8012431263923645
Test Epoch21 layer3 out_loss 0.21022909879684448, R2 0.7960110902786255
Test Epoch21 layer4 out_loss 0.20619970560073853, R2 0.799920916557312
Test Epoch21 layer5 out_loss 0.20560814440250397, R2 0.800494909286499
Test Epoch21 layer6 out_loss 0.20374828577041626, R2 0.8022995591163635
Test Epoch21 layer7 out_loss 0.20491084456443787, R2 0.8011715412139893
Test Epoch21 layer8 out_loss 0.2060985565185547, R2 0.8000190258026123
Train Epoch22 out_loss 0.2354031652212143, R2 0.7627825140953064
Test Epoch22 layer0 out_loss 0.2347530573606491, R2 0.7722151279449463
Test Epoch22 layer1 out_loss 0.19655804336071014, R2 0.8092763423919678
Test Epoch22 layer2 out_loss 0.1936422735452652, R2 0.8121055960655212
Test Epoch22 layer3 out_loss 0.19295495748519897, R2 0.8127725124359131
Test Epoch22 layer4 out_loss 0.19358645379543304, R2 0.8121597766876221
Test Epoch22 layer5 out_loss 0.19616717100143433, R2 0.8096556663513184
Test Epoch22 layer6 out_loss 0.20110170543193817, R2 0.8048675656318665
Test Epoch22 layer7 out_loss 0.20674358308315277, R2 0.7993931770324707
Test Epoch22 layer8 out_loss 0.21986646950244904, R2 0.786659836769104
Train Epoch23 out_loss 0.2285865992307663, R2 0.7696515917778015
Test Epoch23 layer0 out_loss 0.23313939571380615, R2 0.7737808227539062
Test Epoch23 layer1 out_loss 0.2000523954629898, R2 0.8058857321739197
Test Epoch23 layer2 out_loss 0.19736161828041077, R2 0.8084966540336609
Test Epoch23 layer3 out_loss 0.19709166884422302, R2 0.808758556842804
Test Epoch23 layer4 out_loss 0.1979711949825287, R2 0.8079051971435547
Test Epoch23 layer5 out_loss 0.19841933250427246, R2 0.8074703216552734
Test Epoch23 layer6 out_loss 0.20047324895858765, R2 0.8054773807525635
Test Epoch23 layer7 out_loss 0.20535032451152802, R2 0.8007450699806213
Test Epoch23 layer8 out_loss 0.2101529836654663, R2 0.7960849404335022
Train Epoch24 out_loss 0.225376695394516, R2 0.7728862762451172
Test Epoch24 layer0 out_loss 0.23792903125286102, R2 0.7691333889961243
Test Epoch24 layer1 out_loss 0.19958877563476562, R2 0.8063355684280396
Test Epoch24 layer2 out_loss 0.1956629455089569, R2 0.8101449012756348
Test Epoch24 layer3 out_loss 0.19621612131595612, R2 0.8096081018447876
Test Epoch24 layer4 out_loss 0.19687235355377197, R2 0.8089714050292969
Test Epoch24 layer5 out_loss 0.19753161072731018, R2 0.8083317279815674
Test Epoch24 layer6 out_loss 0.19770948588848114, R2 0.8081591129302979
Test Epoch24 layer7 out_loss 0.2012641578912735, R2 0.8047099709510803
Test Epoch24 layer8 out_loss 0.20750539004802704, R2 0.7986539602279663
Train Epoch25 out_loss 0.23154212534427643, R2 0.7666732668876648
Test Epoch25 layer0 out_loss 0.2335122525691986, R2 0.7734190821647644
Test Epoch25 layer1 out_loss 0.19876794517040253, R2 0.8071320652961731
Test Epoch25 layer2 out_loss 0.1961512714624405, R2 0.8096710443496704
Test Epoch25 layer3 out_loss 0.19598494470119476, R2 0.8098324537277222
Test Epoch25 layer4 out_loss 0.19648043811321259, R2 0.8093516826629639
Test Epoch25 layer5 out_loss 0.19766326248645782, R2 0.808203935623169
Test Epoch25 layer6 out_loss 0.19862090051174164, R2 0.8072746992111206
Test Epoch25 layer7 out_loss 0.20001478493213654, R2 0.805922269821167
Test Epoch25 layer8 out_loss 0.20121091604232788, R2 0.8047616481781006
Train Epoch26 out_loss 0.22490791976451874, R2 0.7733585834503174
Test Epoch26 layer0 out_loss 0.2310410737991333, R2 0.7758169174194336
Test Epoch26 layer1 out_loss 0.1975741982460022, R2 0.8082903623580933
Test Epoch26 layer2 out_loss 0.19615775346755981, R2 0.809664785861969
Test Epoch26 layer3 out_loss 0.200053408741951, R2 0.8058847188949585
Test Epoch26 layer4 out_loss 0.1992512196302414, R2 0.8066631555557251
Test Epoch26 layer5 out_loss 0.19916927814483643, R2 0.8067426681518555
Test Epoch26 layer6 out_loss 0.19779109954833984, R2 0.8080798983573914
Test Epoch26 layer7 out_loss 0.19716894626617432, R2 0.8086836338043213
Test Epoch26 layer8 out_loss 0.19624438881874084, R2 0.8095806837081909
Train Epoch27 out_loss 0.22919635474681854, R2 0.769037127494812
Test Epoch27 layer0 out_loss 0.22910068929195404, R2 0.7776997089385986
Test Epoch27 layer1 out_loss 0.1944180130958557, R2 0.8113528490066528
Test Epoch27 layer2 out_loss 0.1965753585100174, R2 0.8092595338821411
Test Epoch27 layer3 out_loss 0.20305746793746948, R2 0.8029698729515076
Test Epoch27 layer4 out_loss 0.20861130952835083, R2 0.797580897808075
Test Epoch27 layer5 out_loss 0.21253782510757446, R2 0.7937709093093872
Test Epoch27 layer6 out_loss 0.2119346261024475, R2 0.7943562269210815
Test Epoch27 layer7 out_loss 0.2118959277868271, R2 0.79439377784729
Test Epoch27 layer8 out_loss 0.20864146947860718, R2 0.7975516319274902
Train Epoch28 out_loss 0.22722648084163666, R2 0.7710222005844116
Test Epoch28 layer0 out_loss 0.2322893589735031, R2 0.7746056318283081
Test Epoch28 layer1 out_loss 0.19943015277385712, R2 0.8064895272254944
Test Epoch28 layer2 out_loss 0.19778181612491608, R2 0.8080888986587524
Test Epoch28 layer3 out_loss 0.1990130990743637, R2 0.8068941831588745
Test Epoch28 layer4 out_loss 0.20216180384159088, R2 0.8038389682769775
Test Epoch28 layer5 out_loss 0.20495548844337463, R2 0.8011281490325928
Test Epoch28 layer6 out_loss 0.2053554505109787, R2 0.800740122795105
Test Epoch28 layer7 out_loss 0.20920045673847198, R2 0.7970092296600342
Test Epoch28 layer8 out_loss 0.20889529585838318, R2 0.7973053455352783
Train Epoch29 out_loss 0.2244163453578949, R2 0.7738540172576904
Test Epoch29 layer0 out_loss 0.2272505909204483, R2 0.7794948816299438
Test Epoch29 layer1 out_loss 0.19293710589408875, R2 0.812789797782898
Test Epoch29 layer2 out_loss 0.19204038381576538, R2 0.8136599063873291
Test Epoch29 layer3 out_loss 0.19198419153690338, R2 0.8137144446372986
Test Epoch29 layer4 out_loss 0.19382107257843018, R2 0.8119320869445801
Test Epoch29 layer5 out_loss 0.19623248279094696, R2 0.8095922470092773
Test Epoch29 layer6 out_loss 0.2015771120786667, R2 0.8044062852859497
Test Epoch29 layer7 out_loss 0.20928515493869781, R2 0.7969270348548889
Test Epoch29 layer8 out_loss 0.23328477144241333, R2 0.7736397981643677
Train Epoch30 out_loss 0.2274359166622162, R2 0.770811140537262
Test Epoch30 layer0 out_loss 0.23018033802509308, R2 0.7766520977020264
Test Epoch30 layer1 out_loss 0.19715771079063416, R2 0.8086944818496704
Test Epoch30 layer2 out_loss 0.1960829198360443, R2 0.8097373843193054
Test Epoch30 layer3 out_loss 0.1972265988588333, R2 0.8086276650428772
Test Epoch30 layer4 out_loss 0.19966956973075867, R2 0.8062571883201599
Test Epoch30 layer5 out_loss 0.20165172219276428, R2 0.8043338656425476
Test Epoch30 layer6 out_loss 0.20441892743110657, R2 0.8016488552093506
Test Epoch30 layer7 out_loss 0.20570197701454163, R2 0.8004038333892822
Test Epoch30 layer8 out_loss 0.20376388728618622, R2 0.8022844195365906
Train Epoch31 out_loss 0.21943111717700958, R2 0.7788776159286499
Test Epoch31 layer0 out_loss 0.22997383773326874, R2 0.7768524289131165
Test Epoch31 layer1 out_loss 0.1983620822429657, R2 0.8075258731842041
Test Epoch31 layer2 out_loss 0.1985265463590622, R2 0.8073663115501404
Test Epoch31 layer3 out_loss 0.19876131415367126, R2 0.8071385025978088
Test Epoch31 layer4 out_loss 0.19904759526252747, R2 0.8068606853485107
Test Epoch31 layer5 out_loss 0.1997649371623993, R2 0.8061646819114685
Test Epoch31 layer6 out_loss 0.2042887806892395, R2 0.8017750978469849
Test Epoch31 layer7 out_loss 0.2074430286884308, R2 0.7987144589424133
Test Epoch31 layer8 out_loss 0.21353338658809662, R2 0.7928048968315125
Train Epoch32 out_loss 0.21739885210990906, R2 0.7809255719184875
Test Epoch32 layer0 out_loss 0.22690589725971222, R2 0.7798293232917786
Test Epoch32 layer1 out_loss 0.19692644476890564, R2 0.8089188933372498
Test Epoch32 layer2 out_loss 0.19561268389225006, R2 0.810193657875061
Test Epoch32 layer3 out_loss 0.19776523113250732, R2 0.8081049919128418
Test Epoch32 layer4 out_loss 0.19825738668441772, R2 0.8076274394989014
Test Epoch32 layer5 out_loss 0.19886155426502228, R2 0.8070412278175354
Test Epoch32 layer6 out_loss 0.20128120481967926, R2 0.8046934008598328
Test Epoch32 layer7 out_loss 0.2033510059118271, R2 0.802685022354126
Test Epoch32 layer8 out_loss 0.2061772346496582, R2 0.7999427318572998
Train Epoch33 out_loss 0.22071050107479095, R2 0.7775883674621582
Test Epoch33 layer0 out_loss 0.22384415566921234, R2 0.7828001976013184
Test Epoch33 layer1 out_loss 0.1919240802526474, R2 0.8137727975845337
Test Epoch33 layer2 out_loss 0.18965089321136475, R2 0.815978467464447
Test Epoch33 layer3 out_loss 0.1902540922164917, R2 0.8153932094573975
Test Epoch33 layer4 out_loss 0.1910778284072876, R2 0.8145939111709595
Test Epoch33 layer5 out_loss 0.19344432651996613, R2 0.8122976422309875
Test Epoch33 layer6 out_loss 0.1953154057264328, R2 0.8104821443557739
Test Epoch33 layer7 out_loss 0.19760611653327942, R2 0.8082593679428101
Test Epoch33 layer8 out_loss 0.19817720353603363, R2 0.807705283164978
Train Epoch34 out_loss 0.2153705656528473, R2 0.7829695343971252
Test Epoch34 layer0 out_loss 0.2238069772720337, R2 0.7828362584114075
Test Epoch34 layer1 out_loss 0.19166864454746246, R2 0.8140206336975098
Test Epoch34 layer2 out_loss 0.19157560169696808, R2 0.8141109347343445
Test Epoch34 layer3 out_loss 0.19206607341766357, R2 0.813634991645813
Test Epoch34 layer4 out_loss 0.18996348977088928, R2 0.8156751394271851
Test Epoch34 layer5 out_loss 0.1919589340686798, R2 0.8137389421463013
Test Epoch34 layer6 out_loss 0.193223774433136, R2 0.812511682510376
Test Epoch34 layer7 out_loss 0.19321075081825256, R2 0.8125243186950684
Test Epoch34 layer8 out_loss 0.20234337449073792, R2 0.8036627769470215
Train Epoch35 out_loss 0.21872040629386902, R2 0.779593825340271
Test Epoch35 layer0 out_loss 0.22178888320922852, R2 0.7847944498062134
Test Epoch35 layer1 out_loss 0.19172067940235138, R2 0.813970148563385
Test Epoch35 layer2 out_loss 0.190636545419693, R2 0.8150221109390259
Test Epoch35 layer3 out_loss 0.19229675829410553, R2 0.8134111762046814
Test Epoch35 layer4 out_loss 0.1921510100364685, R2 0.8135526180267334
Test Epoch35 layer5 out_loss 0.19315336644649506, R2 0.8125799894332886
Test Epoch35 layer6 out_loss 0.1933736801147461, R2 0.8123661875724792
Test Epoch35 layer7 out_loss 0.19533267617225647, R2 0.8104653358459473
Test Epoch35 layer8 out_loss 0.19639873504638672, R2 0.8094309568405151
Train Epoch36 out_loss 0.22573474049568176, R2 0.772525429725647
Test Epoch36 layer0 out_loss 0.22628076374530792, R2 0.7804359197616577
Test Epoch36 layer1 out_loss 0.19647519290447235, R2 0.8093567490577698
Test Epoch36 layer2 out_loss 0.19425301253795624, R2 0.8115129470825195
Test Epoch36 layer3 out_loss 0.195558562874794, R2 0.8102461695671082
Test Epoch36 layer4 out_loss 0.1968236267566681, R2 0.8090186715126038
Test Epoch36 layer5 out_loss 0.19707663357257843, R2 0.8087731599807739
Test Epoch36 layer6 out_loss 0.19684478640556335, R2 0.8089981079101562
Test Epoch36 layer7 out_loss 0.19575922191143036, R2 0.8100515007972717
Test Epoch36 layer8 out_loss 0.1923477053642273, R2 0.8133617043495178
Train Epoch37 out_loss 0.22243273258209229, R2 0.7758529186248779
Test Epoch37 layer0 out_loss 0.2222544103860855, R2 0.7843427658081055
