Start Training
Train Epoch0 out_loss 0.3991926610469818, R2 0.6023699045181274
Train Epoch8 out_loss 0.2496526539325714, R2 0.7513245940208435
Test Epoch8 layer0 out_loss 0.2750391662120819, R2 0.7205367684364319
Test Epoch8 layer1 out_loss 0.24628525972366333, R2 0.7497532367706299
Test Epoch8 layer2 out_loss 0.24488015472888947, R2 0.75118088722229
Train Epoch9 out_loss 0.24778257310390472, R2 0.753187358379364
Test Epoch9 layer0 out_loss 0.2761414647102356, R2 0.7194167375564575
Test Epoch9 layer1 out_loss 0.24523313343524933, R2 0.7508222460746765
Test Epoch9 layer2 out_loss 0.24926559627056122, R2 0.7467249631881714
Train Epoch10 out_loss 0.24261845648288727, R2 0.7583312392234802
Test Epoch10 layer0 out_loss 0.2705449163913727, R2 0.7251033186912537
Test Epoch10 layer1 out_loss 0.24262183904647827, R2 0.753475546836853
Test Epoch10 layer2 out_loss 0.24446266889572144, R2 0.7516050934791565
Train Epoch11 out_loss 0.23965470492839813, R2 0.7612833976745605
Test Epoch11 layer0 out_loss 0.26740455627441406, R2 0.7282942533493042
Test Epoch11 layer1 out_loss 0.24010547995567322, R2 0.756032407283783
Test Epoch11 layer2 out_loss 0.23835113644599915, R2 0.7578149437904358
Train Epoch12 out_loss 0.23573726415634155, R2 0.7651854753494263
Test Epoch12 layer0 out_loss 0.26907554268836975, R2 0.7265963554382324
Test Epoch12 layer1 out_loss 0.24118538200855255, R2 0.754935085773468
Test Epoch12 layer2 out_loss 0.23901376128196716, R2 0.757141649723053
Train Epoch13 out_loss 0.23223696649074554, R2 0.7686721086502075
Test Epoch13 layer0 out_loss 0.27400651574134827, R2 0.7215860486030579
Test Epoch13 layer1 out_loss 0.24462948739528656, R2 0.7514356374740601
Test Epoch13 layer2 out_loss 0.24204249680042267, R2 0.7540642023086548
Train Epoch14 out_loss 0.2298833280801773, R2 0.7710164785385132
Test Epoch14 layer0 out_loss 0.2606164515018463, R2 0.7351914644241333
Test Epoch14 layer1 out_loss 0.23399709165096283, R2 0.7622390389442444
Test Epoch14 layer2 out_loss 0.23488600552082062, R2 0.7613358497619629
Train Epoch15 out_loss 0.22634972631931305, R2 0.7745362520217896
Test Epoch15 layer0 out_loss 0.27055487036705017, R2 0.7250932455062866
Test Epoch15 layer1 out_loss 0.23757769167423248, R2 0.7586008310317993
Test Epoch15 layer2 out_loss 0.23994573950767517, R2 0.7561947107315063
Train Epoch16 out_loss 0.22339549660682678, R2 0.7774789333343506
Test Epoch16 layer0 out_loss 0.25836363434791565, R2 0.7374805212020874
Test Epoch16 layer1 out_loss 0.22951896488666534, R2 0.7667891979217529
Test Epoch16 layer2 out_loss 0.22824561595916748, R2 0.7680830359458923
Train Epoch17 out_loss 0.22300517559051514, R2 0.7778677344322205
Test Epoch17 layer0 out_loss 0.25512805581092834, R2 0.7407681941986084
Test Epoch17 layer1 out_loss 0.2248651534318924, R2 0.7715178728103638
Test Epoch17 layer2 out_loss 0.22359894216060638, R2 0.7728044390678406
Train Epoch18 out_loss 0.22021597623825073, R2 0.780646026134491
Test Epoch18 layer0 out_loss 0.25397950410842896, R2 0.7419351935386658
Test Epoch18 layer1 out_loss 0.2235865741968155, R2 0.7728170156478882
Test Epoch18 layer2 out_loss 0.2203449159860611, R2 0.7761107683181763
Train Epoch19 out_loss 0.21856090426445007, R2 0.7822946310043335
Test Epoch19 layer0 out_loss 0.25565770268440247, R2 0.7402299642562866
Test Epoch19 layer1 out_loss 0.22453680634498596, R2 0.7718514800071716
Test Epoch19 layer2 out_loss 0.2222084254026413, R2 0.7742173075675964
Train Epoch20 out_loss 0.21650797128677368, R2 0.7843395471572876
Test Epoch20 layer0 out_loss 0.25547879934310913, R2 0.7404117584228516
Test Epoch20 layer1 out_loss 0.23810723423957825, R2 0.7580627799034119
Test Epoch20 layer2 out_loss 0.2368391901254654, R2 0.7593511939048767
Train Epoch21 out_loss 0.21536682546138763, R2 0.7854762077331543
Test Epoch21 layer0 out_loss 0.25839006900787354, R2 0.7374536991119385
Test Epoch21 layer1 out_loss 0.2268885225057602, R2 0.7694619297981262
Test Epoch21 layer2 out_loss 0.2246515303850174, R2 0.7717349529266357
Train Epoch22 out_loss 0.2135830521583557, R2 0.7872529625892639
Test Epoch22 layer0 out_loss 0.2520769238471985, R2 0.743868350982666
Test Epoch22 layer1 out_loss 0.22448672354221344, R2 0.7719023823738098
Test Epoch22 layer2 out_loss 0.2233160436153412, R2 0.7730919122695923
Train Epoch23 out_loss 0.21187721192836761, R2 0.788952112197876
Test Epoch23 layer0 out_loss 0.2650330662727356, R2 0.7307038307189941
Test Epoch23 layer1 out_loss 0.23147842288017273, R2 0.7647982239723206
Test Epoch23 layer2 out_loss 0.23120133578777313, R2 0.7650797367095947
Train Epoch24 out_loss 0.21170754730701447, R2 0.789121150970459
Test Epoch24 layer0 out_loss 0.252163290977478, R2 0.7437806129455566
Test Epoch24 layer1 out_loss 0.23443816602230072, R2 0.7617908716201782
Test Epoch24 layer2 out_loss 0.2324327826499939, R2 0.7638285160064697
Train Epoch25 out_loss 0.21248455345630646, R2 0.7883471846580505
Test Epoch25 layer0 out_loss 0.24913105368614197, R2 0.7468616366386414
Test Epoch25 layer1 out_loss 0.22246430814266205, R2 0.7739573121070862
Test Epoch25 layer2 out_loss 0.2178284376859665, R2 0.7786677479743958
Train Epoch26 out_loss 0.21011002361774445, R2 0.7907124161720276
Test Epoch26 layer0 out_loss 0.25433722138404846, R2 0.7415717244148254
Test Epoch26 layer1 out_loss 0.2242981493473053, R2 0.7720940113067627
Test Epoch26 layer2 out_loss 0.22345981001853943, R2 0.7729458212852478
Train Epoch27 out_loss 0.20919011533260345, R2 0.7916287183761597
Test Epoch27 layer0 out_loss 0.24992500245571136, R2 0.7460548877716064
Test Epoch27 layer1 out_loss 0.2255202829837799, R2 0.7708522081375122
Test Epoch27 layer2 out_loss 0.22396311163902283, R2 0.772434413433075
Train Epoch28 out_loss 0.20845426619052887, R2 0.7923617362976074
Test Epoch28 layer0 out_loss 0.24637918174266815, R2 0.7496577501296997
Test Epoch28 layer1 out_loss 0.221449077129364, R2 0.7749888896942139
Test Epoch28 layer2 out_loss 0.22015148401260376, R2 0.7763073444366455
Train Epoch29 out_loss 0.20764879882335663, R2 0.7931640148162842
Test Epoch29 layer0 out_loss 0.24313995242118835, R2 0.7529491186141968
Test Epoch29 layer1 out_loss 0.21928663551807404, R2 0.7771860957145691
Test Epoch29 layer2 out_loss 0.21694254875183105, R2 0.7795678973197937
Train Epoch30 out_loss 0.20701193809509277, R2 0.7937983870506287
Test Epoch30 layer0 out_loss 0.24516884982585907, R2 0.7508875727653503
Test Epoch30 layer1 out_loss 0.22012700140476227, R2 0.7763321995735168
Test Epoch30 layer2 out_loss 0.2173890471458435, R2 0.7791142463684082
Train Epoch31 out_loss 0.2052752822637558, R2 0.7955282330513
Test Epoch31 layer0 out_loss 0.24211102724075317, R2 0.7539945840835571
Test Epoch31 layer1 out_loss 0.2190561443567276, R2 0.7774202823638916
Test Epoch31 layer2 out_loss 0.21837402880191803, R2 0.7781133651733398
Train Epoch32 out_loss 0.205763578414917, R2 0.7950418591499329
Test Epoch32 layer0 out_loss 0.2489631175994873, R2 0.7470322847366333
Test Epoch32 layer1 out_loss 0.22591345012187958, R2 0.7704526782035828
Test Epoch32 layer2 out_loss 0.22335371375083923, R2 0.7730535864830017
Train Epoch33 out_loss 0.20400577783584595, R2 0.79679274559021
Test Epoch33 layer0 out_loss 0.2441810816526413, R2 0.7518912553787231
Test Epoch33 layer1 out_loss 0.21666936576366425, R2 0.7798454761505127
Test Epoch33 layer2 out_loss 0.21626530587673187, R2 0.7802560329437256
Train Epoch34 out_loss 0.20274153351783752, R2 0.7980520725250244
Test Epoch34 layer0 out_loss 0.2443273365497589, R2 0.7517426013946533
Test Epoch34 layer1 out_loss 0.21770387887954712, R2 0.7787942886352539
Test Epoch34 layer2 out_loss 0.2161990851163864, R2 0.780323326587677
Train Epoch35 out_loss 0.20370683073997498, R2 0.7970905303955078
Test Epoch35 layer0 out_loss 0.24207614362239838, R2 0.7540299892425537
Test Epoch35 layer1 out_loss 0.21713915467262268, R2 0.7793681621551514
Test Epoch35 layer2 out_loss 0.21788465976715088, R2 0.7786106467247009
Train Epoch36 out_loss 0.2015599012374878, R2 0.799229085445404
Test Epoch36 layer0 out_loss 0.2471638023853302, R2 0.7488605380058289
Test Epoch36 layer1 out_loss 0.22604207694530487, R2 0.7703220248222351
Test Epoch36 layer2 out_loss 0.22850412130355835, R2 0.7678203582763672
Train Epoch37 out_loss 0.20347380638122559, R2 0.7973226308822632
Test Epoch37 layer0 out_loss 0.24669943749904633, R2 0.7493323683738708
Test Epoch37 layer1 out_loss 0.2185237556695938, R2 0.777961254119873
Test Epoch37 layer2 out_loss 0.21656858921051025, R2 0.7799478769302368
Train Epoch38 out_loss 0.2007703334093094, R2 0.8000155687332153
Test Epoch38 layer0 out_loss 0.24277085065841675, R2 0.7533241510391235
Test Epoch38 layer1 out_loss 0.2174481600522995, R2 0.7790541648864746
Test Epoch38 layer2 out_loss 0.21563751995563507, R2 0.7808939218521118
Train Epoch39 out_loss 0.20014837384223938, R2 0.8006350994110107
Test Epoch39 layer0 out_loss 0.24617445468902588, R2 0.7498657703399658
Test Epoch39 layer1 out_loss 0.22072018682956696, R2 0.7757294774055481
Test Epoch39 layer2 out_loss 0.2191014289855957, R2 0.777374267578125
Train Epoch40 out_loss 0.20067666471004486, R2 0.8001088500022888
Test Epoch40 layer0 out_loss 0.24485217034816742, R2 0.7512093782424927
Test Epoch40 layer1 out_loss 0.2196812480688095, R2 0.776785135269165
Test Epoch40 layer2 out_loss 0.21723498404026031, R2 0.7792707681655884
Train Epoch41 out_loss 0.19962942600250244, R2 0.8011519908905029
Test Epoch41 layer0 out_loss 0.23818086087703705, R2 0.7579879760742188
Test Epoch41 layer1 out_loss 0.2155311405658722, R2 0.7810020446777344
Test Epoch41 layer2 out_loss 0.21334847807884216, R2 0.7832198143005371
Train Epoch42 out_loss 0.19901715219020844, R2 0.8017618656158447
Test Epoch42 layer0 out_loss 0.2400282472372055, R2 0.7561108469963074
Test Epoch42 layer1 out_loss 0.21396765112876892, R2 0.7825906276702881
Test Epoch42 layer2 out_loss 0.21341656148433685, R2 0.7831506133079529
Train Epoch43 out_loss 0.19883397221565247, R2 0.801944375038147
Test Epoch43 layer0 out_loss 0.23812010884284973, R2 0.7580496668815613
Test Epoch43 layer1 out_loss 0.21345342695713043, R2 0.7831131219863892
Test Epoch43 layer2 out_loss 0.21212993562221527, R2 0.7844579219818115
Train Epoch44 out_loss 0.1974055916070938, R2 0.8033671379089355
Test Epoch44 layer0 out_loss 0.23882149159908295, R2 0.7573370337486267
Test Epoch44 layer1 out_loss 0.2199883610010147, R2 0.7764731049537659
Test Epoch44 layer2 out_loss 0.21632499992847443, R2 0.7801953554153442
Train Epoch45 out_loss 0.19823822379112244, R2 0.802537739276886
Test Epoch45 layer0 out_loss 0.24236562848091125, R2 0.7537358999252319
Test Epoch45 layer1 out_loss 0.22003449499607086, R2 0.7764261960983276
Test Epoch45 layer2 out_loss 0.22134126722812653, R2 0.775098443031311
Train Epoch46 out_loss 0.19667647778987885, R2 0.8040933609008789
Test Epoch46 layer0 out_loss 0.23909026384353638, R2 0.7570639252662659
Test Epoch46 layer1 out_loss 0.21509063243865967, R2 0.7814496159553528
Test Epoch46 layer2 out_loss 0.21168610453605652, R2 0.7849088907241821
Train Epoch47 out_loss 0.1956765502691269, R2 0.8050894141197205
Test Epoch47 layer0 out_loss 0.24131594598293304, R2 0.7548024654388428
Test Epoch47 layer1 out_loss 0.21685723960399628, R2 0.7796545624732971
Test Epoch47 layer2 out_loss 0.21573883295059204, R2 0.7807909846305847
Train Epoch48 out_loss 0.19560779631137848, R2 0.8051578998565674
Test Epoch48 layer0 out_loss 0.2409878671169281, R2 0.7551357746124268
Test Epoch48 layer1 out_loss 0.21450766921043396, R2 0.7820419073104858
Test Epoch48 layer2 out_loss 0.21430256962776184, R2 0.7822503447532654
Train Epoch49 out_loss 0.1956050544977188, R2 0.805160641670227
Test Epoch49 layer0 out_loss 0.2400466352701187, R2 0.7560921907424927
Test Epoch49 layer1 out_loss 0.2156929224729538, R2 0.7808376550674438
Test Epoch49 layer2 out_loss 0.21488580107688904, R2 0.7816576957702637
Train Epoch50 out_loss 0.19486136734485626, R2 0.8059014081954956
Test Epoch50 layer0 out_loss 0.23769371211528778, R2 0.7584829330444336
Test Epoch50 layer1 out_loss 0.21104037761688232, R2 0.7855650186538696
Test Epoch50 layer2 out_loss 0.20866183936595917, R2 0.7879818081855774
Train Epoch51 out_loss 0.19437426328659058, R2 0.8063865900039673
Test Epoch51 layer0 out_loss 0.243795245885849, R2 0.7522832751274109
Test Epoch51 layer1 out_loss 0.21766595542430878, R2 0.7788328528404236
Test Epoch51 layer2 out_loss 0.21653330326080322, R2 0.7799837589263916
Train Epoch52 out_loss 0.19380217790603638, R2 0.80695641040802
Test Epoch52 layer0 out_loss 0.24137796461582184, R2 0.7547394037246704
Test Epoch52 layer1 out_loss 0.2129368782043457, R2 0.7836380004882812
Test Epoch52 layer2 out_loss 0.2115490883588791, R2 0.7850481271743774
Train Epoch53 out_loss 0.19292356073856354, R2 0.8078315854072571
Test Epoch53 layer0 out_loss 0.2381594032049179, R2 0.7580097913742065
Test Epoch53 layer1 out_loss 0.21988606452941895, R2 0.7765769958496094
Test Epoch53 layer2 out_loss 0.21635055541992188, R2 0.7801694273948669
Train Epoch54 out_loss 0.19251862168312073, R2 0.8082349300384521
Test Epoch54 layer0 out_loss 0.23569804430007935, R2 0.7605106830596924
Test Epoch54 layer1 out_loss 0.2111230194568634, R2 0.7854810357093811
Test Epoch54 layer2 out_loss 0.21097946166992188, R2 0.7856268882751465
Train Epoch55 out_loss 0.19251485168933868, R2 0.8082387447357178
Test Epoch55 layer0 out_loss 0.2360050082206726, R2 0.7601988315582275
Test Epoch55 layer1 out_loss 0.21109437942504883, R2 0.7855101227760315
Test Epoch55 layer2 out_loss 0.2089504897594452, R2 0.7876884937286377
Train Epoch56 out_loss 0.1909816712141037, R2 0.8097658753395081
Test Epoch56 layer0 out_loss 0.23720744252204895, R2 0.7589770555496216
Test Epoch56 layer1 out_loss 0.21132788062095642, R2 0.7852728366851807
Test Epoch56 layer2 out_loss 0.21090397238731384, R2 0.7857035994529724
Train Epoch57 out_loss 0.19218182563781738, R2 0.8085704445838928
Test Epoch57 layer0 out_loss 0.2415124773979187, R2 0.7546027898788452
Test Epoch57 layer1 out_loss 0.2102975845336914, R2 0.7863197326660156
Test Epoch57 layer2 out_loss 0.20934467017650604, R2 0.7872879505157471
Train Epoch58 out_loss 0.19128820300102234, R2 0.8094605207443237
Test Epoch58 layer0 out_loss 0.2412804663181305, R2 0.7548385262489319
Test Epoch58 layer1 out_loss 0.20987120270729065, R2 0.7867529988288879
Test Epoch58 layer2 out_loss 0.21023023128509521, R2 0.7863881587982178
Train Epoch59 out_loss 0.1900777667760849, R2 0.8106662631034851
Test Epoch59 layer0 out_loss 0.23637045919895172, R2 0.7598274946212769
Test Epoch59 layer1 out_loss 0.2075168639421463, R2 0.7891451716423035
Test Epoch59 layer2 out_loss 0.20604002475738525, R2 0.7906457781791687
Train Epoch60 out_loss 0.18870192766189575, R2 0.8120366930961609
Test Epoch60 layer0 out_loss 0.24108216166496277, R2 0.7550399899482727
Test Epoch60 layer1 out_loss 0.21046335995197296, R2 0.7861512899398804
Test Epoch60 layer2 out_loss 0.21021758019924164, R2 0.7864010334014893
Train Epoch61 out_loss 0.18766258656978607, R2 0.8130720257759094
Test Epoch61 layer0 out_loss 0.25239214301109314, R2 0.7435480952262878
Test Epoch61 layer1 out_loss 0.22248037159442902, R2 0.7739409804344177
Test Epoch61 layer2 out_loss 0.22561855614185333, R2 0.7707523107528687
Train Epoch62 out_loss 0.18864575028419495, R2 0.812092661857605
Test Epoch62 layer0 out_loss 0.2397422045469284, R2 0.756401538848877
Test Epoch62 layer1 out_loss 0.21268488466739655, R2 0.7838940620422363
Test Epoch62 layer2 out_loss 0.21273446083068848, R2 0.7838436961174011
Train Epoch63 out_loss 0.18800613284111023, R2 0.8127298355102539
Test Epoch63 layer0 out_loss 0.23502466082572937, R2 0.7611949443817139
Test Epoch63 layer1 out_loss 0.20986312627792358, R2 0.7867611646652222
Test Epoch63 layer2 out_loss 0.20784053206443787, R2 0.7888163328170776
Train Epoch64 out_loss 0.18756701052188873, R2 0.8131672143936157
Test Epoch64 layer0 out_loss 0.24241559207439423, R2 0.7536851167678833
Test Epoch64 layer1 out_loss 0.2125992625951767, R2 0.7839810848236084
Test Epoch64 layer2 out_loss 0.21104338765144348, R2 0.7855619192123413
Train Epoch65 out_loss 0.18751834332942963, R2 0.8132156729698181
Test Epoch65 layer0 out_loss 0.23538517951965332, R2 0.7608286142349243
Test Epoch65 layer1 out_loss 0.20991438627243042, R2 0.7867090702056885
Test Epoch65 layer2 out_loss 0.20895113050937653, R2 0.7876878380775452
Train Epoch66 out_loss 0.1870187371969223, R2 0.8137133121490479
Test Epoch66 layer0 out_loss 0.24775482714176178, R2 0.7482600212097168
Test Epoch66 layer1 out_loss 0.21613915264606476, R2 0.7803841829299927
Test Epoch66 layer2 out_loss 0.21607770025730133, R2 0.7804466485977173
Train Epoch67 out_loss 0.18669094145298004, R2 0.8140398263931274
Test Epoch67 layer0 out_loss 0.23661239445209503, R2 0.7595816850662231
Test Epoch67 layer1 out_loss 0.20785291492938995, R2 0.78880375623703
Test Epoch67 layer2 out_loss 0.2055496722459793, R2 0.7911440134048462
Train Epoch68 out_loss 0.1854565590620041, R2 0.8152693510055542
Test Epoch68 layer0 out_loss 0.2387983500957489, R2 0.757360577583313
Test Epoch68 layer1 out_loss 0.20989365875720978, R2 0.786730170249939
Test Epoch68 layer2 out_loss 0.20786404609680176, R2 0.7887924313545227
Train Epoch69 out_loss 0.18527254462242126, R2 0.8154526948928833
Test Epoch69 layer0 out_loss 0.23290610313415527, R2 0.7633475661277771
Test Epoch69 layer1 out_loss 0.20746064186096191, R2 0.7892023324966431
Test Epoch69 layer2 out_loss 0.20682944357395172, R2 0.7898436784744263
Train Epoch70 out_loss 0.1843796670436859, R2 0.8163420557975769
Test Epoch70 layer0 out_loss 0.23668509721755981, R2 0.7595077753067017
Test Epoch70 layer1 out_loss 0.20612315833568573, R2 0.790561318397522
Test Epoch70 layer2 out_loss 0.20439618825912476, R2 0.7923160791397095
Train Epoch71 out_loss 0.18487440049648285, R2 0.8158493041992188
Test Epoch71 layer0 out_loss 0.24041564762592316, R2 0.7557172179222107
Test Epoch71 layer1 out_loss 0.20778098702430725, R2 0.7888768315315247
Test Epoch71 layer2 out_loss 0.20599323511123657, R2 0.7906933426856995
Train Epoch72 out_loss 0.18360525369644165, R2 0.8171133995056152
Test Epoch72 layer0 out_loss 0.23990687727928162, R2 0.7562341690063477
Test Epoch72 layer1 out_loss 0.20878258347511292, R2 0.7878590822219849
Test Epoch72 layer2 out_loss 0.20752200484275818, R2 0.789139986038208
Train Epoch73 out_loss 0.1836249679327011, R2 0.8170938491821289
Test Epoch73 layer0 out_loss 0.2345786690711975, R2 0.7616480588912964
Test Epoch73 layer1 out_loss 0.20757035911083221, R2 0.7890908122062683
Test Epoch73 layer2 out_loss 0.2058240920305252, R2 0.7908651828765869
Train Epoch74 out_loss 0.18212060630321503, R2 0.8185922503471375
Test Epoch74 layer0 out_loss 0.23612146079540253, R2 0.7600804567337036
Test Epoch74 layer1 out_loss 0.2072850465774536, R2 0.7893807291984558
Test Epoch74 layer2 out_loss 0.20586228370666504, R2 0.7908263802528381
Train Epoch75 out_loss 0.18254819512367249, R2 0.8181663751602173
Test Epoch75 layer0 out_loss 0.23894377052783966, R2 0.75721275806427
Test Epoch75 layer1 out_loss 0.2083921581506729, R2 0.7882558107376099
Test Epoch75 layer2 out_loss 0.20536121726036072, R2 0.7913355231285095
Train Epoch76 out_loss 0.18230366706848145, R2 0.8184099197387695
Test Epoch76 layer0 out_loss 0.2352711260318756, R2 0.7609444856643677
Test Epoch76 layer1 out_loss 0.20667169988155365, R2 0.7900039553642273
Test Epoch76 layer2 out_loss 0.20685961842536926, R2 0.7898130416870117
Train Epoch77 out_loss 0.1827908456325531, R2 0.8179246187210083
Test Epoch77 layer0 out_loss 0.23324009776115417, R2 0.763008177280426
Test Epoch77 layer1 out_loss 0.20560768246650696, R2 0.7910850644111633
Test Epoch77 layer2 out_loss 0.20488503575325012, R2 0.7918193340301514
Train Epoch78 out_loss 0.1814611554145813, R2 0.819249153137207
Test Epoch78 layer0 out_loss 0.23607121407985687, R2 0.7601315379142761
Test Epoch78 layer1 out_loss 0.20645496249198914, R2 0.7902241945266724
Test Epoch78 layer2 out_loss 0.20307333767414093, R2 0.7936601638793945
Train Epoch79 out_loss 0.18057900667190552, R2 0.8201278448104858
Test Epoch79 layer0 out_loss 0.2317543476819992, R2 0.7645178437232971
Test Epoch79 layer1 out_loss 0.2044486403465271, R2 0.7922627925872803
Test Epoch79 layer2 out_loss 0.20311427116394043, R2 0.7936186194419861
Train Epoch80 out_loss 0.18083171546459198, R2 0.8198761343955994
Test Epoch80 layer0 out_loss 0.23462693393230438, R2 0.761599063873291
Test Epoch80 layer1 out_loss 0.20775359869003296, R2 0.7889046669006348
Test Epoch80 layer2 out_loss 0.20791016519069672, R2 0.7887455821037292
Train Epoch81 out_loss 0.18067802488803864, R2 0.8200292587280273
Test Epoch81 layer0 out_loss 0.23847444355487823, R2 0.7576896548271179
Test Epoch81 layer1 out_loss 0.20983970165252686, R2 0.7867850065231323
Test Epoch81 layer2 out_loss 0.2090487778186798, R2 0.7875886559486389
Train Epoch82 out_loss 0.17960293591022491, R2 0.821100115776062
Test Epoch82 layer0 out_loss 0.23834443092346191, R2 0.757821798324585
Test Epoch82 layer1 out_loss 0.2072693109512329, R2 0.7893967628479004
Test Epoch82 layer2 out_loss 0.20670132339000702, R2 0.7899738550186157
Train Epoch83 out_loss 0.1801563948392868, R2 0.8205487728118896
Test Epoch83 layer0 out_loss 0.23401768505573273, R2 0.7622181177139282
Test Epoch83 layer1 out_loss 0.205062597990036, R2 0.791638970375061
Test Epoch83 layer2 out_loss 0.20311681926250458, R2 0.793615996837616
Train Epoch84 out_loss 0.179311603307724, R2 0.8213902711868286
Test Epoch84 layer0 out_loss 0.23218348622322083, R2 0.7640818357467651
Test Epoch84 layer1 out_loss 0.20448413491249084, R2 0.7922266721725464
Test Epoch84 layer2 out_loss 0.20482513308525085, R2 0.7918802499771118
Train Epoch85 out_loss 0.1788642406463623, R2 0.8218358755111694
Test Epoch85 layer0 out_loss 0.23513828217983246, R2 0.7610794901847839
Test Epoch85 layer1 out_loss 0.20732617378234863, R2 0.7893389463424683
Test Epoch85 layer2 out_loss 0.2070920169353485, R2 0.7895768880844116
Train Epoch86 out_loss 0.17938128113746643, R2 0.8213208913803101
Test Epoch86 layer0 out_loss 0.23211248219013214, R2 0.7641539573669434
Test Epoch86 layer1 out_loss 0.20501965284347534, R2 0.7916826009750366
Test Epoch86 layer2 out_loss 0.2057875543832779, R2 0.790902316570282
Train Epoch87 out_loss 0.17838723957538605, R2 0.8223110437393188
Test Epoch87 layer0 out_loss 0.23386619985103607, R2 0.7623720169067383
Test Epoch87 layer1 out_loss 0.20242701470851898, R2 0.7943168878555298
Test Epoch87 layer2 out_loss 0.20134443044662476, R2 0.7954169511795044
Train Epoch88 out_loss 0.17842981219291687, R2 0.8222686052322388
Test Epoch88 layer0 out_loss 0.2344399243593216, R2 0.761789083480835
Test Epoch88 layer1 out_loss 0.20542936027050018, R2 0.7912662625312805
Test Epoch88 layer2 out_loss 0.2057684063911438, R2 0.7909218072891235
Train Epoch89 out_loss 0.17806725203990936, R2 0.8226297497749329
Test Epoch89 layer0 out_loss 0.23992396891117096, R2 0.756216824054718
Test Epoch89 layer1 out_loss 0.20486904680728912, R2 0.791835606098175
Test Epoch89 layer2 out_loss 0.20406949520111084, R2 0.7926480174064636
Train Epoch90 out_loss 0.17665576934814453, R2 0.8240357637405396
Test Epoch90 layer0 out_loss 0.2331819385290146, R2 0.7630673050880432
Test Epoch90 layer1 out_loss 0.2073490023612976, R2 0.7893157601356506
Test Epoch90 layer2 out_loss 0.20808115601539612, R2 0.788571834564209
Train Epoch91 out_loss 0.17814438045024872, R2 0.8225529193878174
Test Epoch91 layer0 out_loss 0.235988587141037, R2 0.7602155208587646
Test Epoch91 layer1 out_loss 0.20993900299072266, R2 0.7866840958595276
Test Epoch91 layer2 out_loss 0.21328851580619812, R2 0.7832807302474976
Train Epoch92 out_loss 0.1781599521636963, R2 0.8225374221801758
Test Epoch92 layer0 out_loss 0.23093156516551971, R2 0.7653538584709167
Test Epoch92 layer1 out_loss 0.20284529030323029, R2 0.7938919067382812
Test Epoch92 layer2 out_loss 0.20068012177944183, R2 0.7960919141769409
Train Epoch93 out_loss 0.17673765122890472, R2 0.823954164981842
Test Epoch93 layer0 out_loss 0.2418995350599289, R2 0.7542094588279724
Test Epoch93 layer1 out_loss 0.2054886519908905, R2 0.7912060022354126
Test Epoch93 layer2 out_loss 0.20365001261234283, R2 0.7930742502212524
Train Epoch94 out_loss 0.17632268369197845, R2 0.8243675231933594
Test Epoch94 layer0 out_loss 0.2322664111852646, R2 0.7639975547790527
