Start Training
Train Epoch0 out_loss 0.5894310474395752, R2 0.4145404100418091
Test Epoch17 layer5 out_loss 0.24151834845542908, R2 0.7515706419944763
Test Epoch17 layer6 out_loss 0.24472840130329132, R2 0.748268723487854
Test Epoch17 layer7 out_loss 0.24783067405223846, R2 0.7450777292251587
Test Epoch17 layer8 out_loss 0.2499249428510666, R2 0.7429234981536865
Test Epoch17 layer9 out_loss 0.24807129800319672, R2 0.7448301911354065
Train Epoch18 out_loss 0.2327595055103302, R2 0.7688088417053223
Test Epoch18 layer0 out_loss 0.26080521941185, R2 0.7317318916320801
Test Epoch18 layer1 out_loss 0.23036524653434753, R2 0.7630429267883301
Test Epoch18 layer2 out_loss 0.2303001582622528, R2 0.7631098031997681
Test Epoch18 layer3 out_loss 0.22840788960456848, R2 0.7650562524795532
Test Epoch18 layer4 out_loss 0.22864475846290588, R2 0.7648125886917114
Test Epoch18 layer5 out_loss 0.22727368772029877, R2 0.7662228941917419
Test Epoch18 layer6 out_loss 0.227981835603714, R2 0.7654945254325867
Test Epoch18 layer7 out_loss 0.23220480978488922, R2 0.7611507177352905
Test Epoch18 layer8 out_loss 0.2449215054512024, R2 0.7480701208114624
Test Epoch18 layer9 out_loss 0.255275160074234, R2 0.7374202013015747
Train Epoch19 out_loss 0.24414347112178802, R2 0.7575015425682068
Test Epoch19 layer0 out_loss 0.2577562630176544, R2 0.7348681092262268
Test Epoch19 layer1 out_loss 0.2270614206790924, R2 0.7664412260055542
Test Epoch19 layer2 out_loss 0.2265585958957672, R2 0.766958475112915
Test Epoch19 layer3 out_loss 0.22682009637355804, R2 0.7666894793510437
Test Epoch19 layer4 out_loss 0.22728073596954346, R2 0.7662156820297241
Test Epoch19 layer5 out_loss 0.22879374027252197, R2 0.7646593451499939
Test Epoch19 layer6 out_loss 0.23078306019306183, R2 0.7626131176948547
Test Epoch19 layer7 out_loss 0.2352169305086136, R2 0.758052408695221
Test Epoch19 layer8 out_loss 0.23651696741580963, R2 0.7567151784896851
Test Epoch19 layer9 out_loss 0.23506753146648407, R2 0.7582060694694519
Train Epoch20 out_loss 0.23286192119121552, R2 0.7687070369720459
Test Epoch20 layer0 out_loss 0.25867143273353577, R2 0.7339267730712891
Test Epoch20 layer1 out_loss 0.22927284240722656, R2 0.7641665935516357
Test Epoch20 layer2 out_loss 0.22867631912231445, R2 0.7647801637649536
Test Epoch20 layer3 out_loss 0.23025715351104736, R2 0.7631540894508362
Test Epoch20 layer4 out_loss 0.2295554131269455, R2 0.7638759016990662
Test Epoch20 layer5 out_loss 0.22998365759849548, R2 0.7634353637695312
Test Epoch20 layer6 out_loss 0.2299254983663559, R2 0.7634952068328857
Test Epoch20 layer7 out_loss 0.23196618258953094, R2 0.7613961696624756
Test Epoch20 layer8 out_loss 0.2338859736919403, R2 0.7594214081764221
Test Epoch20 layer9 out_loss 0.2397632747888565, R2 0.7533759474754333
Train Epoch21 out_loss 0.2290901243686676, R2 0.7724534273147583
Test Epoch21 layer0 out_loss 0.2601521909236908, R2 0.7324036359786987
Test Epoch21 layer1 out_loss 0.22789309918880463, R2 0.7655857801437378
Test Epoch21 layer2 out_loss 0.23030884563922882, R2 0.7631009221076965
Test Epoch21 layer3 out_loss 0.23497241735458374, R2 0.7583038806915283
Test Epoch21 layer4 out_loss 0.2441316694021225, R2 0.748882532119751
Test Epoch21 layer5 out_loss 0.2434578537940979, R2 0.7495756149291992
Test Epoch21 layer6 out_loss 0.24602505564689636, R2 0.7469350099563599
Test Epoch21 layer7 out_loss 0.25222644209861755, R2 0.7405561208724976
Test Epoch21 layer8 out_loss 0.25963094830513, R2 0.7329397201538086
Test Epoch21 layer9 out_loss 0.27165329456329346, R2 0.7205734252929688
Train Epoch22 out_loss 0.22948895394802094, R2 0.7720573544502258
Test Epoch22 layer0 out_loss 0.2534722089767456, R2 0.7392747402191162
Test Epoch22 layer1 out_loss 0.2247159481048584, R2 0.7688538432121277
Test Epoch22 layer2 out_loss 0.2246524840593338, R2 0.7689191102981567
Test Epoch22 layer3 out_loss 0.23003815114498138, R2 0.7633793354034424
Test Epoch22 layer4 out_loss 0.23291116952896118, R2 0.7604241371154785
Test Epoch22 layer5 out_loss 0.2389504611492157, R2 0.7542120218276978
Test Epoch22 layer6 out_loss 0.2421344518661499, R2 0.7509369254112244
Test Epoch22 layer7 out_loss 0.24047859013080597, R2 0.7526401281356812
Test Epoch22 layer8 out_loss 0.24098561704158783, R2 0.7521185874938965
Test Epoch22 layer9 out_loss 0.24842104315757751, R2 0.744470477104187
Train Epoch23 out_loss 0.23821669816970825, R2 0.7633883953094482
Test Epoch23 layer0 out_loss 0.2512829303741455, R2 0.7415266633033752
Test Epoch23 layer1 out_loss 0.22311647236347198, R2 0.7704991102218628
Test Epoch23 layer2 out_loss 0.2211635708808899, R2 0.772507905960083
Test Epoch23 layer3 out_loss 0.22194784879684448, R2 0.7717011570930481
Test Epoch23 layer4 out_loss 0.22192804515361786, R2 0.7717215418815613
Test Epoch23 layer5 out_loss 0.2254079431295395, R2 0.76814204454422
Test Epoch23 layer6 out_loss 0.22802668809890747, R2 0.7654483318328857
Test Epoch23 layer7 out_loss 0.23779788613319397, R2 0.7553975582122803
Test Epoch23 layer8 out_loss 0.25014159083366394, R2 0.7427006959915161
Test Epoch23 layer9 out_loss 0.2568315863609314, R2 0.7358192205429077
Train Epoch24 out_loss 0.22384746372699738, R2 0.7776607871055603
Test Epoch24 layer0 out_loss 0.25440582633018494, R2 0.7383143901824951
Test Epoch24 layer1 out_loss 0.22755564749240875, R2 0.7659329175949097
Test Epoch24 layer2 out_loss 0.22803360223770142, R2 0.7654412984848022
Test Epoch24 layer3 out_loss 0.22932739555835724, R2 0.7641104459762573
Test Epoch24 layer4 out_loss 0.22859056293964386, R2 0.7648683786392212
Test Epoch24 layer5 out_loss 0.22927534580230713, R2 0.7641639709472656
Test Epoch24 layer6 out_loss 0.2301679253578186, R2 0.7632458806037903
Test Epoch24 layer7 out_loss 0.22990785539150238, R2 0.7635133862495422
Test Epoch24 layer8 out_loss 0.22829073667526245, R2 0.7651767730712891
Test Epoch24 layer9 out_loss 0.22622205317020416, R2 0.7673046588897705
Train Epoch25 out_loss 0.2233351767063141, R2 0.7781696319580078
Test Epoch25 layer0 out_loss 0.2524310052394867, R2 0.7403457164764404
Test Epoch25 layer1 out_loss 0.22152410447597504, R2 0.7721370458602905
Test Epoch25 layer2 out_loss 0.22189144790172577, R2 0.7717591524124146
Test Epoch25 layer3 out_loss 0.2211160510778427, R2 0.7725567817687988
Test Epoch25 layer4 out_loss 0.22074851393699646, R2 0.7729347944259644
Test Epoch25 layer5 out_loss 0.22088216245174408, R2 0.7727973461151123
Test Epoch25 layer6 out_loss 0.22070811688899994, R2 0.7729763388633728
Test Epoch25 layer7 out_loss 0.219837486743927, R2 0.773871898651123
Test Epoch25 layer8 out_loss 0.22094495594501495, R2 0.7727327346801758
Test Epoch25 layer9 out_loss 0.22187983989715576, R2 0.7717710733413696
Train Epoch26 out_loss 0.23345938324928284, R2 0.7681136131286621
Test Epoch26 layer0 out_loss 0.24973471462726593, R2 0.7431191802024841
Test Epoch26 layer1 out_loss 0.22402320802211761, R2 0.7695664167404175
Test Epoch26 layer2 out_loss 0.22490687668323517, R2 0.7686574459075928
Test Epoch26 layer3 out_loss 0.22651101648807526, R2 0.7670074105262756
Test Epoch26 layer4 out_loss 0.22669798135757446, R2 0.7668150663375854
Test Epoch26 layer5 out_loss 0.22807157039642334, R2 0.7654021978378296
Test Epoch26 layer6 out_loss 0.2313823401927948, R2 0.7619966864585876
Test Epoch26 layer7 out_loss 0.23614691197872162, R2 0.7570958137512207
Test Epoch26 layer8 out_loss 0.23857368528842926, R2 0.7545995712280273
Test Epoch26 layer9 out_loss 0.2422463297843933, R2 0.7508218288421631
Train Epoch27 out_loss 0.22066976130008698, R2 0.7808170318603516
Test Epoch27 layer0 out_loss 0.24684157967567444, R2 0.7460950613021851
Test Epoch27 layer1 out_loss 0.21939249336719513, R2 0.774329662322998
Test Epoch27 layer2 out_loss 0.21680736541748047, R2 0.7769887447357178
Test Epoch27 layer3 out_loss 0.21696947515010834, R2 0.7768219709396362
Test Epoch27 layer4 out_loss 0.22089500725269318, R2 0.7727841138839722
Test Epoch27 layer5 out_loss 0.22141331434249878, R2 0.7722510099411011
Test Epoch27 layer6 out_loss 0.22330646216869354, R2 0.7703036665916443
Test Epoch27 layer7 out_loss 0.22623173892498016, R2 0.7672946453094482
Test Epoch27 layer8 out_loss 0.2296525239944458, R2 0.7637760043144226
Test Epoch27 layer9 out_loss 0.23667432367801666, R2 0.7565532922744751
Train Epoch28 out_loss 0.2152644395828247, R2 0.7861859798431396
Test Epoch28 layer0 out_loss 0.24713727831840515, R2 0.745790958404541
Test Epoch28 layer1 out_loss 0.2202329784631729, R2 0.773465096950531
Test Epoch28 layer2 out_loss 0.21719130873680115, R2 0.776593804359436
Test Epoch28 layer3 out_loss 0.21762652695178986, R2 0.7761461138725281
Test Epoch28 layer4 out_loss 0.21898312866687775, R2 0.7747507095336914
Test Epoch28 layer5 out_loss 0.221406951546669, R2 0.7722575664520264
Test Epoch28 layer6 out_loss 0.22243711352348328, R2 0.7711979150772095
Test Epoch28 layer7 out_loss 0.22594691812992096, R2 0.7675876617431641
Test Epoch28 layer8 out_loss 0.2268604189157486, R2 0.76664799451828
Test Epoch28 layer9 out_loss 0.22902801632881165, R2 0.764418363571167
Train Epoch29 out_loss 0.22015638649463654, R2 0.7813270092010498
Test Epoch29 layer0 out_loss 0.24885793030261993, R2 0.7440210580825806
Test Epoch29 layer1 out_loss 0.22235973179340363, R2 0.7712774872779846
Test Epoch29 layer2 out_loss 0.21938006579875946, R2 0.77434241771698
Test Epoch29 layer3 out_loss 0.22103166580200195, R2 0.7726435661315918
Test Epoch29 layer4 out_loss 0.2231481373310089, R2 0.7704665064811707
Test Epoch29 layer5 out_loss 0.22425062954425812, R2 0.7693324685096741
Test Epoch29 layer6 out_loss 0.22551822662353516, R2 0.7680286169052124
Test Epoch29 layer7 out_loss 0.22787100076675415, R2 0.765608549118042
Test Epoch29 layer8 out_loss 0.232325941324234, R2 0.7610260844230652
Test Epoch29 layer9 out_loss 0.2392594814300537, R2 0.7538941502571106
Train Epoch30 out_loss 0.22085972130298615, R2 0.7806283831596375
Test Epoch30 layer0 out_loss 0.24841013550758362, R2 0.7444816827774048
Test Epoch30 layer1 out_loss 0.2198261022567749, R2 0.773883581161499
Test Epoch30 layer2 out_loss 0.21872565150260925, R2 0.7750155925750732
Test Epoch30 layer3 out_loss 0.22053614258766174, R2 0.7731532454490662
Test Epoch30 layer4 out_loss 0.22309046983718872, R2 0.7705258131027222
Test Epoch30 layer5 out_loss 0.22600507736206055, R2 0.7675278186798096
Test Epoch30 layer6 out_loss 0.23026955127716064, R2 0.7631413340568542
Test Epoch30 layer7 out_loss 0.23771601915359497, R2 0.7554817795753479
Test Epoch30 layer8 out_loss 0.24850457906723022, R2 0.7443845272064209
Test Epoch30 layer9 out_loss 0.2860417664051056, R2 0.7057732343673706
Train Epoch31 out_loss 0.2180246114730835, R2 0.7834444046020508
Test Epoch31 layer0 out_loss 0.2456415295600891, R2 0.7473294734954834
Test Epoch31 layer1 out_loss 0.2181604653596878, R2 0.7755969166755676
Test Epoch31 layer2 out_loss 0.21700073778629303, R2 0.7767898440361023
Test Epoch31 layer3 out_loss 0.2172994613647461, R2 0.7764825820922852
Test Epoch31 layer4 out_loss 0.2177519053220749, R2 0.7760171890258789
Test Epoch31 layer5 out_loss 0.2176937460899353, R2 0.7760769724845886
Test Epoch31 layer6 out_loss 0.21904821693897247, R2 0.7746837735176086
Test Epoch31 layer7 out_loss 0.21838116645812988, R2 0.7753698825836182
Test Epoch31 layer8 out_loss 0.21851739287376404, R2 0.7752297520637512
Test Epoch31 layer9 out_loss 0.22190575301647186, R2 0.771744430065155
Train Epoch32 out_loss 0.21470852196216583, R2 0.7867381572723389
Test Epoch32 layer0 out_loss 0.24688221514225006, R2 0.7460533380508423
Test Epoch32 layer1 out_loss 0.21806497871875763, R2 0.7756951451301575
Test Epoch32 layer2 out_loss 0.21571695804595947, R2 0.7781103253364563
Test Epoch32 layer3 out_loss 0.21561981737613678, R2 0.7782102823257446
Test Epoch32 layer4 out_loss 0.21585625410079956, R2 0.7779670357704163
Test Epoch32 layer5 out_loss 0.217140331864357, R2 0.7766462564468384
Test Epoch32 layer6 out_loss 0.21750250458717346, R2 0.7762737274169922
Test Epoch32 layer7 out_loss 0.21910135447978973, R2 0.7746291160583496
Test Epoch32 layer8 out_loss 0.22501224279403687, R2 0.7685490846633911
Test Epoch32 layer9 out_loss 0.22650542855262756, R2 0.7670131921768188
Train Epoch33 out_loss 0.21789182722568512, R2 0.7835763096809387
Test Epoch33 layer0 out_loss 0.24575240910053253, R2 0.7472153902053833
Test Epoch33 layer1 out_loss 0.2198842316865921, R2 0.7738237977027893
Test Epoch33 layer2 out_loss 0.21662628650665283, R2 0.7771749496459961
Test Epoch33 layer3 out_loss 0.21663565933704376, R2 0.7771653532981873
Test Epoch33 layer4 out_loss 0.21709150075912476, R2 0.7766964435577393
Test Epoch33 layer5 out_loss 0.21801911294460297, R2 0.7757422924041748
Test Epoch33 layer6 out_loss 0.21941618621349335, R2 0.7743052840232849
Test Epoch33 layer7 out_loss 0.22162550687789917, R2 0.7720327377319336
