Start Training
Train Epoch0 out_loss 1.5574514865875244, R2 -0.171484112739563
Test Epoch34 layer0 out_loss 0.558047354221344, R2 0.583469033241272
Test Epoch34 layer1 out_loss 0.5423569679260254, R2 0.5951805114746094
Test Epoch34 layer2 out_loss 0.5472814440727234, R2 0.5915048122406006
Test Epoch34 layer3 out_loss 0.5455314517021179, R2 0.5928109884262085
Test Epoch34 layer4 out_loss 0.5501121878623962, R2 0.5893919467926025
Train Epoch35 out_loss 0.5317466259002686, R2 0.6000306010246277
Test Epoch35 layer0 out_loss 0.5423763394355774, R2 0.5951660871505737
Test Epoch35 layer1 out_loss 0.5344008207321167, R2 0.6011190414428711
Test Epoch35 layer2 out_loss 0.5401341319084167, R2 0.5968396663665771
Test Epoch35 layer3 out_loss 0.534041702747345, R2 0.6013870239257812
Test Epoch35 layer4 out_loss 0.5304133296012878, R2 0.6040953397750854
Train Epoch36 out_loss 0.5316767692565918, R2 0.6000834107398987
Test Epoch36 layer0 out_loss 0.5384792685508728, R2 0.5980747938156128
Test Epoch36 layer1 out_loss 0.5225388407707214, R2 0.6099728941917419
Test Epoch36 layer2 out_loss 0.5202586054801941, R2 0.6116749048233032
Test Epoch36 layer3 out_loss 0.554891049861908, R2 0.5858249664306641
Test Epoch36 layer4 out_loss 0.5291746854782104, R2 0.6050198078155518
Train Epoch37 out_loss 0.5120023488998413, R2 0.6148819923400879
Test Epoch37 layer0 out_loss 0.5503713488578796, R2 0.5891984701156616
Test Epoch37 layer1 out_loss 0.5168778896331787, R2 0.6141983270645142
Test Epoch37 layer2 out_loss 0.5087549090385437, R2 0.6202613115310669
Test Epoch37 layer3 out_loss 0.5063654184341431, R2 0.6220449209213257
Test Epoch37 layer4 out_loss 0.5114545226097107, R2 0.61824631690979
Train Epoch38 out_loss 0.5058091878890991, R2 0.6195406913757324
Test Epoch38 layer0 out_loss 0.5504473447799683, R2 0.5891417860984802
Test Epoch38 layer1 out_loss 0.521001935005188, R2 0.6111200451850891
Test Epoch38 layer2 out_loss 0.5111252069473267, R2 0.6184921264648438
Test Epoch38 layer3 out_loss 0.5149621963500977, R2 0.6156281232833862
Test Epoch38 layer4 out_loss 0.5161861181259155, R2 0.6147146224975586
Train Epoch39 out_loss 0.5030527710914612, R2 0.6216135621070862
Test Epoch39 layer0 out_loss 0.6545425057411194, R2 0.5114443302154541
Test Epoch39 layer1 out_loss 0.5823485851287842, R2 0.5653303861618042
Test Epoch39 layer2 out_loss 0.6123783588409424, R2 0.542915940284729
Test Epoch39 layer3 out_loss 0.5894407629966736, R2 0.5600367784500122
Test Epoch39 layer4 out_loss 0.598554253578186, R2 0.553234338760376
Train Epoch40 out_loss 0.5139319896697998, R2 0.6134305596351624
Test Epoch40 layer0 out_loss 0.5680735111236572, R2 0.5759854316711426
Test Epoch40 layer1 out_loss 0.5407644510269165, R2 0.5963691473007202
Test Epoch40 layer2 out_loss 0.547008216381073, R2 0.591708779335022
Test Epoch40 layer3 out_loss 0.5401861071586609, R2 0.5968008041381836
Test Epoch40 layer4 out_loss 0.5459432005882263, R2 0.5925036668777466
Train Epoch41 out_loss 0.5294798016548157, R2 0.6017359495162964
Test Epoch41 layer0 out_loss 0.5666224956512451, R2 0.577068567276001
Test Epoch41 layer1 out_loss 0.5312255024909973, R2 0.603489100933075
Test Epoch41 layer2 out_loss 0.5270618200302124, R2 0.6065969467163086
Test Epoch41 layer3 out_loss 0.5191346406936646, R2 0.6125137805938721
Test Epoch41 layer4 out_loss 0.5324932932853699, R2 0.6025428175926208
Train Epoch42 out_loss 0.5004494190216064, R2 0.6235716342926025
Test Epoch42 layer0 out_loss 0.5383756756782532, R2 0.5981521606445312
Test Epoch42 layer1 out_loss 0.5223385691642761, R2 0.6101223826408386
Test Epoch42 layer2 out_loss 0.5260840058326721, R2 0.6073267459869385
Test Epoch42 layer3 out_loss 0.5310187339782715, R2 0.6036434173583984
Test Epoch42 layer4 out_loss 0.5289593935012817, R2 0.6051805019378662
Train Epoch43 out_loss 0.5103734731674194, R2 0.6161074638366699
Test Epoch43 layer0 out_loss 0.5280254483222961, R2 0.6058776378631592
Test Epoch43 layer1 out_loss 0.5139243602752686, R2 0.616402804851532
Test Epoch43 layer2 out_loss 0.5132349133491516, R2 0.6169173717498779
Test Epoch43 layer3 out_loss 0.5156286954879761, R2 0.6151306629180908
Test Epoch43 layer4 out_loss 0.5158119201660156, R2 0.6149939298629761
Train Epoch44 out_loss 0.5153029561042786, R2 0.6123994588851929
Test Epoch44 layer0 out_loss 0.7312349677085876, R2 0.45420050621032715
Test Epoch44 layer1 out_loss 0.6703125834465027, R2 0.49967342615127563
Test Epoch44 layer2 out_loss 0.6823270916938782, R2 0.490705668926239
Test Epoch44 layer3 out_loss 0.6456737518310547, R2 0.518064022064209
Test Epoch44 layer4 out_loss 0.6718882322311401, R2 0.4984973073005676
Train Epoch45 out_loss 0.5247675776481628, R2 0.6052805185317993
Test Epoch45 layer0 out_loss 0.5310900807380676, R2 0.603590190410614
Test Epoch45 layer1 out_loss 0.505300760269165, R2 0.6228395104408264
Test Epoch45 layer2 out_loss 0.5011248588562012, R2 0.6259564757347107
Test Epoch45 layer3 out_loss 0.5044705867767334, R2 0.6234592199325562
Test Epoch45 layer4 out_loss 0.5057936906814575, R2 0.6224716305732727
Train Epoch46 out_loss 0.5015653967857361, R2 0.6227327585220337
Test Epoch46 layer0 out_loss 0.5524303913116455, R2 0.587661623954773
Test Epoch46 layer1 out_loss 0.5132604241371155, R2 0.6168984174728394
Test Epoch46 layer2 out_loss 0.5084306001663208, R2 0.6205034255981445
Test Epoch46 layer3 out_loss 0.51046222448349, R2 0.618986964225769
Test Epoch46 layer4 out_loss 0.510216236114502, R2 0.6191705465316772
Train Epoch47 out_loss 0.526577353477478, R2 0.6039189100265503
Test Epoch47 layer0 out_loss 0.5496372580528259, R2 0.5897464156150818
Test Epoch47 layer1 out_loss 0.5105869770050049, R2 0.6188938617706299
Test Epoch47 layer2 out_loss 0.5117303729057312, R2 0.6180404424667358
Test Epoch47 layer3 out_loss 0.5135816335678101, R2 0.616658627986908
Test Epoch47 layer4 out_loss 0.5143020153045654, R2 0.6161209344863892
Train Epoch48 out_loss 0.49882832169532776, R2 0.6247915029525757
Test Epoch48 layer0 out_loss 0.722206711769104, R2 0.4609392285346985
Test Epoch48 layer1 out_loss 0.6318031549453735, R2 0.5284171104431152
Test Epoch48 layer2 out_loss 0.6344664096832275, R2 0.526429295539856
Test Epoch48 layer3 out_loss 0.6315158605575562, R2 0.5286315679550171
Test Epoch48 layer4 out_loss 0.6337100267410278, R2 0.5269938707351685
Train Epoch49 out_loss 0.517484724521637, R2 0.6107580661773682
Test Epoch49 layer0 out_loss 0.6805139780044556, R2 0.49205905199050903
Test Epoch49 layer1 out_loss 0.6116342544555664, R2 0.5434713959693909
Test Epoch49 layer2 out_loss 0.6412531137466431, R2 0.5213636159896851
Test Epoch49 layer3 out_loss 0.6430126428604126, R2 0.5200502872467041
Test Epoch49 layer4 out_loss 0.6350293159484863, R2 0.5260090827941895
Train Epoch50 out_loss 0.5089158415794373, R2 0.6172037124633789
Test Epoch50 layer0 out_loss 0.5463982224464417, R2 0.5921640396118164
Test Epoch50 layer1 out_loss 0.5243319869041443, R2 0.6086344718933105
Test Epoch50 layer2 out_loss 0.5305465459823608, R2 0.6039958596229553
Test Epoch50 layer3 out_loss 0.5326572060585022, R2 0.602420449256897
Test Epoch50 layer4 out_loss 0.5336868762969971, R2 0.6016519069671631
Train Epoch51 out_loss 0.507324755191803, R2 0.618400514125824
Test Epoch51 layer0 out_loss 0.699634313583374, R2 0.47778743505477905
Test Epoch51 layer1 out_loss 0.5708948373794556, R2 0.573879599571228
Test Epoch51 layer2 out_loss 0.5898049473762512, R2 0.5597649812698364
Test Epoch51 layer3 out_loss 0.5918189883232117, R2 0.5582616329193115
Test Epoch51 layer4 out_loss 0.5906173586845398, R2 0.5591585636138916
Train Epoch52 out_loss 0.5022355914115906, R2 0.6222280859947205
Test Epoch52 layer0 out_loss 0.5250511169433594, R2 0.6080976724624634
Test Epoch52 layer1 out_loss 0.5076311826705933, R2 0.6211000680923462
Test Epoch52 layer2 out_loss 0.5118462443351746, R2 0.617953896522522
Test Epoch52 layer3 out_loss 0.5103321671485901, R2 0.6190840601921082
Test Epoch52 layer4 out_loss 0.5118504166603088, R2 0.6179507970809937
Train Epoch53 out_loss 0.52967768907547, R2 0.6015870571136475
Test Epoch53 layer0 out_loss 0.7193167209625244, R2 0.4630963206291199
Test Epoch53 layer1 out_loss 0.5557594895362854, R2 0.5851767063140869
Test Epoch53 layer2 out_loss 0.5538710355758667, R2 0.5865862965583801
Test Epoch53 layer3 out_loss 0.5890514850616455, R2 0.5603273510932922
Test Epoch53 layer4 out_loss 0.5545154809951782, R2 0.5861052870750427
Train Epoch54 out_loss 0.5378708839416504, R2 0.5954241752624512
Test Epoch54 layer0 out_loss 0.5694625973701477, R2 0.5749486088752747
Test Epoch54 layer1 out_loss 0.5419454574584961, R2 0.5954875946044922
Test Epoch54 layer2 out_loss 0.557564914226532, R2 0.5838291645050049
Test Epoch54 layer3 out_loss 0.5799092054367065, R2 0.5671511888504028
Test Epoch54 layer4 out_loss 0.5957210063934326, R2 0.5553491711616516
Train Epoch55 out_loss 0.4926299750804901, R2 0.6294536590576172
Test Epoch55 layer0 out_loss 0.5322378873825073, R2 0.6027334928512573
Test Epoch55 layer1 out_loss 0.5005223155021667, R2 0.626406192779541
Test Epoch55 layer2 out_loss 0.49710360169410706, R2 0.628957986831665
Test Epoch55 layer3 out_loss 0.49912533164024353, R2 0.6274489164352417
Test Epoch55 layer4 out_loss 0.49910831451416016, R2 0.6274616718292236
Train Epoch56 out_loss 0.5005879402160645, R2 0.6234679222106934
Test Epoch56 layer0 out_loss 1.0502650737762451, R2 0.2160738706588745
Test Epoch56 layer1 out_loss 0.7442643046379089, R2 0.44447529315948486
Test Epoch56 layer2 out_loss 0.7074187397956848, R2 0.4719770550727844
Test Epoch56 layer3 out_loss 0.7087409496307373, R2 0.4709901809692383
Test Epoch56 layer4 out_loss 0.7217445373535156, R2 0.46128416061401367
Train Epoch57 out_loss 0.5049222111701965, R2 0.6202077865600586
Test Epoch57 layer0 out_loss 0.5784682631492615, R2 0.56822669506073
Test Epoch57 layer1 out_loss 0.5345975160598755, R2 0.6009721755981445
Test Epoch57 layer2 out_loss 0.5280283689498901, R2 0.6058754920959473
Test Epoch57 layer3 out_loss 0.5286056995391846, R2 0.6054445505142212
Test Epoch57 layer4 out_loss 0.5290270447731018, R2 0.6051300764083862
Train Epoch58 out_loss 0.5107696652412415, R2 0.6158092021942139
Test Epoch58 layer0 out_loss 0.5589660406112671, R2 0.5827833414077759
Test Epoch58 layer1 out_loss 0.5298526883125305, R2 0.6045137643814087
Test Epoch58 layer2 out_loss 0.5362685918807983, R2 0.5997248888015747
Test Epoch58 layer3 out_loss 0.5380263924598694, R2 0.5984128713607788
Test Epoch58 layer4 out_loss 0.5397288203239441, R2 0.5971421599388123
Train Epoch59 out_loss 0.5073482990264893, R2 0.6183829307556152
Test Epoch59 layer0 out_loss 0.533879280090332, R2 0.6015082597732544
Test Epoch59 layer1 out_loss 0.5189342498779297, R2 0.6126633882522583
Test Epoch59 layer2 out_loss 0.5213127732276917, R2 0.6108880043029785
Test Epoch59 layer3 out_loss 0.5181406736373901, R2 0.6132557392120361
Test Epoch59 layer4 out_loss 0.5162985920906067, R2 0.6146306991577148
Train Epoch60 out_loss 0.5190871357917786, R2 0.6095529794692993
Test Epoch60 layer0 out_loss 0.5451743602752686, R2 0.593077540397644
Test Epoch60 layer1 out_loss 0.5057768821716309, R2 0.6224841475486755
Test Epoch60 layer2 out_loss 0.5031496286392212, R2 0.6244451403617859
Test Epoch60 layer3 out_loss 0.5040968656539917, R2 0.623738169670105
Test Epoch60 layer4 out_loss 0.5039743781089783, R2 0.6238295435905457
Train Epoch61 out_loss 0.5027370452880859, R2 0.621850848197937
Test Epoch61 layer0 out_loss 0.5482016205787659, R2 0.5908179879188538
Test Epoch61 layer1 out_loss 0.525479793548584, R2 0.6077777147293091
Test Epoch61 layer2 out_loss 0.5276615023612976, R2 0.6061493158340454
Test Epoch61 layer3 out_loss 0.5263230800628662, R2 0.607148289680481
Test Epoch61 layer4 out_loss 0.5237074494361877, R2 0.6091006398200989
Train Epoch62 out_loss 0.5207947492599487, R2 0.6082684993743896
Test Epoch62 layer0 out_loss 0.6320066452026367, R2 0.5282652378082275
Test Epoch62 layer1 out_loss 0.5364117622375488, R2 0.5996180176734924
