Start Training
Train Epoch0 out_loss 1.7312620878219604, R2 -0.29501473903656006
Test Epoch3 layer5 out_loss 1.3369083404541016, R2 -0.020403385162353516
Test Epoch3 layer6 out_loss 1.2740894556045532, R2 0.02754354476928711
Test Epoch3 layer7 out_loss 1.2584903240203857, R2 0.03944975137710571
Test Epoch3 layer8 out_loss 1.2960866689682007, R2 0.010754108428955078
Train Epoch4 out_loss 1.2982094287872314, R2 0.02891707420349121
Test Epoch4 layer0 out_loss 1.2050379514694214, R2 0.08024758100509644
Test Epoch4 layer1 out_loss 1.215743064880371, R2 0.07207679748535156
Test Epoch4 layer2 out_loss 1.2161853313446045, R2 0.07173925638198853
Test Epoch4 layer3 out_loss 1.2166426181793213, R2 0.07139021158218384
Test Epoch4 layer4 out_loss 1.2101751565933228, R2 0.07632654905319214
Test Epoch4 layer5 out_loss 1.206874132156372, R2 0.0788460373878479
Test Epoch4 layer6 out_loss 1.2154979705810547, R2 0.07226389646530151
Test Epoch4 layer7 out_loss 1.2091459035873413, R2 0.07711207866668701
Test Epoch4 layer8 out_loss 1.2186087369918823, R2 0.06988954544067383
Train Epoch5 out_loss 1.2243305444717407, R2 0.08417874574661255
Test Epoch5 layer0 out_loss 0.9984851479530334, R2 0.2379002571105957
Test Epoch5 layer1 out_loss 0.9865556359291077, R2 0.24700546264648438
Test Epoch5 layer2 out_loss 0.9777443408966064, R2 0.25373077392578125
Test Epoch5 layer3 out_loss 0.9792702794075012, R2 0.2525660991668701
Test Epoch5 layer4 out_loss 0.9799575209617615, R2 0.2520415186882019
Test Epoch5 layer5 out_loss 0.9748170375823975, R2 0.25596505403518677
Test Epoch5 layer6 out_loss 0.9679211974143982, R2 0.26122838258743286
Test Epoch5 layer7 out_loss 0.9813205599784851, R2 0.25100117921829224
Test Epoch5 layer8 out_loss 1.0059123039245605, R2 0.23223143815994263
Train Epoch6 out_loss 1.0114755630493164, R2 0.24339836835861206
Test Epoch6 layer0 out_loss 0.7212347984313965, R2 0.44951319694519043
Test Epoch6 layer1 out_loss 0.7020128965377808, R2 0.4641844630241394
Test Epoch6 layer2 out_loss 0.6963918805122375, R2 0.46847474575042725
Test Epoch6 layer3 out_loss 0.6800147294998169, R2 0.4809746742248535
Test Epoch6 layer4 out_loss 0.6725640296936035, R2 0.48666149377822876
Test Epoch6 layer5 out_loss 0.6777666211128235, R2 0.48269057273864746
Test Epoch6 layer6 out_loss 0.6957786679267883, R2 0.4689427614212036
Test Epoch6 layer7 out_loss 0.7010592222213745, R2 0.4649123549461365
Test Epoch6 layer8 out_loss 0.7352060675621033, R2 0.4388495683670044
Train Epoch7 out_loss 0.8365780115127563, R2 0.37422484159469604
Test Epoch7 layer0 out_loss 0.6469278931617737, R2 0.5062284469604492
Test Epoch7 layer1 out_loss 0.6362283229827881, R2 0.5143948793411255
Test Epoch7 layer2 out_loss 0.6281923055648804, R2 0.5205284357070923
Test Epoch7 layer3 out_loss 0.6324723958969116, R2 0.5172616839408875
Test Epoch7 layer4 out_loss 0.6394056081771851, R2 0.511969804763794
Test Epoch7 layer5 out_loss 0.6432360410690308, R2 0.5090462565422058
Test Epoch7 layer6 out_loss 0.6439138054847717, R2 0.5085289478302002
Test Epoch7 layer7 out_loss 0.6481770277023315, R2 0.5052750110626221
Test Epoch7 layer8 out_loss 0.6545316576957703, R2 0.5004247426986694
Train Epoch8 out_loss 0.6872810125350952, R2 0.48590201139450073
Test Epoch8 layer0 out_loss 0.6175921559333801, R2 0.5286190509796143
Test Epoch8 layer1 out_loss 0.6143091320991516, R2 0.5311248302459717
Test Epoch8 layer2 out_loss 0.6115111112594604, R2 0.5332604646682739
Test Epoch8 layer3 out_loss 0.6128423810005188, R2 0.5322443842887878
Test Epoch8 layer4 out_loss 0.612606406211853, R2 0.5324244499206543
Test Epoch8 layer5 out_loss 0.6157989501953125, R2 0.5299877524375916
Test Epoch8 layer6 out_loss 0.6114752292633057, R2 0.5332878828048706
Test Epoch8 layer7 out_loss 0.6135862469673157, R2 0.5316766500473022
Test Epoch8 layer8 out_loss 0.6113530993461609, R2 0.5333811044692993
Train Epoch9 out_loss 0.6922142505645752, R2 0.48221129179000854
Test Epoch9 layer0 out_loss 0.5553187727928162, R2 0.576149582862854
Test Epoch9 layer1 out_loss 0.5489426851272583, R2 0.5810161828994751
Test Epoch9 layer2 out_loss 0.5475930571556091, R2 0.5820463299751282
Test Epoch9 layer3 out_loss 0.550025463104248, R2 0.5801897644996643
Test Epoch9 layer4 out_loss 0.5490303039550781, R2 0.5809493064880371
Test Epoch9 layer5 out_loss 0.550387978553772, R2 0.5799131393432617
Test Epoch9 layer6 out_loss 0.55328768491745, R2 0.5776998400688171
Test Epoch9 layer7 out_loss 0.5511515736579895, R2 0.5793302059173584
Test Epoch9 layer8 out_loss 0.556364119052887, R2 0.5753517150878906
Train Epoch10 out_loss 0.6847926378250122, R2 0.48776334524154663
Test Epoch10 layer0 out_loss 0.6093478798866272, R2 0.5349116325378418
Test Epoch10 layer1 out_loss 0.5792117118835449, R2 0.5579131841659546
Test Epoch10 layer2 out_loss 0.5818490386009216, R2 0.5559002161026001
Test Epoch10 layer3 out_loss 0.5925362706184387, R2 0.5477431416511536
Test Epoch10 layer4 out_loss 0.5985844731330872, R2 0.5431268215179443
Test Epoch10 layer5 out_loss 0.6105619668960571, R2 0.533984899520874
Test Epoch10 layer6 out_loss 0.6108031868934631, R2 0.5338008403778076
Test Epoch10 layer7 out_loss 0.6067942380905151, R2 0.5368606448173523
Test Epoch10 layer8 out_loss 0.6078686118125916, R2 0.5360406041145325
Train Epoch11 out_loss 0.6488770246505737, R2 0.5146284699440002
Test Epoch11 layer0 out_loss 0.5632104277610779, R2 0.5701262950897217
Test Epoch11 layer1 out_loss 0.5590329170227051, R2 0.5733147859573364
Test Epoch11 layer2 out_loss 0.55620938539505, R2 0.5754698514938354
Test Epoch11 layer3 out_loss 0.5557793974876404, R2 0.5757980346679688
Test Epoch11 layer4 out_loss 0.5569660067558289, R2 0.5748923420906067
Test Epoch11 layer5 out_loss 0.5586509108543396, R2 0.5736063718795776
Test Epoch11 layer6 out_loss 0.5661670565605164, R2 0.5678695440292358
Test Epoch11 layer7 out_loss 0.5719848871231079, R2 0.5634291172027588
Test Epoch11 layer8 out_loss 0.5687731504440308, R2 0.5658804774284363
Train Epoch12 out_loss 0.6115986108779907, R2 0.5425136089324951
Test Epoch12 layer0 out_loss 0.5699546337127686, R2 0.5649787187576294
Test Epoch12 layer1 out_loss 0.5577582120895386, R2 0.5742877125740051
Test Epoch12 layer2 out_loss 0.5636197924613953, R2 0.5698137879371643
Test Epoch12 layer3 out_loss 0.5744292736053467, R2 0.5615633726119995
Test Epoch12 layer4 out_loss 0.5667335391044617, R2 0.5674372315406799
Test Epoch12 layer5 out_loss 0.5768606066703796, R2 0.5597077012062073
Test Epoch12 layer6 out_loss 0.566609263420105, R2 0.5675320625305176
Test Epoch12 layer7 out_loss 0.5727089643478394, R2 0.5628764629364014
Test Epoch12 layer8 out_loss 0.578273594379425, R2 0.5586292743682861
Train Epoch13 out_loss 0.6138340830802917, R2 0.5408411026000977
Test Epoch13 layer0 out_loss 0.5891316533088684, R2 0.5503417253494263
Test Epoch13 layer1 out_loss 0.6182869076728821, R2 0.5280888080596924
Test Epoch13 layer2 out_loss 0.6394248008728027, R2 0.5119551420211792
Test Epoch13 layer3 out_loss 0.6169039011001587, R2 0.5291444063186646
Test Epoch13 layer4 out_loss 0.6451283693313599, R2 0.5076019167900085
Test Epoch13 layer5 out_loss 0.6305124163627625, R2 0.5187575817108154
Test Epoch13 layer6 out_loss 0.6648151874542236, R2 0.49257582426071167
Test Epoch13 layer7 out_loss 0.6378604173660278, R2 0.5131492018699646
Test Epoch13 layer8 out_loss 0.64838045835495, R2 0.5051196813583374
Train Epoch14 out_loss 0.5999981760978699, R2 0.5511907339096069
Test Epoch14 layer0 out_loss 0.6975824236869812, R2 0.46756601333618164
Test Epoch14 layer1 out_loss 0.6362209916114807, R2 0.5144004821777344
Test Epoch14 layer2 out_loss 0.662361204624176, R2 0.49444884061813354
Test Epoch14 layer3 out_loss 0.6390403509140015, R2 0.5122486352920532
Test Epoch14 layer4 out_loss 0.6748496890068054, R2 0.48491692543029785
Test Epoch14 layer5 out_loss 0.6387080550193787, R2 0.5125021934509277
Test Epoch14 layer6 out_loss 0.6447106599807739, R2 0.5079207420349121
Test Epoch14 layer7 out_loss 0.6501831412315369, R2 0.5037437677383423
Test Epoch14 layer8 out_loss 0.6680521368980408, R2 0.49010521173477173
Train Epoch15 out_loss 0.6004313826560974, R2 0.5508667230606079
Test Epoch15 layer0 out_loss 0.5560601949691772, R2 0.5755836963653564
Test Epoch15 layer1 out_loss 0.546297013759613, R2 0.5830355286598206
Test Epoch15 layer2 out_loss 0.543609619140625, R2 0.5850867033004761
Test Epoch15 layer3 out_loss 0.5492518544197083, R2 0.5807802081108093
Test Epoch15 layer4 out_loss 0.5728954672813416, R2 0.562734067440033
Test Epoch15 layer5 out_loss 0.5825398564338684, R2 0.555372953414917
Test Epoch15 layer6 out_loss 0.5991527438163757, R2 0.5426930785179138
Test Epoch15 layer7 out_loss 0.6143408417701721, R2 0.5311006307601929
Test Epoch15 layer8 out_loss 0.6385582089424133, R2 0.5126166343688965
Train Epoch16 out_loss 0.6084439158439636, R2 0.5448733568191528
Test Epoch16 layer0 out_loss 0.5549828410148621, R2 0.5764060020446777
Test Epoch16 layer1 out_loss 0.5376614332199097, R2 0.589626669883728
Test Epoch16 layer2 out_loss 0.5348352193832397, R2 0.5917838215827942
Test Epoch16 layer3 out_loss 0.5403842329978943, R2 0.5875484943389893
Test Epoch16 layer4 out_loss 0.5514289736747742, R2 0.5791184902191162
Test Epoch16 layer5 out_loss 0.5430840849876404, R2 0.5854878425598145
Test Epoch16 layer6 out_loss 0.5542311668395996, R2 0.5769797563552856
Test Epoch16 layer7 out_loss 0.5426722764968872, R2 0.5858021378517151
Test Epoch16 layer8 out_loss 0.5504539012908936, R2 0.5798627734184265
Train Epoch17 out_loss 0.5952422022819519, R2 0.5547484159469604
Test Epoch17 layer0 out_loss 0.8461467027664185, R2 0.354173481464386
Test Epoch17 layer1 out_loss 0.6835096478462219, R2 0.47830718755722046
Test Epoch17 layer2 out_loss 0.6756541132926941, R2 0.48430293798446655
Test Epoch17 layer3 out_loss 0.6463408470153809, R2 0.5066764950752258
Test Epoch17 layer4 out_loss 0.6805477738380432, R2 0.4805678129196167
Test Epoch17 layer5 out_loss 0.6902511715888977, R2 0.47316163778305054
Test Epoch17 layer6 out_loss 0.7191705703735352, R2 0.45108872652053833
Test Epoch17 layer7 out_loss 0.6877158880233765, R2 0.47509676218032837
Test Epoch17 layer8 out_loss 0.7069400548934937, R2 0.4604237675666809
Train Epoch18 out_loss 0.5934622287750244, R2 0.5560797452926636
Test Epoch18 layer0 out_loss 0.5526545643806458, R2 0.5781830549240112
Test Epoch18 layer1 out_loss 0.5601631999015808, R2 0.5724520683288574
Test Epoch18 layer2 out_loss 0.5621227025985718, R2 0.5709564685821533
Test Epoch18 layer3 out_loss 0.5677601099014282, R2 0.5666537284851074
Test Epoch18 layer4 out_loss 0.564582109451294, R2 0.5690792798995972
Test Epoch18 layer5 out_loss 0.5729670524597168, R2 0.5626794695854187
Test Epoch18 layer6 out_loss 0.5879713296890259, R2 0.551227331161499
Test Epoch18 layer7 out_loss 0.5826107263565063, R2 0.5553188323974609
Test Epoch18 layer8 out_loss 0.5938951969146729, R2 0.546705961227417
Train Epoch19 out_loss 0.5862950086593628, R2 0.5614410638809204
Test Epoch19 layer0 out_loss 0.5523949861526489, R2 0.5783811807632446
Test Epoch19 layer1 out_loss 0.5737596154212952, R2 0.5620745420455933
Test Epoch19 layer2 out_loss 0.559285044670105, R2 0.5731223225593567
Test Epoch19 layer3 out_loss 0.6105309128761292, R2 0.5340086221694946
Test Epoch19 layer4 out_loss 0.5780659914016724, R2 0.5587877035140991
Test Epoch19 layer5 out_loss 0.6204707026481628, R2 0.5264220237731934
Test Epoch19 layer6 out_loss 0.5948729515075684, R2 0.5459596514701843
Test Epoch19 layer7 out_loss 0.6060856580734253, R2 0.5374014377593994
Test Epoch19 layer8 out_loss 0.6105794906616211, R2 0.5339715480804443
Train Epoch20 out_loss 0.5937983989715576, R2 0.555828332901001
Test Epoch20 layer0 out_loss 0.5491063594818115, R2 0.5808913111686707
Test Epoch20 layer1 out_loss 0.5278126001358032, R2 0.5971438884735107
Test Epoch20 layer2 out_loss 0.539623498916626, R2 0.5881291031837463
Test Epoch20 layer3 out_loss 0.5506216883659363, R2 0.5797346830368042
Test Epoch20 layer4 out_loss 0.5704545378684998, R2 0.5645971298217773
Test Epoch20 layer5 out_loss 0.5707483887672424, R2 0.5643728971481323
Test Epoch20 layer6 out_loss 0.5505141615867615, R2 0.5798167586326599
Test Epoch20 layer7 out_loss 0.5624970197677612, R2 0.5706707239151001
Test Epoch20 layer8 out_loss 0.5803499221801758, R2 0.5570443868637085
Train Epoch21 out_loss 0.5655827522277832, R2 0.5769343972206116
Test Epoch21 layer0 out_loss 0.5076561570167542, R2 0.612528383731842
Test Epoch21 layer1 out_loss 0.5124548673629761, R2 0.6088657379150391
Test Epoch21 layer2 out_loss 0.5201511979103088, R2 0.6029914617538452
Test Epoch21 layer3 out_loss 0.5187101364135742, R2 0.6040914058685303
Test Epoch21 layer4 out_loss 0.5273272395133972, R2 0.597514271736145
Test Epoch21 layer5 out_loss 0.5214771628379822, R2 0.6019794344902039
Test Epoch21 layer6 out_loss 0.5378412008285522, R2 0.5894894599914551
Test Epoch21 layer7 out_loss 0.5364334583282471, R2 0.590563952922821
Test Epoch21 layer8 out_loss 0.5439450740814209, R2 0.584830641746521
Train Epoch22 out_loss 0.5739111304283142, R2 0.5707041025161743
Test Epoch22 layer0 out_loss 0.594788670539856, R2 0.546023964881897
Test Epoch22 layer1 out_loss 0.5576363205909729, R2 0.5743807554244995
Test Epoch22 layer2 out_loss 0.5872449278831482, R2 0.5517817735671997
Test Epoch22 layer3 out_loss 0.5537793040275574, R2 0.577324628829956
Test Epoch22 layer4 out_loss 0.5860069394111633, R2 0.552726686000824
Test Epoch22 layer5 out_loss 0.5851289629936218, R2 0.5533968210220337
Test Epoch22 layer6 out_loss 0.5846673250198364, R2 0.553749144077301
Test Epoch22 layer7 out_loss 0.5945384502410889, R2 0.5462149381637573
Test Epoch22 layer8 out_loss 0.5883803367614746, R2 0.5509151816368103
Train Epoch23 out_loss 0.5832924842834473, R2 0.5636872053146362
Test Epoch23 layer0 out_loss 0.5554593801498413, R2 0.5760422945022583
Test Epoch23 layer1 out_loss 0.5345196723937988, R2 0.5920246243476868
Test Epoch23 layer2 out_loss 0.5476238131523132, R2 0.5820228457450867
Test Epoch23 layer3 out_loss 0.5340200662612915, R2 0.5924059748649597
Test Epoch23 layer4 out_loss 0.5549344420433044, R2 0.5764429569244385
Test Epoch23 layer5 out_loss 0.5516185164451599, R2 0.5789738893508911
Test Epoch23 layer6 out_loss 0.5499122738838196, R2 0.5802761316299438
Test Epoch23 layer7 out_loss 0.5387992262840271, R2 0.5887582898139954
Test Epoch23 layer8 out_loss 0.5409301519393921, R2 0.5871317982673645
Train Epoch24 out_loss 0.5572639107704163, R2 0.5831567049026489
Test Epoch24 layer0 out_loss 0.510802686214447, R2 0.610126793384552
Test Epoch24 layer1 out_loss 0.5212152004241943, R2 0.6021793484687805
Test Epoch24 layer2 out_loss 0.5313417315483093, R2 0.5944502353668213
Test Epoch24 layer3 out_loss 0.5740869045257568, R2 0.5618246793746948
Test Epoch24 layer4 out_loss 0.6033132672309875, R2 0.5395175218582153
Test Epoch24 layer5 out_loss 0.5361289381980896, R2 0.5907963514328003
Test Epoch24 layer6 out_loss 0.5544166564941406, R2 0.5768381953239441
Test Epoch24 layer7 out_loss 0.5614356994628906, R2 0.5714808702468872
Test Epoch24 layer8 out_loss 0.5707464814186096, R2 0.5643743276596069
Train Epoch25 out_loss 0.5541279315948486, R2 0.5855023264884949
Test Epoch25 layer0 out_loss 0.5654606223106384, R2 0.5684087872505188
Test Epoch25 layer1 out_loss 0.575252115726471, R2 0.560935378074646
Test Epoch25 layer2 out_loss 0.5499381422996521, R2 0.580256462097168
Test Epoch25 layer3 out_loss 0.5442029237747192, R2 0.5846338272094727
Test Epoch25 layer4 out_loss 0.5612407326698303, R2 0.5716296434402466
Test Epoch25 layer5 out_loss 0.5773845314979553, R2 0.5593078136444092
Test Epoch25 layer6 out_loss 0.6034507751464844, R2 0.5394125580787659
Test Epoch25 layer7 out_loss 0.6118735671043396, R2 0.5329838395118713
Test Epoch25 layer8 out_loss 0.6367285251617432, R2 0.5140131711959839
Train Epoch26 out_loss 0.5806702375411987, R2 0.5656483769416809
Test Epoch26 layer0 out_loss 0.5188663601875305, R2 0.6039721369743347
Test Epoch26 layer1 out_loss 0.5118923783302307, R2 0.6092950701713562
Test Epoch26 layer2 out_loss 0.5088946223258972, R2 0.6115831136703491
Test Epoch26 layer3 out_loss 0.5237445831298828, R2 0.6002488136291504
Test Epoch26 layer4 out_loss 0.5344142317771912, R2 0.5921051502227783
Test Epoch26 layer5 out_loss 0.5336570143699646, R2 0.5926830768585205
Test Epoch26 layer6 out_loss 0.538016140460968, R2 0.5893559455871582
Test Epoch26 layer7 out_loss 0.5279906392097473, R2 0.5970079898834229
Test Epoch26 layer8 out_loss 0.5311748385429382, R2 0.5945776104927063
Train Epoch27 out_loss 0.5592040419578552, R2 0.5817054510116577
Test Epoch27 layer0 out_loss 0.5668927431106567, R2 0.5673156976699829
Test Epoch27 layer1 out_loss 0.5416578650474548, R2 0.5865764021873474
Test Epoch27 layer2 out_loss 0.5282705426216125, R2 0.5967943668365479
Test Epoch27 layer3 out_loss 0.527128279209137, R2 0.5976661443710327
Test Epoch27 layer4 out_loss 0.5332672595977783, R2 0.5929806232452393
Test Epoch27 layer5 out_loss 0.5276718735694885, R2 0.597251296043396
Test Epoch27 layer6 out_loss 0.5275787711143494, R2 0.5973223447799683
Test Epoch27 layer7 out_loss 0.5258908271789551, R2 0.5986106395721436
Test Epoch27 layer8 out_loss 0.5222318768501282, R2 0.6014033555984497
Train Epoch28 out_loss 0.5449841022491455, R2 0.5923422574996948
Test Epoch28 layer0 out_loss 0.5877135992050171, R2 0.5514240264892578
Test Epoch28 layer1 out_loss 0.5338718891143799, R2 0.5925190448760986
Test Epoch28 layer2 out_loss 0.5334828495979309, R2 0.5928159952163696
Test Epoch28 layer3 out_loss 0.5237411856651306, R2 0.6002513766288757
Test Epoch28 layer4 out_loss 0.5196303725242615, R2 0.6033890247344971
Test Epoch28 layer5 out_loss 0.5217024683952332, R2 0.6018074750900269
Test Epoch28 layer6 out_loss 0.519665002822876, R2 0.6033625602722168
Test Epoch28 layer7 out_loss 0.5259302854537964, R2 0.598580539226532
Test Epoch28 layer8 out_loss 0.5326536893844604, R2 0.5934488773345947
Train Epoch29 out_loss 0.5502333641052246, R2 0.5884158611297607
Test Epoch29 layer0 out_loss 0.4777824878692627, R2 0.6353296041488647
Test Epoch29 layer1 out_loss 0.4755977392196655, R2 0.6369971632957458
Test Epoch29 layer2 out_loss 0.48731040954589844, R2 0.6280573606491089
Test Epoch29 layer3 out_loss 0.4860565960407257, R2 0.6290143728256226
Test Epoch29 layer4 out_loss 0.4845592975616455, R2 0.6301572322845459
Test Epoch29 layer5 out_loss 0.4856555759906769, R2 0.629320502281189
Test Epoch29 layer6 out_loss 0.4902065396308899, R2 0.6258469223976135
Test Epoch29 layer7 out_loss 0.49276793003082275, R2 0.6238919496536255
Test Epoch29 layer8 out_loss 0.49886929988861084, R2 0.6192350387573242
Train Epoch30 out_loss 0.5349283218383789, R2 0.59986412525177
Test Epoch30 layer0 out_loss 0.4884074032306671, R2 0.6272201538085938
Test Epoch30 layer1 out_loss 0.47797340154647827, R2 0.6351839303970337
Test Epoch30 layer2 out_loss 0.48820048570632935, R2 0.6273780465126038
Test Epoch30 layer3 out_loss 0.49330055713653564, R2 0.6234853863716125
Test Epoch30 layer4 out_loss 0.5104176998138428, R2 0.6104206442832947
Test Epoch30 layer5 out_loss 0.49278566241264343, R2 0.6238783597946167
Test Epoch30 layer6 out_loss 0.4919273853302002, R2 0.624533474445343
Test Epoch30 layer7 out_loss 0.49801695346832275, R2 0.6198855638504028
Test Epoch30 layer8 out_loss 0.5115182995796204, R2 0.6095805764198303
Train Epoch31 out_loss 0.5537012219429016, R2 0.5858216285705566
Test Epoch31 layer0 out_loss 0.5098342895507812, R2 0.6108659505844116
Test Epoch31 layer1 out_loss 0.506639838218689, R2 0.6133041381835938
Test Epoch31 layer2 out_loss 0.5311450958251953, R2 0.5946003198623657
Test Epoch31 layer3 out_loss 0.5368253588676453, R2 0.5902647972106934
Test Epoch31 layer4 out_loss 0.5297279357910156, R2 0.5956819653511047
Test Epoch31 layer5 out_loss 0.5413205027580261, R2 0.5868338346481323
Test Epoch31 layer6 out_loss 0.5374438166618347, R2 0.589792788028717
Test Epoch31 layer7 out_loss 0.5345367193222046, R2 0.5920116305351257
Test Epoch31 layer8 out_loss 0.5294609069824219, R2 0.5958857536315918
Train Epoch32 out_loss 0.5254577398300171, R2 0.6069486141204834
Test Epoch32 layer0 out_loss 0.5057995319366455, R2 0.613945484161377
Test Epoch32 layer1 out_loss 0.4777534306049347, R2 0.635351836681366
Test Epoch32 layer2 out_loss 0.5060861110687256, R2 0.6137267351150513
Test Epoch32 layer3 out_loss 0.49455884099006653, R2 0.6225249767303467
Test Epoch32 layer4 out_loss 0.49786141514778137, R2 0.6200042963027954
Test Epoch32 layer5 out_loss 0.5082643032073975, R2 0.6120642423629761
Test Epoch32 layer6 out_loss 0.5047763586044312, R2 0.6147264242172241
Test Epoch32 layer7 out_loss 0.5213857889175415, R2 0.6020491719245911
Test Epoch32 layer8 out_loss 0.5222036838531494, R2 0.6014249324798584
Train Epoch33 out_loss 0.5676509141921997, R2 0.5753874778747559
Test Epoch33 layer0 out_loss 0.4723615348339081, R2 0.6394672393798828
Test Epoch33 layer1 out_loss 0.47750192880630493, R2 0.6355438232421875
Test Epoch33 layer2 out_loss 0.49909403920173645, R2 0.6190634965896606
Test Epoch33 layer3 out_loss 0.5025640726089478, R2 0.6164149641990662
Test Epoch33 layer4 out_loss 0.49714866280555725, R2 0.6205482482910156
Test Epoch33 layer5 out_loss 0.5043878555297852, R2 0.6150229573249817
Test Epoch33 layer6 out_loss 0.5116212368011475, R2 0.6095020174980164
Test Epoch33 layer7 out_loss 0.5263715982437134, R2 0.5982437133789062
Test Epoch33 layer8 out_loss 0.517057478427887, R2 0.6053527593612671
Train Epoch34 out_loss 0.5338843464851379, R2 0.6006451845169067
Test Epoch34 layer0 out_loss 0.4924887418746948, R2 0.6241049766540527
Test Epoch34 layer1 out_loss 0.47639796137809753, R2 0.6363863945007324
Test Epoch34 layer2 out_loss 0.4766795039176941, R2 0.6361714601516724
Test Epoch34 layer3 out_loss 0.47913938760757446, R2 0.6342939734458923
Test Epoch34 layer4 out_loss 0.48664137721061707, R2 0.6285680532455444
Test Epoch34 layer5 out_loss 0.49079224467277527, R2 0.6253998875617981
Test Epoch34 layer6 out_loss 0.5143089890480042, R2 0.607450544834137
Test Epoch34 layer7 out_loss 0.5153191089630127, R2 0.6066795587539673
Test Epoch34 layer8 out_loss 0.5108523964881897, R2 0.6100888252258301
Train Epoch35 out_loss 0.6205418705940247, R2 0.5358237028121948
Test Epoch35 layer0 out_loss 0.6184999346733093, R2 0.5279262065887451
Test Epoch35 layer1 out_loss 0.5564591884613037, R2 0.5752792358398438
Test Epoch35 layer2 out_loss 0.569908857345581, R2 0.5650136470794678
Test Epoch35 layer3 out_loss 0.5696591138839722, R2 0.5652042627334595
Test Epoch35 layer4 out_loss 0.5776344537734985, R2 0.5591170191764832
Test Epoch35 layer5 out_loss 0.5709526538848877, R2 0.5642169713973999
Test Epoch35 layer6 out_loss 0.579226016998291, R2 0.5579022765159607
Test Epoch35 layer7 out_loss 0.5885846018791199, R2 0.5507592558860779
Test Epoch35 layer8 out_loss 0.5773101449012756, R2 0.5593645572662354
Train Epoch36 out_loss 0.5542193055152893, R2 0.5854339599609375
Test Epoch36 layer0 out_loss 0.4909784197807312, R2 0.6252577900886536
Test Epoch36 layer1 out_loss 0.4835631549358368, R2 0.6309175491333008
Test Epoch36 layer2 out_loss 0.4747076630592346, R2 0.6376765370368958
Test Epoch36 layer3 out_loss 0.48101434111595154, R2 0.63286292552948
Test Epoch36 layer4 out_loss 0.47875070571899414, R2 0.6345906257629395
Test Epoch36 layer5 out_loss 0.4819914698600769, R2 0.6321171522140503
Test Epoch36 layer6 out_loss 0.48444437980651855, R2 0.6302449703216553
Test Epoch36 layer7 out_loss 0.4887915253639221, R2 0.6269268989562988
Test Epoch36 layer8 out_loss 0.4884687662124634, R2 0.6271733045578003
Train Epoch37 out_loss 0.5316858291625977, R2 0.6022895574569702
Test Epoch37 layer0 out_loss 0.46424663066864014, R2 0.6456609964370728
