Start Training
Train Epoch0 out_loss 1.5816072225570679, R2 -0.180871844291687
Test Epoch13 layer5 out_loss 0.6496294736862183, R2 0.5001870393753052
Train Epoch14 out_loss 0.6534630656242371, R2 0.5121066570281982
Test Epoch14 layer0 out_loss 0.653955340385437, R2 0.49685877561569214
Test Epoch14 layer1 out_loss 0.6322451829910278, R2 0.5135621428489685
Test Epoch14 layer2 out_loss 0.6186991930007935, R2 0.5239841938018799
Test Epoch14 layer3 out_loss 0.6235126852989197, R2 0.5202807784080505
Test Epoch14 layer4 out_loss 0.6154404282569885, R2 0.5264914035797119
Test Epoch14 layer5 out_loss 0.6209981441497803, R2 0.5222154855728149
Train Epoch15 out_loss 0.6405066847801208, R2 0.5217806100845337
Test Epoch15 layer0 out_loss 0.8006261587142944, R2 0.38401293754577637
Test Epoch15 layer1 out_loss 0.7458055019378662, R2 0.42619097232818604
Test Epoch15 layer2 out_loss 0.7470016479492188, R2 0.42527061700820923
Test Epoch15 layer3 out_loss 0.7148466110229492, R2 0.45001018047332764
Test Epoch15 layer4 out_loss 0.7356592416763306, R2 0.4339972734451294
Test Epoch15 layer5 out_loss 0.763360857963562, R2 0.41268420219421387
Train Epoch16 out_loss 0.6314867734909058, R2 0.528515100479126
Test Epoch16 layer0 out_loss 0.6551399230957031, R2 0.4959474205970764
Test Epoch16 layer1 out_loss 0.6331420540809631, R2 0.5128720998764038
Test Epoch16 layer2 out_loss 0.629988968372345, R2 0.5152980089187622
Test Epoch16 layer3 out_loss 0.6222963929176331, R2 0.5212165713310242
Test Epoch16 layer4 out_loss 0.6105957627296448, R2 0.5302188396453857
Test Epoch16 layer5 out_loss 0.6135224103927612, R2 0.527967095375061
Train Epoch17 out_loss 0.6220133304595947, R2 0.5355879068374634
Test Epoch17 layer0 out_loss 0.629574179649353, R2 0.5156171321868896
Test Epoch17 layer1 out_loss 0.610601544380188, R2 0.5302143692970276
Test Epoch17 layer2 out_loss 0.600117027759552, R2 0.5382809638977051
Test Epoch17 layer3 out_loss 0.6046367883682251, R2 0.5348035097122192
Test Epoch17 layer4 out_loss 0.6093789339065552, R2 0.531154990196228
Test Epoch17 layer5 out_loss 0.603801429271698, R2 0.535446286201477
Train Epoch18 out_loss 0.6195895075798035, R2 0.5373979210853577
Test Epoch18 layer0 out_loss 0.6055387854576111, R2 0.5341095924377441
Test Epoch18 layer1 out_loss 0.5842867493629456, R2 0.5504604578018188
Test Epoch18 layer2 out_loss 0.5797238945960999, R2 0.5539710521697998
Test Epoch18 layer3 out_loss 0.5719441771507263, R2 0.5599566698074341
Test Epoch18 layer4 out_loss 0.586434006690979, R2 0.5488084554672241
Test Epoch18 layer5 out_loss 0.5853306651115417, R2 0.5496573448181152
Train Epoch19 out_loss 0.6166184544563293, R2 0.5396158695220947
Test Epoch19 layer0 out_loss 0.5868505835533142, R2 0.5484879016876221
Test Epoch19 layer1 out_loss 0.5676450133323669, R2 0.5632643699645996
Test Epoch19 layer2 out_loss 0.5587719678878784, R2 0.5700911283493042
Test Epoch19 layer3 out_loss 0.5586884021759033, R2 0.5701553821563721
Test Epoch19 layer4 out_loss 0.5634458065032959, R2 0.5664951801300049
Test Epoch19 layer5 out_loss 0.5658812522888184, R2 0.5646213293075562
Train Epoch20 out_loss 0.595950722694397, R2 0.5550469756126404
Test Epoch20 layer0 out_loss 0.5930896401405334, R2 0.5436877012252808
Test Epoch20 layer1 out_loss 0.5749499201774597, R2 0.5576440691947937
Test Epoch20 layer2 out_loss 0.5569062829017639, R2 0.5715265274047852
Test Epoch20 layer3 out_loss 0.5658525824546814, R2 0.5646434426307678
Test Epoch20 layer4 out_loss 0.5675159692764282, R2 0.5633636713027954
Test Epoch20 layer5 out_loss 0.5758955478668213, R2 0.5569165349006653
Train Epoch21 out_loss 0.589566171169281, R2 0.5598139762878418
Test Epoch21 layer0 out_loss 0.8516948819160461, R2 0.34472161531448364
Test Epoch21 layer1 out_loss 0.8115155100822449, R2 0.3756348490715027
Test Epoch21 layer2 out_loss 0.8890610337257385, R2 0.3159727454185486
Test Epoch21 layer3 out_loss 0.8677846193313599, R2 0.3323424458503723
Test Epoch21 layer4 out_loss 0.8649351000785828, R2 0.33453482389450073
Test Epoch21 layer5 out_loss 0.8492895364761353, R2 0.34657222032546997
Train Epoch22 out_loss 0.5770134925842285, R2 0.5691859722137451
Test Epoch22 layer0 out_loss 0.658806324005127, R2 0.4931265115737915
Test Epoch22 layer1 out_loss 0.6258321404457092, R2 0.5184962749481201
Test Epoch22 layer2 out_loss 0.6139035224914551, R2 0.5276738405227661
Test Epoch22 layer3 out_loss 0.6044704914093018, R2 0.5349315404891968
Test Epoch22 layer4 out_loss 0.6165735721588135, R2 0.525619626045227
Test Epoch22 layer5 out_loss 0.5871275663375854, R2 0.54827481508255
Train Epoch23 out_loss 0.5590105652809143, R2 0.5826275944709778
Test Epoch23 layer0 out_loss 0.6208356618881226, R2 0.5223404169082642
Test Epoch23 layer1 out_loss 0.5636406540870667, R2 0.56634521484375
Test Epoch23 layer2 out_loss 0.5470072627067566, R2 0.579142689704895
Test Epoch23 layer3 out_loss 0.5542285442352295, R2 0.5735867023468018
Test Epoch23 layer4 out_loss 0.5514498949050903, R2 0.5757245421409607
Test Epoch23 layer5 out_loss 0.5482114553451538, R2 0.5782161951065063
Train Epoch24 out_loss 0.6104700565338135, R2 0.5442065596580505
Test Epoch24 layer0 out_loss 0.5869849324226379, R2 0.5483845472335815
Test Epoch24 layer1 out_loss 0.5493648052215576, R2 0.5773288011550903
Test Epoch24 layer2 out_loss 0.5691443681716919, R2 0.5621107816696167
Test Epoch24 layer3 out_loss 0.543144702911377, R2 0.5821144580841064
Test Epoch24 layer4 out_loss 0.5324958562850952, R2 0.5903074741363525
Test Epoch24 layer5 out_loss 0.61069256067276, R2 0.5301443338394165
Train Epoch25 out_loss 0.5850591659545898, R2 0.5631788969039917
Test Epoch25 layer0 out_loss 0.6045600771903992, R2 0.5348625779151917
Test Epoch25 layer1 out_loss 0.564127504825592, R2 0.5659706592559814
Test Epoch25 layer2 out_loss 0.5525899529457092, R2 0.5748474597930908
Test Epoch25 layer3 out_loss 0.5548127293586731, R2 0.5731372833251953
Test Epoch25 layer4 out_loss 0.5510637164115906, R2 0.576021671295166
Test Epoch25 layer5 out_loss 0.5595197677612305, R2 0.5695157647132874
Train Epoch26 out_loss 0.5555668473243713, R2 0.5851986408233643
Test Epoch26 layer0 out_loss 0.5779139995574951, R2 0.5553635954856873
Test Epoch26 layer1 out_loss 0.5493927597999573, R2 0.5773072838783264
Test Epoch26 layer2 out_loss 0.529452919960022, R2 0.5926486253738403
Test Epoch26 layer3 out_loss 0.5352395176887512, R2 0.5881965160369873
Test Epoch26 layer4 out_loss 0.5424925684928894, R2 0.5826161503791809
Test Epoch26 layer5 out_loss 0.5368940830230713, R2 0.5869235396385193
Train Epoch27 out_loss 0.5393522381782532, R2 0.5973049402236938
Test Epoch27 layer0 out_loss 0.600233256816864, R2 0.538191556930542
Test Epoch27 layer1 out_loss 0.5559190511703491, R2 0.5722861289978027
Test Epoch27 layer2 out_loss 0.5331167578697205, R2 0.5898297429084778
Test Epoch27 layer3 out_loss 0.5238741636276245, R2 0.5969408750534058
Test Epoch27 layer4 out_loss 0.5288937091827393, R2 0.5930788516998291
Test Epoch27 layer5 out_loss 0.5273790955543518, R2 0.5942441821098328
Train Epoch28 out_loss 0.5557900071144104, R2 0.5850319862365723
Test Epoch28 layer0 out_loss 0.5903363823890686, R2 0.5458059906959534
Test Epoch28 layer1 out_loss 0.5664041638374329, R2 0.5642189979553223
Test Epoch28 layer2 out_loss 0.620099663734436, R2 0.5229066610336304
Test Epoch28 layer3 out_loss 0.6915083527565002, R2 0.4679661989212036
Test Epoch28 layer4 out_loss 0.7649208903312683, R2 0.41148388385772705
Test Epoch28 layer5 out_loss 0.6733102798461914, R2 0.4819674491882324
Train Epoch29 out_loss 0.5612874627113342, R2 0.5809274911880493
Test Epoch29 layer0 out_loss 0.5723609924316406, R2 0.5596359372138977
Test Epoch29 layer1 out_loss 0.5255423188209534, R2 0.5956573486328125
Test Epoch29 layer2 out_loss 0.5136653780937195, R2 0.6047953367233276
Test Epoch29 layer3 out_loss 0.5114348530769348, R2 0.6065114140510559
Test Epoch29 layer4 out_loss 0.5182587504386902, R2 0.6012612581253052
Test Epoch29 layer5 out_loss 0.5154651999473572, R2 0.603410542011261
Train Epoch30 out_loss 0.5454916954040527, R2 0.5927208662033081
Test Epoch30 layer0 out_loss 0.890020489692688, R2 0.31523454189300537
Test Epoch30 layer1 out_loss 0.7654469609260559, R2 0.41107916831970215
Test Epoch30 layer2 out_loss 0.7599062919616699, R2 0.4153420925140381
Test Epoch30 layer3 out_loss 0.7502021789550781, R2 0.4228082299232483
Test Epoch30 layer4 out_loss 0.7595637440681458, R2 0.4156056046485901
Test Epoch30 layer5 out_loss 0.7894431352615356, R2 0.3926169276237488
Train Epoch31 out_loss 0.5561516284942627, R2 0.5847620368003845
Test Epoch31 layer0 out_loss 0.5628632307052612, R2 0.566943347454071
Test Epoch31 layer1 out_loss 0.51645827293396, R2 0.6026464700698853
Test Epoch31 layer2 out_loss 0.5028796195983887, R2 0.6130936741828918
Test Epoch31 layer3 out_loss 0.5059884190559387, R2 0.6107017993927002
Test Epoch31 layer4 out_loss 0.5075196027755737, R2 0.6095237135887146
Test Epoch31 layer5 out_loss 0.510421872138977, R2 0.6072907447814941
Train Epoch32 out_loss 0.5596081018447876, R2 0.5821813344955444
Test Epoch32 layer0 out_loss 0.5686668157577515, R2 0.5624781847000122
Test Epoch32 layer1 out_loss 0.5252788662910461, R2 0.5958601236343384
Test Epoch32 layer2 out_loss 0.5144106149673462, R2 0.6042219400405884
Test Epoch32 layer3 out_loss 0.5118821859359741, R2 0.6061672568321228
Test Epoch32 layer4 out_loss 0.5197910070419312, R2 0.6000823378562927
Test Epoch32 layer5 out_loss 0.5192528367042542, R2 0.6004964113235474
Train Epoch33 out_loss 0.5516754984855652, R2 0.5881040096282959
Test Epoch33 layer0 out_loss 0.9351454973220825, R2 0.28051626682281494
Test Epoch33 layer1 out_loss 0.8341884613037109, R2 0.35819071531295776
Test Epoch33 layer2 out_loss 0.8614336848258972, R2 0.3372287154197693
Test Epoch33 layer3 out_loss 0.8403520584106445, R2 0.3534485101699829
Test Epoch33 layer4 out_loss 0.876306414604187, R2 0.32578593492507935
Test Epoch33 layer5 out_loss 0.8830316066741943, R2 0.3206116557121277
Train Epoch34 out_loss 0.531342625617981, R2 0.6032851338386536
Test Epoch34 layer0 out_loss 0.6466850638389587, R2 0.5024523735046387
Test Epoch34 layer1 out_loss 0.588642954826355, R2 0.5471088886260986
Test Epoch34 layer2 out_loss 0.5777310729026794, R2 0.555504322052002
Test Epoch34 layer3 out_loss 0.5910742878913879, R2 0.5452383160591125
Test Epoch34 layer4 out_loss 0.5893399715423584, R2 0.5465726852416992
Test Epoch34 layer5 out_loss 0.5888529419898987, R2 0.5469473600387573
Train Epoch35 out_loss 0.5474175810813904, R2 0.5912830829620361
Test Epoch35 layer0 out_loss 0.5959261655807495, R2 0.5415053367614746
Test Epoch35 layer1 out_loss 0.5400893092155457, R2 0.5844651460647583
Test Epoch35 layer2 out_loss 0.5307705998420715, R2 0.5916348695755005
Test Epoch35 layer3 out_loss 0.5313742160797119, R2 0.5911704301834106
Test Epoch35 layer4 out_loss 0.52940833568573, R2 0.592682957649231
Test Epoch35 layer5 out_loss 0.5332159996032715, R2 0.5897533893585205
Train Epoch36 out_loss 0.537810742855072, R2 0.5984560251235962
Test Epoch36 layer0 out_loss 0.5497517585754395, R2 0.577031135559082
Test Epoch36 layer1 out_loss 0.5180814862251282, R2 0.6013976335525513
Test Epoch36 layer2 out_loss 0.5157163143157959, R2 0.603217363357544
Test Epoch36 layer3 out_loss 0.5082847476005554, R2 0.6089349985122681
Test Epoch36 layer4 out_loss 0.5117420554161072, R2 0.6062750816345215
Test Epoch36 layer5 out_loss 0.5138950943946838, R2 0.6046185493469238
Train Epoch37 out_loss 0.5386649966239929, R2 0.59781813621521
Test Epoch37 layer0 out_loss 0.5873258113861084, R2 0.5481222867965698
Test Epoch37 layer1 out_loss 0.5167563557624817, R2 0.6024171710014343
Test Epoch37 layer2 out_loss 0.49245715141296387, R2 0.6211124658584595
Test Epoch37 layer3 out_loss 0.49391135573387146, R2 0.6199936866760254
Test Epoch37 layer4 out_loss 0.4961690902709961, R2 0.6182565689086914
Test Epoch37 layer5 out_loss 0.5036335587501526, R2 0.6125136017799377
Train Epoch38 out_loss 0.5280606746673584, R2 0.6057356595993042
Test Epoch38 layer0 out_loss 0.6359047889709473, R2 0.5107465386390686
Test Epoch38 layer1 out_loss 0.581005334854126, R2 0.5529851317405701
Test Epoch38 layer2 out_loss 0.5689311027526855, R2 0.5622748136520386
Test Epoch38 layer3 out_loss 0.5739127397537231, R2 0.5584420561790466
Test Epoch38 layer4 out_loss 0.5752813816070557, R2 0.5573890805244446
Test Epoch38 layer5 out_loss 0.5641797780990601, R2 0.5659304857254028
Train Epoch39 out_loss 0.529765784740448, R2 0.6044626235961914
Test Epoch39 layer0 out_loss 0.5561391115188599, R2 0.5721167922019958
Test Epoch39 layer1 out_loss 0.5091692209243774, R2 0.6082545518875122
Test Epoch39 layer2 out_loss 0.5030823945999146, R2 0.6129376292228699
Test Epoch39 layer3 out_loss 0.4999176263809204, R2 0.6153725385665894
Test Epoch39 layer4 out_loss 0.5026698708534241, R2 0.6132550239562988
Test Epoch39 layer5 out_loss 0.5018088221549988, R2 0.6139174699783325
Train Epoch40 out_loss 0.5322057604789734, R2 0.602640688419342
Test Epoch40 layer0 out_loss 0.6777573227882385, R2 0.4785459637641907
Test Epoch40 layer1 out_loss 0.6970472931861877, R2 0.4637046456336975
Test Epoch40 layer2 out_loss 0.6871227622032166, R2 0.4713403582572937
Test Epoch40 layer3 out_loss 0.697276771068573, R2 0.4635280966758728
Test Epoch40 layer4 out_loss 0.6766673922538757, R2 0.47938454151153564
Test Epoch40 layer5 out_loss 0.7852786183357239, R2 0.3958210349082947
Train Epoch41 out_loss 0.5660650134086609, R2 0.5773604512214661
Test Epoch41 layer0 out_loss 0.536351203918457, R2 0.5873411893844604
Test Epoch41 layer1 out_loss 0.503176212310791, R2 0.6128654479980469
Test Epoch41 layer2 out_loss 0.5096513628959656, R2 0.6078835725784302
Test Epoch41 layer3 out_loss 0.5080432295799255, R2 0.6091208457946777
Test Epoch41 layer4 out_loss 0.49943554401397705, R2 0.6157434582710266
Test Epoch41 layer5 out_loss 0.5145587921142578, R2 0.6041079163551331
Train Epoch42 out_loss 0.531213104724884, R2 0.6033818125724792
Test Epoch42 layer0 out_loss 0.5166136026382446, R2 0.6025269627571106
Test Epoch42 layer1 out_loss 0.5114067792892456, R2 0.6065330505371094
Test Epoch42 layer2 out_loss 0.5180668830871582, R2 0.601408839225769
Test Epoch42 layer3 out_loss 0.509498655796051, R2 0.6080011129379272
Test Epoch42 layer4 out_loss 0.5212682485580444, R2 0.5989457368850708
Test Epoch42 layer5 out_loss 0.5268984436988831, R2 0.5946140289306641
Train Epoch43 out_loss 0.5360262393951416, R2 0.5997881889343262
Test Epoch43 layer0 out_loss 0.5668807625770569, R2 0.5638523697853088
Test Epoch43 layer1 out_loss 0.5265539288520813, R2 0.5948790907859802
Test Epoch43 layer2 out_loss 0.5108598470687866, R2 0.6069538593292236
Test Epoch43 layer3 out_loss 0.5050976276397705, R2 0.6113871335983276
Test Epoch43 layer4 out_loss 0.5013180375099182, R2 0.6142951250076294
Test Epoch43 layer5 out_loss 0.4985447824001312, R2 0.616428792476654
Train Epoch44 out_loss 0.5236081480979919, R2 0.6090601682662964
Test Epoch44 layer0 out_loss 0.5513474345207214, R2 0.5758033990859985
Test Epoch44 layer1 out_loss 0.547406792640686, R2 0.5788352489471436
Test Epoch44 layer2 out_loss 0.5354850888252258, R2 0.5880075693130493
Test Epoch44 layer3 out_loss 0.5531352162361145, R2 0.5744279026985168
Test Epoch44 layer4 out_loss 0.5396721959114075, R2 0.5847861170768738
Test Epoch44 layer5 out_loss 0.5501531362533569, R2 0.576722264289856
Train Epoch45 out_loss 0.518520712852478, R2 0.6128582954406738
Test Epoch45 layer0 out_loss 0.7886329889297485, R2 0.39324021339416504
Test Epoch45 layer1 out_loss 0.6363649964332581, R2 0.510392427444458
Test Epoch45 layer2 out_loss 0.5893532037734985, R2 0.5465624332427979
Test Epoch45 layer3 out_loss 0.5749934315681458, R2 0.5576106309890747
Test Epoch45 layer4 out_loss 0.5802607536315918, R2 0.5535579919815063
Test Epoch45 layer5 out_loss 0.5613006949424744, R2 0.5681455135345459
Train Epoch46 out_loss 0.5247327089309692, R2 0.6082208156585693
Test Epoch46 layer0 out_loss 0.5773208141326904, R2 0.5558199882507324
Test Epoch46 layer1 out_loss 0.5203409790992737, R2 0.5996592044830322
Test Epoch46 layer2 out_loss 0.5828173756599426, R2 0.5515910387039185
Test Epoch46 layer3 out_loss 0.5849846005439758, R2 0.5499235987663269
Test Epoch46 layer4 out_loss 0.5930057168006897, R2 0.5437523126602173
Test Epoch46 layer5 out_loss 0.6046457290649414, R2 0.5347967147827148
Train Epoch47 out_loss 0.5394307971000671, R2 0.5972464084625244
Test Epoch47 layer0 out_loss 0.6643364429473877, R2 0.4888717532157898
Test Epoch47 layer1 out_loss 0.5027964115142822, R2 0.6131576299667358
Test Epoch47 layer2 out_loss 0.49793434143066406, R2 0.6168984770774841
Test Epoch47 layer3 out_loss 0.5052437782287598, R2 0.6112747192382812
Test Epoch47 layer4 out_loss 0.4995594918727875, R2 0.615648090839386
Test Epoch47 layer5 out_loss 0.5296648144721985, R2 0.5924856662750244
Train Epoch48 out_loss 0.5196954011917114, R2 0.6119812726974487
Test Epoch48 layer0 out_loss 0.5612137913703918, R2 0.5682123899459839
Test Epoch48 layer1 out_loss 0.549925684928894, R2 0.5768972635269165
Test Epoch48 layer2 out_loss 0.5211906433105469, R2 0.5990055203437805
Test Epoch48 layer3 out_loss 0.5243483185768127, R2 0.5965760350227356
Test Epoch48 layer4 out_loss 0.5331650972366333, R2 0.5897925496101379
Test Epoch48 layer5 out_loss 0.5266282558441162, R2 0.5948219299316406
Train Epoch49 out_loss 0.5255378484725952, R2 0.6076191663742065
Test Epoch49 layer0 out_loss 0.5484223365783691, R2 0.5780539512634277
Test Epoch49 layer1 out_loss 0.5028887391090393, R2 0.6130865812301636
Test Epoch49 layer2 out_loss 0.4975813031196594, R2 0.6171700954437256
Test Epoch49 layer3 out_loss 0.49538055062294006, R2 0.6188632845878601
Test Epoch49 layer4 out_loss 0.4978187680244446, R2 0.6169873476028442
Test Epoch49 layer5 out_loss 0.49949178099632263, R2 0.6157001852989197
Train Epoch50 out_loss 0.5214762091636658, R2 0.6106517910957336
Test Epoch50 layer0 out_loss 0.5043317079544067, R2 0.6119764447212219
Test Epoch50 layer1 out_loss 0.4784339368343353, R2 0.631901741027832
Test Epoch50 layer2 out_loss 0.4807262420654297, R2 0.6301380395889282
Test Epoch50 layer3 out_loss 0.48074203729629517, R2 0.630125880241394
Test Epoch50 layer4 out_loss 0.48777204751968384, R2 0.624717116355896
Test Epoch50 layer5 out_loss 0.4899887144565582, R2 0.6230117082595825
Train Epoch51 out_loss 0.5207231044769287, R2 0.6112139225006104
Test Epoch51 layer0 out_loss 0.5116334557533264, R2 0.6063585877418518
Test Epoch51 layer1 out_loss 0.4892253577709198, R2 0.6235989928245544
Test Epoch51 layer2 out_loss 0.49336543679237366, R2 0.6204136610031128
Test Epoch51 layer3 out_loss 0.49477311968803406, R2 0.619330644607544
Test Epoch51 layer4 out_loss 0.4979887306690216, R2 0.616856575012207
Test Epoch51 layer5 out_loss 0.4993104040622711, R2 0.6158397197723389
Train Epoch52 out_loss 0.5441166162490845, R2 0.5937477350234985
Test Epoch52 layer0 out_loss 0.49500954151153564, R2 0.6191487312316895
Test Epoch52 layer1 out_loss 0.47369736433029175, R2 0.6355459690093994
Test Epoch52 layer2 out_loss 0.4784988760948181, R2 0.6318517327308655
Test Epoch52 layer3 out_loss 0.4894207715988159, R2 0.6234486103057861
Test Epoch52 layer4 out_loss 0.48593926429748535, R2 0.6261272430419922
Test Epoch52 layer5 out_loss 0.49406173825263977, R2 0.6198779344558716
Train Epoch53 out_loss 0.5241015553474426, R2 0.6086914539337158
Test Epoch53 layer0 out_loss 0.5910308361053467, R2 0.5452716946601868
Test Epoch53 layer1 out_loss 0.5336340665817261, R2 0.5894317626953125
