Start Training
Train Epoch0 out_loss 1.5656250715255737, R2 -0.1794794797897339
Train Epoch41 out_loss 0.6352260112762451, R2 0.5214457511901855
Test Epoch41 layer0 out_loss 0.5970420837402344, R2 0.5571553111076355
Train Epoch42 out_loss 0.6319093704223633, R2 0.5239443182945251
Test Epoch42 layer0 out_loss 0.6359845995903015, R2 0.5282704830169678
Train Epoch43 out_loss 0.628524899482727, R2 0.526494026184082
Test Epoch43 layer0 out_loss 0.5854918360710144, R2 0.5657224655151367
Train Epoch44 out_loss 0.6314389705657959, R2 0.5242987275123596
Test Epoch44 layer0 out_loss 0.6605326533317566, R2 0.5100624561309814
Train Epoch45 out_loss 0.6375454664230347, R2 0.5196985006332397
Test Epoch45 layer0 out_loss 0.6139965653419495, R2 0.5445796251296997
Train Epoch46 out_loss 0.6381300687789917, R2 0.5192580819129944
Test Epoch46 layer0 out_loss 0.7217077016830444, R2 0.46468693017959595
Train Epoch47 out_loss 0.6149342656135559, R2 0.53673255443573
Test Epoch47 layer0 out_loss 0.6698929667472839, R2 0.5031195878982544
Train Epoch48 out_loss 0.6268389225006104, R2 0.527763843536377
Test Epoch48 layer0 out_loss 0.5805796384811401, R2 0.5693660378456116
Train Epoch49 out_loss 0.603050947189331, R2 0.5456851720809937
Test Epoch49 layer0 out_loss 0.655709445476532, R2 0.5136399269104004
Train Epoch50 out_loss 0.611063539981842, R2 0.5396487712860107
Test Epoch50 layer0 out_loss 0.6267552375793457, R2 0.5351161956787109
Train Epoch51 out_loss 0.6014398336410522, R2 0.5468989014625549
Test Epoch51 layer0 out_loss 0.6184497475624084, R2 0.5412766337394714
Train Epoch52 out_loss 0.6166025996208191, R2 0.53547602891922
Test Epoch52 layer0 out_loss 0.6151131987571716, R2 0.5437514185905457
Train Epoch53 out_loss 0.6319951415061951, R2 0.523879885673523
Test Epoch53 layer0 out_loss 0.704558253288269, R2 0.47740721702575684
Train Epoch54 out_loss 0.6219794154167175, R2 0.5314253568649292
Test Epoch54 layer0 out_loss 0.5864261388778687, R2 0.565029501914978
Train Epoch55 out_loss 0.6116344332695007, R2 0.5392188429832458
Test Epoch55 layer0 out_loss 0.6932958960533142, R2 0.4857608675956726
Train Epoch56 out_loss 0.623702347278595, R2 0.5301268100738525
Test Epoch56 layer0 out_loss 0.607224702835083, R2 0.5496025681495667
Train Epoch57 out_loss 0.6048070788383484, R2 0.5443623065948486
Test Epoch57 layer0 out_loss 0.6206929087638855, R2 0.5396127700805664
Train Epoch58 out_loss 0.6522882580757141, R2 0.5085916519165039
Test Epoch58 layer0 out_loss 0.819816529750824, R2 0.39191657304763794
Train Epoch59 out_loss 0.6118134260177612, R2 0.5390838384628296
Test Epoch59 layer0 out_loss 0.6081110239028931, R2 0.5489451885223389
Train Epoch60 out_loss 0.5970692038536072, R2 0.5501915216445923
Test Epoch60 layer0 out_loss 0.789043128490448, R2 0.41474223136901855
Train Epoch61 out_loss 0.6199647784233093, R2 0.5329428911209106
Test Epoch61 layer0 out_loss 0.6238665580749512, R2 0.5372588038444519
Train Epoch62 out_loss 0.6426482796669006, R2 0.5158541202545166
Test Epoch62 layer0 out_loss 0.8189024329185486, R2 0.3925946354866028
Train Epoch63 out_loss 0.604576587677002, R2 0.5445359349250793
Test Epoch63 layer0 out_loss 0.6021148562431335, R2 0.5533927083015442
Train Epoch64 out_loss 0.6295850872993469, R2 0.5256953239440918
Test Epoch64 layer0 out_loss 0.5739840865135193, R2 0.5742582082748413
Train Epoch65 out_loss 0.5977760553359985, R2 0.5496587157249451
Test Epoch65 layer0 out_loss 0.5801289677619934, R2 0.569700300693512
Train Epoch66 out_loss 0.6146337389945984, R2 0.5369594693183899
Test Epoch66 layer0 out_loss 0.6406679153442383, R2 0.524796724319458
Train Epoch67 out_loss 0.5938675403594971, R2 0.5526032447814941
Test Epoch67 layer0 out_loss 0.5841786861419678, R2 0.5666965246200562
Train Epoch68 out_loss 0.6252109408378601, R2 0.5289903283119202
Test Epoch68 layer0 out_loss 0.7256463170051575, R2 0.4617655873298645
Train Epoch69 out_loss 0.5908270478248596, R2 0.5548941493034363
Test Epoch69 layer0 out_loss 0.5693591237068176, R2 0.5776886343955994
Train Epoch70 out_loss 0.5977856516838074, R2 0.5496519804000854
Test Epoch70 layer0 out_loss 0.5868269205093384, R2 0.5647321939468384
Train Epoch71 out_loss 0.5964584350585938, R2 0.5506518483161926
Test Epoch71 layer0 out_loss 0.5568680763244629, R2 0.5869536399841309
Train Epoch72 out_loss 0.6148292422294617, R2 0.5368120074272156
Test Epoch72 layer0 out_loss 0.6751611828804016, R2 0.49921196699142456
Train Epoch73 out_loss 0.6171749830245972, R2 0.5350446701049805
Test Epoch73 layer0 out_loss 0.6397476196289062, R2 0.5254793167114258
Train Epoch74 out_loss 0.6024165749549866, R2 0.5461630821228027
Test Epoch74 layer0 out_loss 0.6101973056793213, R2 0.5473976731300354
Train Epoch75 out_loss 0.6135572195053101, R2 0.5377699732780457
Test Epoch75 layer0 out_loss 0.586783230304718, R2 0.5647646188735962
Train Epoch76 out_loss 0.6073213219642639, R2 0.5424680113792419
Test Epoch76 layer0 out_loss 0.5681402683258057, R2 0.5785927176475525
Train Epoch77 out_loss 0.5824316740036011, R2 0.5612190961837769
Test Epoch77 layer0 out_loss 0.5484159588813782, R2 0.5932228565216064
Train Epoch78 out_loss 0.6082411408424377, R2 0.5417752265930176
Test Epoch78 layer0 out_loss 0.6290700435638428, R2 0.533399224281311
Train Epoch79 out_loss 0.57640141248703, R2 0.5657620429992676
Test Epoch79 layer0 out_loss 0.7021085619926453, R2 0.4792242646217346
Train Epoch80 out_loss 0.584460437297821, R2 0.5596902370452881
Test Epoch80 layer0 out_loss 0.603727400302887, R2 0.5521966218948364
Train Epoch81 out_loss 0.5884326696395874, R2 0.5566979646682739
Test Epoch81 layer0 out_loss 0.5807139277458191, R2 0.5692664384841919
Train Epoch82 out_loss 0.5842172503471375, R2 0.5598738193511963
Test Epoch82 layer0 out_loss 0.6243311166763306, R2 0.5369142293930054
Train Epoch83 out_loss 0.6165823340415955, R2 0.5354909896850586
Test Epoch83 layer0 out_loss 0.5563647747039795, R2 0.5873269438743591
Train Epoch84 out_loss 0.5693461298942566, R2 0.5710767507553101
Test Epoch84 layer0 out_loss 0.5613870024681091, R2 0.5836018323898315
Train Epoch85 out_loss 0.5909803509712219, R2 0.5547786951065063
Test Epoch85 layer0 out_loss 0.6629100441932678, R2 0.5082989931106567
Train Epoch86 out_loss 0.6045447587966919, R2 0.5445599555969238
Test Epoch86 layer0 out_loss 0.5452627539634705, R2 0.5955616235733032
Train Epoch87 out_loss 0.6090018153190613, R2 0.5412023067474365
Test Epoch87 layer0 out_loss 0.5879774689674377, R2 0.5638788938522339
Train Epoch88 out_loss 0.5710310935974121, R2 0.569807767868042
Test Epoch88 layer0 out_loss 0.5644092559814453, R2 0.5813601016998291
Train Epoch89 out_loss 0.5828102231025696, R2 0.5609338283538818
Test Epoch89 layer0 out_loss 0.702756941318512, R2 0.478743314743042
Train Epoch90 out_loss 0.5774242877960205, R2 0.5649912357330322
Test Epoch90 layer0 out_loss 0.6268616914749146, R2 0.5350371599197388
Train Epoch91 out_loss 0.5975163578987122, R2 0.5498548150062561
Test Epoch91 layer0 out_loss 0.5547795295715332, R2 0.5885027647018433
Train Epoch92 out_loss 0.5741892457008362, R2 0.5674285888671875
Test Epoch92 layer0 out_loss 0.5533167719841003, R2 0.5895878076553345
Train Epoch93 out_loss 0.5986509919166565, R2 0.5489999055862427
Test Epoch93 layer0 out_loss 0.5447664856910706, R2 0.595929741859436
Train Epoch94 out_loss 0.5767273902893066, R2 0.5655162334442139
Test Epoch94 layer0 out_loss 0.5448130965232849, R2 0.5958951711654663
Train Epoch95 out_loss 0.5799504518508911, R2 0.5630878210067749
Test Epoch95 layer0 out_loss 0.5594879388809204, R2 0.5850104093551636
Train Epoch96 out_loss 0.5687384605407715, R2 0.5715351104736328
Test Epoch96 layer0 out_loss 0.5304244756698608, R2 0.6065676808357239
Train Epoch97 out_loss 0.5527275204658508, R2 0.5835968255996704
Test Epoch97 layer0 out_loss 0.5797268748283386, R2 0.569998562335968
Train Epoch98 out_loss 0.5763726234436035, R2 0.5657838582992554
Test Epoch98 layer0 out_loss 0.5706100463867188, R2 0.5767607688903809
Train Epoch99 out_loss 0.5745422840118408, R2 0.567162275314331
Test Epoch99 layer0 out_loss 0.565354585647583, R2 0.5806589126586914
Best r2 0.6065676808357239 at L0
Figure(640x480)
Figure(640x480)
Figure(640x480)
Figure(640x480)
