Start Training
Train Epoch0 out_loss 1.5181703567504883, R2 -0.13277864456176758
Test Epoch24 layer2 out_loss 0.5225542783737183, R2 0.5970485210418701
Train Epoch25 out_loss 0.5876641273498535, R2 0.5615161657333374
Test Epoch25 layer0 out_loss 0.5780268311500549, R2 0.5542725324630737
Test Epoch25 layer1 out_loss 0.5611845850944519, R2 0.5672599077224731
Test Epoch25 layer2 out_loss 0.5860133171081543, R2 0.5481140613555908
Train Epoch26 out_loss 0.5555753111839294, R2 0.5854591727256775
Test Epoch26 layer0 out_loss 0.5856088995933533, R2 0.5484259128570557
Test Epoch26 layer1 out_loss 0.5450018644332886, R2 0.5797387361526489
Test Epoch26 layer2 out_loss 0.5624239444732666, R2 0.5663042068481445
Train Epoch27 out_loss 0.5516338348388672, R2 0.5883998870849609
Test Epoch27 layer0 out_loss 0.5661783814430237, R2 0.5634090900421143
Test Epoch27 layer1 out_loss 0.5551260113716125, R2 0.5719318389892578
Test Epoch27 layer2 out_loss 0.5463811755180359, R2 0.5786751508712769
Train Epoch28 out_loss 0.5573928952217102, R2 0.5841028094291687
Test Epoch28 layer0 out_loss 0.5407006740570068, R2 0.5830554962158203
Test Epoch28 layer1 out_loss 0.5247288346290588, R2 0.595371663570404
Test Epoch28 layer2 out_loss 0.5394417643547058, R2 0.5840262174606323
Train Epoch29 out_loss 0.5602200031280518, R2 0.5819935202598572
Test Epoch29 layer0 out_loss 0.5727908611297607, R2 0.5583101511001587
Test Epoch29 layer1 out_loss 0.5665233135223389, R2 0.5631431341171265
Test Epoch29 layer2 out_loss 0.5581274628639221, R2 0.5696173310279846
Train Epoch30 out_loss 0.5382637977600098, R2 0.5983760952949524
Test Epoch30 layer0 out_loss 0.5095720887184143, R2 0.6070592999458313
Test Epoch30 layer1 out_loss 0.5050466060638428, R2 0.6105489730834961
Test Epoch30 layer2 out_loss 0.49972835183143616, R2 0.6146500110626221
Train Epoch31 out_loss 0.5435571074485779, R2 0.5944265127182007
Test Epoch31 layer0 out_loss 0.5248552560806274, R2 0.5952741503715515
Test Epoch31 layer1 out_loss 0.5048031210899353, R2 0.6107367277145386
Test Epoch31 layer2 out_loss 0.511516809463501, R2 0.6055597066879272
Train Epoch32 out_loss 0.5885568261146545, R2 0.5608499050140381
Test Epoch32 layer0 out_loss 0.6109835505485535, R2 0.52885901927948
Test Epoch32 layer1 out_loss 0.6008313298225403, R2 0.5366876125335693
Test Epoch32 layer2 out_loss 0.5897977352142334, R2 0.5451958179473877
Train Epoch33 out_loss 0.5683526992797852, R2 0.575925350189209
Test Epoch33 layer0 out_loss 0.5435981750488281, R2 0.58082115650177
Test Epoch33 layer1 out_loss 0.5118482708930969, R2 0.6053041219711304
Test Epoch33 layer2 out_loss 0.5199654698371887, R2 0.5990447998046875
Train Epoch34 out_loss 0.539639949798584, R2 0.5973492860794067
Test Epoch34 layer0 out_loss 0.5551692247390747, R2 0.5718984603881836
Test Epoch34 layer1 out_loss 0.5410357117652893, R2 0.582797110080719
Test Epoch34 layer2 out_loss 0.5426492094993591, R2 0.5815529227256775
Train Epoch35 out_loss 0.5536916851997375, R2 0.5868647694587708
Test Epoch35 layer0 out_loss 0.6459075212478638, R2 0.5019285082817078
Test Epoch35 layer1 out_loss 0.5824123024940491, R2 0.5508908033370972
Test Epoch35 layer2 out_loss 0.5677853226661682, R2 0.5621699690818787
Train Epoch36 out_loss 0.5367868542671204, R2 0.5994781255722046
Test Epoch36 layer0 out_loss 0.6207842230796814, R2 0.5213015079498291
Test Epoch36 layer1 out_loss 0.5616809725761414, R2 0.5668771266937256
Test Epoch36 layer2 out_loss 0.5520302057266235, R2 0.5743190050125122
Train Epoch37 out_loss 0.5397490859031677, R2 0.5972676873207092
Test Epoch37 layer0 out_loss 0.518233060836792, R2 0.6003806591033936
Test Epoch37 layer1 out_loss 0.517208993434906, R2 0.6011703014373779
Test Epoch37 layer2 out_loss 0.5161900520324707, R2 0.6019560694694519
Train Epoch38 out_loss 0.5363006591796875, R2 0.5998408794403076
Test Epoch38 layer0 out_loss 0.7029560804367065, R2 0.45793724060058594
Test Epoch38 layer1 out_loss 0.5758075714111328, R2 0.5559839010238647
Test Epoch38 layer2 out_loss 0.5866363048553467, R2 0.5476336479187012
Train Epoch39 out_loss 0.5501620173454285, R2 0.5894981026649475
Test Epoch39 layer0 out_loss 0.5370278358459473, R2 0.5858876705169678
Test Epoch39 layer1 out_loss 0.5093257427215576, R2 0.6072492599487305
Test Epoch39 layer2 out_loss 0.5281899571418762, R2 0.5927027463912964
Train Epoch40 out_loss 0.5329477190971375, R2 0.6023426055908203
Test Epoch40 layer0 out_loss 0.6138762831687927, R2 0.5266283750534058
Test Epoch40 layer1 out_loss 0.542236328125, R2 0.5818712711334229
Test Epoch40 layer2 out_loss 0.5591816306114197, R2 0.5688044428825378
Train Epoch41 out_loss 0.548176109790802, R2 0.5909798741340637
Test Epoch41 layer0 out_loss 0.545939564704895, R2 0.5790156722068787
Test Epoch41 layer1 out_loss 0.5213255882263184, R2 0.5979959964752197
Test Epoch41 layer2 out_loss 0.5213513374328613, R2 0.5979760885238647
Train Epoch42 out_loss 0.5507075786590576, R2 0.5890911817550659
Test Epoch42 layer0 out_loss 0.5234765410423279, R2 0.5963373184204102
Test Epoch42 layer1 out_loss 0.5054375529289246, R2 0.6102474927902222
Test Epoch42 layer2 out_loss 0.5051945447921753, R2 0.610434889793396
Train Epoch43 out_loss 0.5320376753807068, R2 0.6030215620994568
Test Epoch43 layer0 out_loss 0.5678126811981201, R2 0.562148928642273
Test Epoch43 layer1 out_loss 0.4956612288951874, R2 0.6177862286567688
Test Epoch43 layer2 out_loss 0.49517562985420227, R2 0.6181607246398926
Train Epoch44 out_loss 0.5183197259902954, R2 0.6132572889328003
Test Epoch44 layer0 out_loss 0.4845329821109772, R2 0.626367449760437
Test Epoch44 layer1 out_loss 0.487797349691391, R2 0.6238502264022827
Test Epoch44 layer2 out_loss 0.48775994777679443, R2 0.623879075050354
Train Epoch45 out_loss 0.5434836149215698, R2 0.594481348991394
Test Epoch45 layer0 out_loss 0.4942154288291931, R2 0.6189011335372925
Test Epoch45 layer1 out_loss 0.4824645221233368, R2 0.6279624700546265
Test Epoch45 layer2 out_loss 0.4941352903842926, R2 0.6189628839492798
Train Epoch46 out_loss 0.5306608080863953, R2 0.6040487289428711
Test Epoch46 layer0 out_loss 0.5665671825408936, R2 0.563109278678894
Test Epoch46 layer1 out_loss 0.5476528406143188, R2 0.5776945352554321
Test Epoch46 layer2 out_loss 0.554395854473114, R2 0.5724948644638062
Train Epoch47 out_loss 0.5369487404823303, R2 0.5993573069572449
Test Epoch47 layer0 out_loss 0.9985154271125793, R2 0.23002588748931885
Test Epoch47 layer1 out_loss 0.8032739162445068, R2 0.38058024644851685
Test Epoch47 layer2 out_loss 0.786419689655304, R2 0.39357686042785645
Train Epoch48 out_loss 0.5672919154167175, R2 0.5767165422439575
Test Epoch48 layer0 out_loss 0.5236474275588989, R2 0.5962055325508118
Test Epoch48 layer1 out_loss 0.49268674850463867, R2 0.6200798749923706
Test Epoch48 layer2 out_loss 0.4999467134475708, R2 0.6144816279411316
Train Epoch49 out_loss 0.5368130207061768, R2 0.5994583368301392
Test Epoch49 layer0 out_loss 0.5465990304946899, R2 0.578507125377655
Test Epoch49 layer1 out_loss 0.5294685363769531, R2 0.5917167663574219
Test Epoch49 layer2 out_loss 0.5319517254829407, R2 0.5898019075393677
Train Epoch50 out_loss 0.5243078470230103, R2 0.6087892651557922
Test Epoch50 layer0 out_loss 0.4906524121761322, R2 0.6216486096382141
Test Epoch50 layer1 out_loss 0.47508400678634644, R2 0.6336537599563599
Test Epoch50 layer2 out_loss 0.4722563624382019, R2 0.6358342170715332
Train Epoch51 out_loss 0.5259152054786682, R2 0.607589840888977
Test Epoch51 layer0 out_loss 0.534670889377594, R2 0.587705135345459
Test Epoch51 layer1 out_loss 0.5065474510192871, R2 0.6093916893005371
Test Epoch51 layer2 out_loss 0.5054248571395874, R2 0.6102573275566101
Train Epoch52 out_loss 0.522109866142273, R2 0.6104291677474976
Test Epoch52 layer0 out_loss 0.5020479559898376, R2 0.6128613352775574
Test Epoch52 layer1 out_loss 0.4967229664325714, R2 0.616967499256134
Test Epoch52 layer2 out_loss 0.5057966709136963, R2 0.6099705696105957
Train Epoch53 out_loss 0.5214127898216248, R2 0.6109493970870972
Test Epoch53 layer0 out_loss 0.5559189319610596, R2 0.5713204145431519
Test Epoch53 layer1 out_loss 0.5743480920791626, R2 0.5571092963218689
Test Epoch53 layer2 out_loss 0.585584819316864, R2 0.5484444499015808
Train Epoch54 out_loss 0.5303894877433777, R2 0.6042512059211731
Test Epoch54 layer0 out_loss 0.5894858241081238, R2 0.5454363226890564
Test Epoch54 layer1 out_loss 0.5929914116859436, R2 0.5427330732345581
Test Epoch54 layer2 out_loss 0.5720074772834778, R2 0.5589141845703125
Train Epoch55 out_loss 0.5244231224060059, R2 0.6087032556533813
Test Epoch55 layer0 out_loss 0.6151123642921448, R2 0.5256751775741577
Test Epoch55 layer1 out_loss 0.5681726336479187, R2 0.5618712902069092
Test Epoch55 layer2 out_loss 0.5934317111968994, R2 0.5423935651779175
Train Epoch56 out_loss 0.519018292427063, R2 0.6127360463142395
Test Epoch56 layer0 out_loss 0.5768207907676697, R2 0.5552026033401489
Test Epoch56 layer1 out_loss 0.5257529616355896, R2 0.5945819616317749
Test Epoch56 layer2 out_loss 0.5284703373908997, R2 0.5924865007400513
Train Epoch57 out_loss 0.5329779386520386, R2 0.6023199558258057
Test Epoch57 layer0 out_loss 0.4807349443435669, R2 0.6292961835861206
Test Epoch57 layer1 out_loss 0.4863296151161194, R2 0.6249819993972778
Test Epoch57 layer2 out_loss 0.47454139590263367, R2 0.6340721845626831
Train Epoch58 out_loss 0.5300111770629883, R2 0.6045337319374084
Test Epoch58 layer0 out_loss 0.5002101063728333, R2 0.6142784953117371
Test Epoch58 layer1 out_loss 0.49711254239082336, R2 0.6166670918464661
Test Epoch58 layer2 out_loss 0.4919951558113098, R2 0.6206132173538208
Train Epoch59 out_loss 0.5316419005393982, R2 0.6033169031143188
Test Epoch59 layer0 out_loss 0.49303218722343445, R2 0.6198135614395142
Test Epoch59 layer1 out_loss 0.49504244327545166, R2 0.6182633638381958
Test Epoch59 layer2 out_loss 0.49360206723213196, R2 0.6193740963935852
Train Epoch60 out_loss 0.5119331479072571, R2 0.6180222034454346
Test Epoch60 layer0 out_loss 0.48934176564216614, R2 0.6226593255996704
Test Epoch60 layer1 out_loss 0.49576300382614136, R2 0.6177077293395996
Test Epoch60 layer2 out_loss 0.5025619268417358, R2 0.612464964389801
Train Epoch61 out_loss 0.5181033611297607, R2 0.613418698310852
Test Epoch61 layer0 out_loss 0.49829256534576416, R2 0.615757167339325
Test Epoch61 layer1 out_loss 0.5076310634613037, R2 0.6085560917854309
Test Epoch61 layer2 out_loss 0.5075764060020447, R2 0.6085982322692871
Train Epoch62 out_loss 0.5160819292068481, R2 0.6149270534515381
Test Epoch62 layer0 out_loss 0.5044386982917786, R2 0.6110177636146545
Test Epoch62 layer1 out_loss 0.49309590458869934, R2 0.6197644472122192
Test Epoch62 layer2 out_loss 0.5157703161239624, R2 0.602279782295227
Train Epoch63 out_loss 0.5297660827636719, R2 0.6047165989875793
Test Epoch63 layer0 out_loss 0.7054693102836609, R2 0.4559992551803589
Test Epoch63 layer1 out_loss 0.5925387144088745, R2 0.5430821776390076
Test Epoch63 layer2 out_loss 0.5883500576019287, R2 0.5463120937347412
Train Epoch64 out_loss 0.5288252830505371, R2 0.60541832447052
Test Epoch64 layer0 out_loss 0.5389209985733032, R2 0.5844278335571289
Test Epoch64 layer1 out_loss 0.5159331560134888, R2 0.6021541953086853
Test Epoch64 layer2 out_loss 0.5135878920555115, R2 0.6039626598358154
Train Epoch65 out_loss 0.5239666104316711, R2 0.6090438961982727
Test Epoch65 layer0 out_loss 0.580643355846405, R2 0.5522549152374268
Test Epoch65 layer1 out_loss 0.5641922950744629, R2 0.5649406313896179
Test Epoch65 layer2 out_loss 0.6216188073158264, R2 0.5206579566001892
Train Epoch66 out_loss 0.5175879597663879, R2 0.6138031482696533
Test Epoch66 layer0 out_loss 0.5037727952003479, R2 0.6115312576293945
Test Epoch66 layer1 out_loss 0.5025286078453064, R2 0.6124906539916992
Test Epoch66 layer2 out_loss 0.505935549736023, R2 0.6098635196685791
Train Epoch67 out_loss 0.525604248046875, R2 0.6078218221664429
Test Epoch67 layer0 out_loss 0.5332834124565125, R2 0.5887750387191772
Test Epoch67 layer1 out_loss 0.4991418421268463, R2 0.6151022911071777
Test Epoch67 layer2 out_loss 0.5135954022407532, R2 0.6039568185806274
Train Epoch68 out_loss 0.5214089751243591, R2 0.6109522581100464
Test Epoch68 layer0 out_loss 0.5274875164031982, R2 0.5932443737983704
Test Epoch68 layer1 out_loss 0.5061262249946594, R2 0.6097164750099182
Test Epoch68 layer2 out_loss 0.5082553625106812, R2 0.6080746650695801
Train Epoch69 out_loss 0.5139154195785522, R2 0.6165435314178467
Test Epoch69 layer0 out_loss 0.5470255017280579, R2 0.5781782865524292
Test Epoch69 layer1 out_loss 0.4922609031200409, R2 0.620408296585083
Test Epoch69 layer2 out_loss 0.4930420517921448, R2 0.6198059320449829
Train Epoch70 out_loss 0.503200888633728, R2 0.624538004398346
Test Epoch70 layer0 out_loss 0.4740675687789917, R2 0.6344375610351562
Test Epoch70 layer1 out_loss 0.4645186960697174, R2 0.6418008208274841
Test Epoch70 layer2 out_loss 0.46636807918548584, R2 0.6403747200965881
Train Epoch71 out_loss 0.5114843249320984, R2 0.6183574199676514
Test Epoch71 layer0 out_loss 0.5585150718688965, R2 0.569318413734436
Test Epoch71 layer1 out_loss 0.5001558065414429, R2 0.6143203973770142
Test Epoch71 layer2 out_loss 0.5181675553321838, R2 0.6004312038421631
Train Epoch72 out_loss 0.5328258275985718, R2 0.602433443069458
Test Epoch72 layer0 out_loss 0.47801995277404785, R2 0.6313897371292114
Test Epoch72 layer1 out_loss 0.4739053249359131, R2 0.634562611579895
Test Epoch72 layer2 out_loss 0.47785264253616333, R2 0.6315187811851501
Train Epoch73 out_loss 0.5033230781555176, R2 0.6244465708732605
Test Epoch73 layer0 out_loss 0.5103970766067505, R2 0.6064231395721436
Test Epoch73 layer1 out_loss 0.5146806836128235, R2 0.603119969367981
Test Epoch73 layer2 out_loss 0.5109322667121887, R2 0.6060104370117188
Train Epoch74 out_loss 0.5337504148483276, R2 0.6017435789108276
Test Epoch74 layer0 out_loss 0.532028317451477, R2 0.58974289894104
Test Epoch74 layer1 out_loss 0.46870407462120056, R2 0.638573408126831
Test Epoch74 layer2 out_loss 0.46429577469825745, R2 0.6419727802276611
Train Epoch75 out_loss 0.5024468898773193, R2 0.6251006126403809
Test Epoch75 layer0 out_loss 0.46848243474960327, R2 0.6387443542480469
Test Epoch75 layer1 out_loss 0.4628545641899109, R2 0.6430840492248535
Test Epoch75 layer2 out_loss 0.46158722043037415, R2 0.6440613269805908
Train Epoch76 out_loss 0.5061984062194824, R2 0.6223015785217285
Test Epoch76 layer0 out_loss 0.5250403881072998, R2 0.5951313972473145
Test Epoch76 layer1 out_loss 0.609832763671875, R2 0.529746413230896
Test Epoch76 layer2 out_loss 0.5793663263320923, R2 0.553239643573761
Train Epoch77 out_loss 0.5081918239593506, R2 0.6208142042160034
Test Epoch77 layer0 out_loss 0.5083955526351929, R2 0.6079665422439575
Test Epoch77 layer1 out_loss 0.48552295565605164, R2 0.6256040334701538
Test Epoch77 layer2 out_loss 0.4940587282180786, R2 0.6190219521522522
Train Epoch78 out_loss 0.5053887963294983, R2 0.6229056715965271
Test Epoch78 layer0 out_loss 0.515392005443573, R2 0.6025714874267578
Test Epoch78 layer1 out_loss 0.4847992956638336, R2 0.626162052154541
Test Epoch78 layer2 out_loss 0.49205824732780457, R2 0.6205645799636841
Train Epoch79 out_loss 0.5049012303352356, R2 0.6232694387435913
Test Epoch79 layer0 out_loss 0.4755208194255829, R2 0.6333168745040894
Test Epoch79 layer1 out_loss 0.49007752537727356, R2 0.6220919489860535
Test Epoch79 layer2 out_loss 0.4952584505081177, R2 0.6180968284606934
Train Epoch80 out_loss 0.5114902257919312, R2 0.618353009223938
Test Epoch80 layer0 out_loss 0.5004280805587769, R2 0.6141104698181152
Test Epoch80 layer1 out_loss 0.5421085357666016, R2 0.5819698572158813
Test Epoch80 layer2 out_loss 0.5441405177116394, R2 0.5804029107093811
Train Epoch81 out_loss 0.5186382532119751, R2 0.6130194664001465
Test Epoch81 layer0 out_loss 0.48097291588783264, R2 0.629112720489502
Test Epoch81 layer1 out_loss 0.49614378809928894, R2 0.617414116859436
Test Epoch81 layer2 out_loss 0.5060259699821472, R2 0.6097937822341919
Train Epoch82 out_loss 0.5131300091743469, R2 0.6171294450759888
Test Epoch82 layer0 out_loss 0.48588451743125916, R2 0.6253252029418945
Test Epoch82 layer1 out_loss 0.4735972583293915, R2 0.6348001956939697
Test Epoch82 layer2 out_loss 0.4772060811519623, R2 0.6320173740386963
Train Epoch83 out_loss 0.5070088505744934, R2 0.6216965913772583
Test Epoch83 layer0 out_loss 0.4998406767845154, R2 0.6145634055137634
Test Epoch83 layer1 out_loss 0.4973711669445038, R2 0.6164676547050476
Test Epoch83 layer2 out_loss 0.4982009530067444, R2 0.6158277988433838
Train Epoch84 out_loss 0.5194148421287537, R2 0.612439751625061
Test Epoch84 layer0 out_loss 0.4576772153377533, R2 0.647076427936554
Test Epoch84 layer1 out_loss 0.45406174659729004, R2 0.6498643755912781
Test Epoch84 layer2 out_loss 0.45990511775016785, R2 0.6453584432601929
Train Epoch85 out_loss 0.5289667844772339, R2 0.6053130030632019
Test Epoch85 layer0 out_loss 0.4644598662853241, R2 0.6418461799621582
Test Epoch85 layer1 out_loss 0.4666782021522522, R2 0.6401355862617493
Test Epoch85 layer2 out_loss 0.4690420627593994, R2 0.6383127570152283
Train Epoch86 out_loss 0.5132387280464172, R2 0.6170485019683838
Test Epoch86 layer0 out_loss 0.4929625391960144, R2 0.6198672652244568
Test Epoch86 layer1 out_loss 0.47973668575286865, R2 0.63006591796875
Test Epoch86 layer2 out_loss 0.48381489515304565, R2 0.6269211769104004
Train Epoch87 out_loss 0.5111194252967834, R2 0.6186298131942749
Test Epoch87 layer0 out_loss 0.5737385749816895, R2 0.5575792789459229
Test Epoch87 layer1 out_loss 0.534864068031311, R2 0.5875561833381653
Test Epoch87 layer2 out_loss 0.5303385257720947, R2 0.5910458564758301
Train Epoch88 out_loss 0.5159553289413452, R2 0.6150214672088623
Test Epoch88 layer0 out_loss 0.5437253713607788, R2 0.5807230472564697
Test Epoch88 layer1 out_loss 0.49298930168151855, R2 0.6198465824127197
Test Epoch88 layer2 out_loss 0.5031982660293579, R2 0.61197429895401
Train Epoch89 out_loss 0.5201738476753235, R2 0.6118738651275635
Test Epoch89 layer0 out_loss 0.48238763213157654, R2 0.6280217170715332
Test Epoch89 layer1 out_loss 0.484427809715271, R2 0.6264485120773315
Test Epoch89 layer2 out_loss 0.47407710552215576, R2 0.6344301700592041
Train Epoch90 out_loss 0.49245962500572205, R2 0.6325526237487793
Test Epoch90 layer0 out_loss 0.47756221890449524, R2 0.6317427158355713
Test Epoch90 layer1 out_loss 0.4521232545375824, R2 0.6513592004776001
Test Epoch90 layer2 out_loss 0.4511529505252838, R2 0.6521074175834656
Train Epoch91 out_loss 0.49990183115005493, R2 0.6269997358322144
Test Epoch91 layer0 out_loss 0.4613640010356903, R2 0.6442334651947021
Test Epoch91 layer1 out_loss 0.455074280500412, R2 0.6490836143493652
Test Epoch91 layer2 out_loss 0.4522193968296051, R2 0.6512850522994995
Train Epoch92 out_loss 0.5101193785667419, R2 0.6193758249282837
Test Epoch92 layer0 out_loss 0.5198270082473755, R2 0.5991515517234802
Test Epoch92 layer1 out_loss 0.4714711904525757, R2 0.6364396810531616
Test Epoch92 layer2 out_loss 0.47707056999206543, R2 0.6321218609809875
Train Epoch93 out_loss 0.505189061164856, R2 0.623054563999176
Test Epoch93 layer0 out_loss 0.561461329460144, R2 0.5670465230941772
Test Epoch93 layer1 out_loss 0.6047224998474121, R2 0.5336869955062866
Test Epoch93 layer2 out_loss 0.595126211643219, R2 0.5410869121551514
Train Epoch94 out_loss 0.5259381532669067, R2 0.6075727939605713
Test Epoch94 layer0 out_loss 0.520837664604187, R2 0.598372220993042
