Start Training
Train Epoch0 out_loss 1.4654074907302856, R2 -0.10640096664428711
Test Epoch14 layer1 out_loss 0.6022172570228577, R2 0.5571352243423462
Train Epoch15 out_loss 0.6157342195510864, R2 0.5351130962371826
Test Epoch15 layer0 out_loss 0.6517384052276611, R2 0.5207178592681885
Test Epoch15 layer1 out_loss 0.6392675638198853, R2 0.5298888683319092
Train Epoch16 out_loss 0.6043164134025574, R2 0.543733537197113
Test Epoch16 layer0 out_loss 0.6064178943634033, R2 0.5540461540222168
Test Epoch16 layer1 out_loss 0.5834431052207947, R2 0.5709415674209595
Train Epoch17 out_loss 0.5825002193450928, R2 0.5602048635482788
Test Epoch17 layer0 out_loss 0.6419150829315186, R2 0.527941882610321
Test Epoch17 layer1 out_loss 0.5984531044960022, R2 0.5599033832550049
Train Epoch18 out_loss 0.585314154624939, R2 0.5580809712409973
Test Epoch18 layer0 out_loss 0.5780531167984009, R2 0.5749053359031677
Test Epoch18 layer1 out_loss 0.5734935998916626, R2 0.5782583951950073
Train Epoch19 out_loss 0.5717823505401611, R2 0.5682966709136963
Test Epoch19 layer0 out_loss 0.564504861831665, R2 0.5848685503005981
Test Epoch19 layer1 out_loss 0.5363568067550659, R2 0.6055684089660645
Train Epoch20 out_loss 0.5840035080909729, R2 0.5590701699256897
Test Epoch20 layer0 out_loss 0.7644179463386536, R2 0.43785446882247925
Test Epoch20 layer1 out_loss 0.6202665567398071, R2 0.543861985206604
Train Epoch21 out_loss 0.5568432807922363, R2 0.5795766115188599
Test Epoch21 layer0 out_loss 0.8764621019363403, R2 0.35545825958251953
Test Epoch21 layer1 out_loss 0.7688776254653931, R2 0.43457484245300293
Train Epoch22 out_loss 0.557321310043335, R2 0.579215407371521
Test Epoch22 layer0 out_loss 0.5890522003173828, R2 0.5668167471885681
Test Epoch22 layer1 out_loss 0.5490993857383728, R2 0.5961976051330566
Train Epoch23 out_loss 0.5450936555862427, R2 0.5884473323822021
Test Epoch23 layer0 out_loss 0.5634073615074158, R2 0.5856757164001465
Test Epoch23 layer1 out_loss 0.5531453490257263, R2 0.5932222604751587
Train Epoch24 out_loss 0.5633198022842407, R2 0.5746865272521973
Test Epoch24 layer0 out_loss 0.6060013771057129, R2 0.5543524622917175
Test Epoch24 layer1 out_loss 0.5332476496696472, R2 0.6078548431396484
Train Epoch25 out_loss 0.5532465577125549, R2 0.5822917819023132
Test Epoch25 layer0 out_loss 0.5521970987319946, R2 0.593919575214386
Test Epoch25 layer1 out_loss 0.520886242389679, R2 0.6169452667236328
Train Epoch26 out_loss 0.5365298986434937, R2 0.5949132442474365
Test Epoch26 layer0 out_loss 0.5734581351280212, R2 0.578284502029419
Test Epoch26 layer1 out_loss 0.5298544764518738, R2 0.6103501319885254
Train Epoch27 out_loss 0.54966139793396, R2 0.5849989056587219
Test Epoch27 layer0 out_loss 0.5459522008895874, R2 0.5985120534896851
Test Epoch27 layer1 out_loss 0.512254536151886, R2 0.6232929825782776
Train Epoch28 out_loss 0.547653317451477, R2 0.5865148901939392
Test Epoch28 layer0 out_loss 0.8391871452331543, R2 0.3828698992729187
Test Epoch28 layer1 out_loss 0.6852181553840637, R2 0.496097207069397
Train Epoch29 out_loss 0.5421308875083923, R2 0.5906841158866882
Test Epoch29 layer0 out_loss 0.5595381855964661, R2 0.5885210037231445
Test Epoch29 layer1 out_loss 0.5246560573577881, R2 0.6141730546951294
Train Epoch30 out_loss 0.5453177690505981, R2 0.5882779359817505
Test Epoch30 layer0 out_loss 0.5837415456771851, R2 0.5707221031188965
Test Epoch30 layer1 out_loss 0.5155925154685974, R2 0.6208382844924927
Train Epoch31 out_loss 0.5302339792251587, R2 0.5996665954589844
Test Epoch31 layer0 out_loss 0.5637984275817871, R2 0.5853881239891052
Test Epoch31 layer1 out_loss 0.5371322631835938, R2 0.6049981117248535
Train Epoch32 out_loss 0.5215515494346619, R2 0.6062221527099609
Test Epoch32 layer0 out_loss 0.5417664647102356, R2 0.6015902161598206
Test Epoch32 layer1 out_loss 0.5189498066902161, R2 0.6183693408966064
Train Epoch33 out_loss 0.5260916352272034, R2 0.6027942299842834
Test Epoch33 layer0 out_loss 0.6612483859062195, R2 0.5137243270874023
Test Epoch33 layer1 out_loss 0.555255651473999, R2 0.5916703939437866
Train Epoch34 out_loss 0.5398629307746887, R2 0.5923968553543091
Test Epoch34 layer0 out_loss 0.532857358455658, R2 0.6081418395042419
Test Epoch34 layer1 out_loss 0.5023414492607117, R2 0.6305829286575317
Train Epoch35 out_loss 0.5226739645004272, R2 0.6053745746612549
Test Epoch35 layer0 out_loss 0.6006734371185303, R2 0.5582705736160278
Test Epoch35 layer1 out_loss 0.533632755279541, R2 0.6075716614723206
Train Epoch36 out_loss 0.5336629748344421, R2 0.5970777869224548
Test Epoch36 layer0 out_loss 0.5735228657722473, R2 0.5782368183135986
Test Epoch36 layer1 out_loss 0.5348730087280273, R2 0.6066595315933228
Train Epoch37 out_loss 0.5220633745193481, R2 0.6058356165885925
Test Epoch37 layer0 out_loss 0.522745668888092, R2 0.6155779361724854
Test Epoch37 layer1 out_loss 0.4908146262168884, R2 0.6390596628189087
Train Epoch38 out_loss 0.5217230319976807, R2 0.6060924530029297
Test Epoch38 layer0 out_loss 0.5843567252159119, R2 0.5702697038650513
Test Epoch38 layer1 out_loss 0.5161620378494263, R2 0.6204195022583008
Train Epoch39 out_loss 0.5247907638549805, R2 0.6037762761116028
Test Epoch39 layer0 out_loss 0.5734730958938599, R2 0.5782734155654907
Test Epoch39 layer1 out_loss 0.5354992747306824, R2 0.6061990261077881
Train Epoch40 out_loss 0.5241835713386536, R2 0.6042348146438599
Test Epoch40 layer0 out_loss 0.5300033688545227, R2 0.610240638256073
Test Epoch40 layer1 out_loss 0.4905345141887665, R2 0.6392656564712524
Train Epoch41 out_loss 0.5263036489486694, R2 0.6026341319084167
Test Epoch41 layer0 out_loss 0.5306885242462158, R2 0.6097368001937866
Test Epoch41 layer1 out_loss 0.5229700207710266, R2 0.6154129505157471
Train Epoch42 out_loss 0.5312926173210144, R2 0.5988674163818359
Test Epoch42 layer0 out_loss 0.747947633266449, R2 0.44996654987335205
Test Epoch42 layer1 out_loss 0.7052618265151978, R2 0.48135727643966675
Train Epoch43 out_loss 0.517777144908905, R2 0.6090717315673828
Test Epoch43 layer0 out_loss 0.5429937243461609, R2 0.6006876826286316
Test Epoch43 layer1 out_loss 0.4913497269153595, R2 0.6386661529541016
Train Epoch44 out_loss 0.5157397389411926, R2 0.6106098890304565
Test Epoch44 layer0 out_loss 0.5938462018966675, R2 0.5632912516593933
Test Epoch44 layer1 out_loss 0.5477692484855652, R2 0.5971758365631104
Train Epoch45 out_loss 0.5261088013648987, R2 0.6027812957763672
Test Epoch45 layer0 out_loss 0.8360891342163086, R2 0.38514816761016846
Test Epoch45 layer1 out_loss 0.6560792922973633, R2 0.5175256729125977
Train Epoch46 out_loss 0.5196892619132996, R2 0.6076282262802124
Test Epoch46 layer0 out_loss 0.515157163143158, R2 0.6211583614349365
Test Epoch46 layer1 out_loss 0.48018985986709595, R2 0.6468729972839355
Train Epoch47 out_loss 0.5199972987174988, R2 0.6073955297470093
Test Epoch47 layer0 out_loss 0.6339819431304932, R2 0.533775806427002
Test Epoch47 layer1 out_loss 0.571272611618042, R2 0.5798916816711426
Train Epoch48 out_loss 0.5341021418571472, R2 0.5967463254928589
Test Epoch48 layer0 out_loss 0.5935385227203369, R2 0.5635175704956055
Test Epoch48 layer1 out_loss 0.5656344294548035, R2 0.5840378999710083
Train Epoch49 out_loss 0.5241842269897461, R2 0.6042343378067017
Test Epoch49 layer0 out_loss 0.5639976263046265, R2 0.5852416157722473
Test Epoch49 layer1 out_loss 0.5285969972610474, R2 0.6112748980522156
Train Epoch50 out_loss 0.5136051774024963, R2 0.612221360206604
Test Epoch50 layer0 out_loss 0.550711452960968, R2 0.5950121283531189
Test Epoch50 layer1 out_loss 0.5200766324996948, R2 0.617540717124939
Train Epoch51 out_loss 0.5223093032836914, R2 0.6056496500968933
Test Epoch51 layer0 out_loss 0.5385444760322571, R2 0.6039596199989319
Test Epoch51 layer1 out_loss 0.517859935760498, R2 0.6191707849502563
Train Epoch52 out_loss 0.5189641714096069, R2 0.6081756353378296
Test Epoch52 layer0 out_loss 0.5205992460250854, R2 0.6171563863754272
Test Epoch52 layer1 out_loss 0.4862861633300781, R2 0.6423898935317993
Train Epoch53 out_loss 0.5105240941047668, R2 0.6145480871200562
Test Epoch53 layer0 out_loss 0.5661584138870239, R2 0.5836526155471802
Test Epoch53 layer1 out_loss 0.49063605070114136, R2 0.6391910314559937
Train Epoch54 out_loss 0.5216394066810608, R2 0.6061556339263916
Test Epoch54 layer0 out_loss 0.5635361075401306, R2 0.5855810046195984
Test Epoch54 layer1 out_loss 0.5090219378471375, R2 0.6256701946258545
Train Epoch55 out_loss 0.5146484375, R2 0.6114338636398315
Test Epoch55 layer0 out_loss 0.5592150092124939, R2 0.5887587070465088
Test Epoch55 layer1 out_loss 0.5035886168479919, R2 0.6296658515930176
Train Epoch56 out_loss 0.516320526599884, R2 0.6101717948913574
Test Epoch56 layer0 out_loss 0.6230558156967163, R2 0.5418108105659485
Test Epoch56 layer1 out_loss 0.5411885976791382, R2 0.6020151376724243
Train Epoch57 out_loss 0.5137335062026978, R2 0.6121248006820679
Test Epoch57 layer0 out_loss 0.5746863484382629, R2 0.5773812532424927
Test Epoch57 layer1 out_loss 0.5016639828681946, R2 0.6310811638832092
Train Epoch58 out_loss 0.5235918164253235, R2 0.6046817302703857
Test Epoch58 layer0 out_loss 0.9853872656822205, R2 0.2753557562828064
Test Epoch58 layer1 out_loss 0.6865517497062683, R2 0.4951164722442627
Train Epoch59 out_loss 0.5182097554206848, R2 0.608745276927948
Test Epoch59 layer0 out_loss 0.5765849351882935, R2 0.5759850740432739
Test Epoch59 layer1 out_loss 0.5185579657554626, R2 0.6186575293540955
Train Epoch60 out_loss 0.5096533894538879, R2 0.6152052879333496
Test Epoch60 layer0 out_loss 0.5517417788505554, R2 0.5942544341087341
Test Epoch60 layer1 out_loss 0.4886724650859833, R2 0.6406350135803223
Train Epoch61 out_loss 0.4985966682434082, R2 0.6235533952713013
Test Epoch61 layer0 out_loss 0.5107748508453369, R2 0.6243811249732971
Test Epoch61 layer1 out_loss 0.4742046594619751, R2 0.6512745022773743
Train Epoch62 out_loss 0.5056430101394653, R2 0.618233323097229
Test Epoch62 layer0 out_loss 0.6852400898933411, R2 0.49608105421066284
Test Epoch62 layer1 out_loss 0.5664354562759399, R2 0.5834488868713379
Train Epoch63 out_loss 0.5225825309753418, R2 0.6054436564445496
Test Epoch63 layer0 out_loss 0.6231422424316406, R2 0.5417472720146179
Test Epoch63 layer1 out_loss 0.5327537059783936, R2 0.6082180738449097
Train Epoch64 out_loss 0.5020011067390442, R2 0.6209828853607178
Test Epoch64 layer0 out_loss 0.5912752151489258, R2 0.5651819109916687
Test Epoch64 layer1 out_loss 0.613296389579773, R2 0.5489877462387085
Train Epoch65 out_loss 0.5053821206092834, R2 0.6184301972389221
Test Epoch65 layer0 out_loss 0.538410484790802, R2 0.6040581464767456
Test Epoch65 layer1 out_loss 0.4871476888656616, R2 0.6417562961578369
Train Epoch66 out_loss 0.5082283020019531, R2 0.616281270980835
Test Epoch66 layer0 out_loss 0.6494316458702087, R2 0.5224142670631409
Test Epoch66 layer1 out_loss 0.5774452090263367, R2 0.5753524303436279
Train Epoch67 out_loss 0.5311148762702942, R2 0.5990013480186462
Test Epoch67 layer0 out_loss 0.5836874842643738, R2 0.5707619190216064
Test Epoch67 layer1 out_loss 0.5305265188217163, R2 0.6098559498786926
Train Epoch68 out_loss 0.5095688104629517, R2 0.6152693033218384
Test Epoch68 layer0 out_loss 0.5304270386695862, R2 0.609929084777832
Test Epoch68 layer1 out_loss 0.4949062168598175, R2 0.6360507607460022
Train Epoch69 out_loss 0.501600980758667, R2 0.6212849617004395
Test Epoch69 layer0 out_loss 0.559096097946167, R2 0.5888461470603943
Test Epoch69 layer1 out_loss 0.4895975887775421, R2 0.639954686164856
Train Epoch70 out_loss 0.5058304667472839, R2 0.6180917024612427
Test Epoch70 layer0 out_loss 0.5106871724128723, R2 0.6244455575942993
Test Epoch70 layer1 out_loss 0.49055200815200806, R2 0.639252781867981
Train Epoch71 out_loss 0.5042247176170349, R2 0.6193040013313293
Test Epoch71 layer0 out_loss 0.49403974413871765, R2 0.6366879940032959
Test Epoch71 layer1 out_loss 0.46850335597991943, R2 0.65546715259552
Train Epoch72 out_loss 0.49716776609420776, R2 0.6246321201324463
Test Epoch72 layer0 out_loss 0.49309059977531433, R2 0.6373859643936157
Test Epoch72 layer1 out_loss 0.4746226668357849, R2 0.6509671211242676
Train Epoch73 out_loss 0.5011383891105652, R2 0.6216343641281128
Test Epoch73 layer0 out_loss 0.5062066912651062, R2 0.6277405023574829
Test Epoch73 layer1 out_loss 0.4688659906387329, R2 0.6552004814147949
Train Epoch74 out_loss 0.5035985708236694, R2 0.619776725769043
Test Epoch74 layer0 out_loss 0.4896217882633209, R2 0.6399369239807129
Test Epoch74 layer1 out_loss 0.5095893740653992, R2 0.625252902507782
Train Epoch75 out_loss 0.5014472603797913, R2 0.6214010119438171
Test Epoch75 layer0 out_loss 0.5576456189155579, R2 0.5899127721786499
Test Epoch75 layer1 out_loss 0.4787430167198181, R2 0.6479370594024658
Train Epoch76 out_loss 0.515805184841156, R2 0.6105607748031616
Test Epoch76 layer0 out_loss 0.5067762136459351, R2 0.627321720123291
Test Epoch76 layer1 out_loss 0.4755297005176544, R2 0.6503000855445862
Train Epoch77 out_loss 0.494998574256897, R2 0.6262698769569397
Test Epoch77 layer0 out_loss 0.5072876214981079, R2 0.6269456148147583
Test Epoch77 layer1 out_loss 0.5374752879142761, R2 0.6047458648681641
Train Epoch78 out_loss 0.5020331740379333, R2 0.6209585666656494
Test Epoch78 layer0 out_loss 0.49437186121940613, R2 0.6364437341690063
Test Epoch78 layer1 out_loss 0.4788757264614105, R2 0.6478394269943237
Train Epoch79 out_loss 0.5157663226127625, R2 0.6105898022651672
Test Epoch79 layer0 out_loss 0.8536764979362488, R2 0.37221455574035645
Test Epoch79 layer1 out_loss 0.7275948524475098, R2 0.4649338126182556
Train Epoch80 out_loss 0.5163992643356323, R2 0.6101120710372925
Test Epoch80 layer0 out_loss 0.5815722942352295, R2 0.572317361831665
Test Epoch80 layer1 out_loss 0.5273335576057434, R2 0.6122040152549744
Train Epoch81 out_loss 0.4981338083744049, R2 0.6239025592803955
Test Epoch81 layer0 out_loss 0.6043886542320251, R2 0.5555384755134583
Test Epoch81 layer1 out_loss 0.5176718831062317, R2 0.61930912733078
Train Epoch82 out_loss 0.5123645663261414, R2 0.6131583452224731
Test Epoch82 layer0 out_loss 0.5144233107566833, R2 0.6216981410980225
Test Epoch82 layer1 out_loss 0.48505428433418274, R2 0.6432957649230957
Train Epoch83 out_loss 0.5146761536598206, R2 0.6114130020141602
Test Epoch83 layer0 out_loss 0.4925861656665802, R2 0.6377569437026978
Test Epoch83 layer1 out_loss 0.474308043718338, R2 0.6511985063552856
Train Epoch84 out_loss 0.5061039328575134, R2 0.6178852319717407
Test Epoch84 layer0 out_loss 0.5353969931602478, R2 0.6062742471694946
Test Epoch84 layer1 out_loss 0.4820878803730011, R2 0.645477294921875
Train Epoch85 out_loss 0.5051215291023254, R2 0.6186270713806152
Test Epoch85 layer0 out_loss 0.5630930662155151, R2 0.5859068036079407
Test Epoch85 layer1 out_loss 0.5142089128494263, R2 0.6218557357788086
Train Epoch86 out_loss 0.5062795281410217, R2 0.6177524924278259
Test Epoch86 layer0 out_loss 0.7652836441993713, R2 0.4372178316116333
Test Epoch86 layer1 out_loss 0.5604187250137329, R2 0.5878735184669495
Train Epoch87 out_loss 0.5058015584945679, R2 0.61811363697052
Test Epoch87 layer0 out_loss 0.5311500430107117, R2 0.6093974113464355
Test Epoch87 layer1 out_loss 0.5123692750930786, R2 0.6232086420059204
Train Epoch88 out_loss 0.5073918700218201, R2 0.6169129014015198
Test Epoch88 layer0 out_loss 0.5135850310325623, R2 0.6223145723342896
Test Epoch88 layer1 out_loss 0.5082883238792419, R2 0.6262097358703613
Train Epoch89 out_loss 0.5066069960594177, R2 0.6175055503845215
Test Epoch89 layer0 out_loss 0.5231723189353943, R2 0.6152641773223877
Test Epoch89 layer1 out_loss 0.5026313662528992, R2 0.6303697824478149
Train Epoch90 out_loss 0.5068355798721313, R2 0.617332935333252
Test Epoch90 layer0 out_loss 0.5115339159965515, R2 0.6238229274749756
Test Epoch90 layer1 out_loss 0.4820050895214081, R2 0.6455380916595459
Train Epoch91 out_loss 0.5132108926773071, R2 0.6125195026397705
Test Epoch91 layer0 out_loss 0.5228198170661926, R2 0.6155233383178711
Test Epoch91 layer1 out_loss 0.4952903687953949, R2 0.6357682943344116
Train Epoch92 out_loss 0.5069674849510193, R2 0.6172330379486084
Test Epoch92 layer0 out_loss 0.5024768710136414, R2 0.6304833889007568
Test Epoch92 layer1 out_loss 0.4689902365207672, R2 0.655109167098999
Train Epoch93 out_loss 0.4974094331264496, R2 0.624449610710144
Test Epoch93 layer0 out_loss 0.5024995803833008, R2 0.6304666996002197
Test Epoch93 layer1 out_loss 0.5702866315841675, R2 0.5806167125701904
Train Epoch94 out_loss 0.5127318501472473, R2 0.612881064414978
Test Epoch94 layer0 out_loss 0.5499957799911499, R2 0.5955384373664856
Test Epoch94 layer1 out_loss 0.48995864391326904, R2 0.6396891474723816
Train Epoch95 out_loss 0.5196813344955444, R2 0.6076339483261108
Test Epoch95 layer0 out_loss 0.6544526815414429, R2 0.5187218189239502
Test Epoch95 layer1 out_loss 0.5769190788269043, R2 0.5757392644882202
Train Epoch96 out_loss 0.5121923685073853, R2 0.6132883429527283
Test Epoch96 layer0 out_loss 0.6669521927833557, R2 0.5095298290252686
Test Epoch96 layer1 out_loss 0.5679527521133423, R2 0.5823330283164978
Train Epoch97 out_loss 0.5166259407997131, R2 0.6099411249160767
Test Epoch97 layer0 out_loss 0.5092144012451172, R2 0.6255286931991577
Test Epoch97 layer1 out_loss 0.4813064634799957, R2 0.6460518836975098
Train Epoch98 out_loss 0.49859023094177246, R2 0.6235582828521729
Test Epoch98 layer0 out_loss 0.6814050078392029, R2 0.4989013671875
Test Epoch98 layer1 out_loss 0.652418315410614, R2 0.5202178955078125
Train Epoch99 out_loss 0.524662971496582, R2 0.6038730144500732
Test Epoch99 layer0 out_loss 0.5280258059501648, R2 0.6116949319839478
Test Epoch99 layer1 out_loss 0.4814533293247223, R2 0.6459438800811768
Best r2 0.65546715259552 at L1
Figure(640x480)
Figure(640x480)
Figure(640x480)
Figure(640x480)
