Start Training
Train Epoch0 out_loss 1.6819452047348022, R2 -0.2599360942840576
Test Epoch23 layer3 out_loss 0.5675694942474365, R2 0.5693574547767639
Test Epoch23 layer4 out_loss 0.5705227851867676, R2 0.5671166181564331
Test Epoch23 layer5 out_loss 0.5725103616714478, R2 0.565608561038971
Test Epoch23 layer6 out_loss 0.5741325616836548, R2 0.5643776655197144
Train Epoch24 out_loss 0.5778253078460693, R2 0.5671536922454834
Test Epoch24 layer0 out_loss 0.5469724535942078, R2 0.5849853754043579
Test Epoch24 layer1 out_loss 0.5707994103431702, R2 0.5669066905975342
Test Epoch24 layer2 out_loss 0.5809344053268433, R2 0.5592168569564819
Test Epoch24 layer3 out_loss 0.5788005590438843, R2 0.5608358383178711
Test Epoch24 layer4 out_loss 0.5533660054206848, R2 0.5801342725753784
Test Epoch24 layer5 out_loss 0.5735896825790405, R2 0.5647895932197571
Test Epoch24 layer6 out_loss 0.6112099289894104, R2 0.5362452864646912
Train Epoch25 out_loss 0.578169047832489, R2 0.5668966770172119
Test Epoch25 layer0 out_loss 0.6017199158668518, R2 0.5434458255767822
Test Epoch25 layer1 out_loss 0.5988935232162476, R2 0.5455904006958008
Test Epoch25 layer2 out_loss 0.5906689167022705, R2 0.5518307685852051
Test Epoch25 layer3 out_loss 0.5851295590400696, R2 0.556033730506897
Test Epoch25 layer4 out_loss 0.5826769471168518, R2 0.5578946471214294
Test Epoch25 layer5 out_loss 0.5830026268959045, R2 0.5576475858688354
Test Epoch25 layer6 out_loss 0.5840120315551758, R2 0.5568816661834717
Train Epoch26 out_loss 0.5754883885383606, R2 0.5689047574996948
Test Epoch26 layer0 out_loss 0.5495010018348694, R2 0.5830668807029724
Test Epoch26 layer1 out_loss 0.5517064332962036, R2 0.5813934803009033
Test Epoch26 layer2 out_loss 0.5485090017318726, R2 0.583819568157196
Test Epoch26 layer3 out_loss 0.5518889427185059, R2 0.5812550783157349
Test Epoch26 layer4 out_loss 0.556696891784668, R2 0.5776070356369019
Test Epoch26 layer5 out_loss 0.5563141107559204, R2 0.5778974294662476
Test Epoch26 layer6 out_loss 0.5559937953948975, R2 0.5781404972076416
Train Epoch27 out_loss 0.5627270340919495, R2 0.5784643888473511
Test Epoch27 layer0 out_loss 0.6089515089988708, R2 0.5379589200019836
Test Epoch27 layer1 out_loss 0.6042945981025696, R2 0.5414923429489136
Test Epoch27 layer2 out_loss 0.6168068647384644, R2 0.5319986343383789
Test Epoch27 layer3 out_loss 0.6117794513702393, R2 0.5358132123947144
Test Epoch27 layer4 out_loss 0.610019862651825, R2 0.5371482372283936
Test Epoch27 layer5 out_loss 0.6280051469802856, R2 0.523501992225647
Test Epoch27 layer6 out_loss 0.6250938177108765, R2 0.525710940361023
Train Epoch28 out_loss 0.5713134407997131, R2 0.5720317363739014
Test Epoch28 layer0 out_loss 0.6022673845291138, R2 0.5430305004119873
Test Epoch28 layer1 out_loss 0.6003402471542358, R2 0.5444926619529724
Test Epoch28 layer2 out_loss 0.5916548371315002, R2 0.5510827302932739
Test Epoch28 layer3 out_loss 0.5776093602180481, R2 0.5617396831512451
Test Epoch28 layer4 out_loss 0.5788353681564331, R2 0.5608094930648804
Test Epoch28 layer5 out_loss 0.5957645177841187, R2 0.5479645133018494
Test Epoch28 layer6 out_loss 0.593410313129425, R2 0.549750804901123
Train Epoch29 out_loss 0.5625473260879517, R2 0.5785984992980957
Test Epoch29 layer0 out_loss 0.5753188133239746, R2 0.563477635383606
Test Epoch29 layer1 out_loss 0.5818496942520142, R2 0.5585223436355591
Test Epoch29 layer2 out_loss 0.5806612372398376, R2 0.559424102306366
Test Epoch29 layer3 out_loss 0.5771506428718567, R2 0.5620877742767334
Test Epoch29 layer4 out_loss 0.589653491973877, R2 0.5526012182235718
Test Epoch29 layer5 out_loss 0.5932630300521851, R2 0.5498625040054321
Test Epoch29 layer6 out_loss 0.5891379117965698, R2 0.5529924631118774
Train Epoch30 out_loss 0.5769596695899963, R2 0.5678026676177979
Test Epoch30 layer0 out_loss 0.5623561143875122, R2 0.5733131170272827
Test Epoch30 layer1 out_loss 0.5687219500541687, R2 0.5684829950332642
Test Epoch30 layer2 out_loss 0.5759987235069275, R2 0.5629618167877197
Test Epoch30 layer3 out_loss 0.5963643193244934, R2 0.5475093722343445
Test Epoch30 layer4 out_loss 0.5927917957305908, R2 0.5502200722694397
Test Epoch30 layer5 out_loss 0.6274606585502625, R2 0.5239150524139404
Test Epoch30 layer6 out_loss 0.6452728509902954, R2 0.510400116443634
Train Epoch31 out_loss 0.5433186292648315, R2 0.5930030345916748
Test Epoch31 layer0 out_loss 0.6877338886260986, R2 0.478182852268219
Test Epoch31 layer1 out_loss 0.7088299989700317, R2 0.46217620372772217
Test Epoch31 layer2 out_loss 0.7090688347816467, R2 0.461995005607605
Test Epoch31 layer3 out_loss 0.7431961894035339, R2 0.43610090017318726
Test Epoch31 layer4 out_loss 0.7219468355178833, R2 0.45222383737564087
Test Epoch31 layer5 out_loss 0.7483460307121277, R2 0.4321935176849365
Test Epoch31 layer6 out_loss 0.7698104977607727, R2 0.4159073233604431
Train Epoch32 out_loss 0.5539171099662781, R2 0.5850632190704346
Test Epoch32 layer0 out_loss 0.5279244184494019, R2 0.5994380712509155
Test Epoch32 layer1 out_loss 0.5418677926063538, R2 0.5888585448265076
Test Epoch32 layer2 out_loss 0.5433249473571777, R2 0.5877529382705688
Test Epoch32 layer3 out_loss 0.5421884655952454, R2 0.5886152386665344
Test Epoch32 layer4 out_loss 0.5461646914482117, R2 0.5855982899665833
Test Epoch32 layer5 out_loss 0.553067147731781, R2 0.580361008644104
Test Epoch32 layer6 out_loss 0.5521170496940613, R2 0.5810819864273071
Train Epoch33 out_loss 0.5533103942871094, R2 0.5855178833007812
Test Epoch33 layer0 out_loss 0.5780037045478821, R2 0.5614404678344727
Test Epoch33 layer1 out_loss 0.5453348755836487, R2 0.5862278938293457
Test Epoch33 layer2 out_loss 0.5466840863227844, R2 0.5852042436599731
Test Epoch33 layer3 out_loss 0.5465558171272278, R2 0.5853015184402466
Test Epoch33 layer4 out_loss 0.5406297445297241, R2 0.5897979736328125
Test Epoch33 layer5 out_loss 0.5383086800575256, R2 0.5915590524673462
Test Epoch33 layer6 out_loss 0.542725145816803, R2 0.5882080793380737
Train Epoch34 out_loss 0.5401158332824707, R2 0.5954022407531738
Test Epoch34 layer0 out_loss 0.7985532283782959, R2 0.39409881830215454
Test Epoch34 layer1 out_loss 0.7190752625465393, R2 0.4544026255607605
Test Epoch34 layer2 out_loss 0.6918031573295593, R2 0.47509533166885376
Test Epoch34 layer3 out_loss 0.6853827238082886, R2 0.47996681928634644
Test Epoch34 layer4 out_loss 0.6871402859687805, R2 0.47863322496414185
Test Epoch34 layer5 out_loss 0.6792329549789429, R2 0.4846329689025879
Test Epoch34 layer6 out_loss 0.6716248393058777, R2 0.4904056191444397
Train Epoch35 out_loss 0.5617413520812988, R2 0.5792022943496704
Test Epoch35 layer0 out_loss 0.5376631617546082, R2 0.5920487642288208
Test Epoch35 layer1 out_loss 0.5320196747779846, R2 0.5963307619094849
Test Epoch35 layer2 out_loss 0.5241492986679077, R2 0.6023024320602417
Test Epoch35 layer3 out_loss 0.5243725776672363, R2 0.60213303565979
Test Epoch35 layer4 out_loss 0.525259256362915, R2 0.6014602184295654
Test Epoch35 layer5 out_loss 0.526619017124176, R2 0.600428581237793
Test Epoch35 layer6 out_loss 0.5258573293685913, R2 0.6010065078735352
Train Epoch36 out_loss 0.5438140630722046, R2 0.5926315188407898
Test Epoch36 layer0 out_loss 0.5290489792823792, R2 0.598584771156311
Test Epoch36 layer1 out_loss 0.5396305322647095, R2 0.5905561447143555
Test Epoch36 layer2 out_loss 0.537068247795105, R2 0.5925002098083496
Test Epoch36 layer3 out_loss 0.5331053137779236, R2 0.5955070853233337
Test Epoch36 layer4 out_loss 0.5353091955184937, R2 0.5938348770141602
Test Epoch36 layer5 out_loss 0.5393299460411072, R2 0.5907841920852661
Test Epoch36 layer6 out_loss 0.5456274151802063, R2 0.5860059857368469
Train Epoch37 out_loss 0.5409848690032959, R2 0.5947512984275818
Test Epoch37 layer0 out_loss 0.6038787961006165, R2 0.5418077707290649
Test Epoch37 layer1 out_loss 0.6457445025444031, R2 0.5100422501564026
Test Epoch37 layer2 out_loss 0.6493814587593079, R2 0.5072827339172363
Test Epoch37 layer3 out_loss 0.698101282119751, R2 0.4703165888786316
Test Epoch37 layer4 out_loss 0.6800132989883423, R2 0.48404085636138916
Test Epoch37 layer5 out_loss 0.6855204105377197, R2 0.4798623323440552
Test Epoch37 layer6 out_loss 0.7152596116065979, R2 0.45729774236679077
Train Epoch38 out_loss 0.5602196455001831, R2 0.5803424715995789
Test Epoch38 layer0 out_loss 0.5484713315963745, R2 0.5838481187820435
Test Epoch38 layer1 out_loss 0.5469098687171936, R2 0.5850328803062439
Test Epoch38 layer2 out_loss 0.5520045757293701, R2 0.5811673402786255
Test Epoch38 layer3 out_loss 0.5503552556037903, R2 0.58241868019104
Test Epoch38 layer4 out_loss 0.5520337224006653, R2 0.581145167350769
Test Epoch38 layer5 out_loss 0.5471611022949219, R2 0.5848422050476074
Test Epoch38 layer6 out_loss 0.5505355596542358, R2 0.5822818875312805
Train Epoch39 out_loss 0.5375945568084717, R2 0.597291111946106
Test Epoch39 layer0 out_loss 0.5514808297157288, R2 0.5815646648406982
Test Epoch39 layer1 out_loss 0.5652649998664856, R2 0.57110595703125
Test Epoch39 layer2 out_loss 0.5592477917671204, R2 0.5756714940071106
Test Epoch39 layer3 out_loss 0.5533714890480042, R2 0.5801301002502441
Test Epoch39 layer4 out_loss 0.5521066188812256, R2 0.5810898542404175
Test Epoch39 layer5 out_loss 0.551969587802887, R2 0.5811938047409058
Test Epoch39 layer6 out_loss 0.5518527030944824, R2 0.5812825560569763
Train Epoch40 out_loss 0.5471418499946594, R2 0.5901385545730591
Test Epoch40 layer0 out_loss 0.5843263864517212, R2 0.5566431283950806
Test Epoch40 layer1 out_loss 0.5680599212646484, R2 0.5689853429794312
Test Epoch40 layer2 out_loss 0.5924192667007446, R2 0.5505026578903198
Test Epoch40 layer3 out_loss 0.5519062280654907, R2 0.5812419652938843
Test Epoch40 layer4 out_loss 0.5378443598747253, R2 0.5919113159179688
Test Epoch40 layer5 out_loss 0.5616475343704224, R2 0.5738507509231567
Test Epoch40 layer6 out_loss 0.5761574506759644, R2 0.5628412961959839
Train Epoch41 out_loss 0.5467771291732788, R2 0.5904117822647095
Test Epoch41 layer0 out_loss 0.6416603326797485, R2 0.5131410956382751
Test Epoch41 layer1 out_loss 0.6357995867729187, R2 0.5175879001617432
Test Epoch41 layer2 out_loss 0.6249321103096008, R2 0.5258336067199707
Test Epoch41 layer3 out_loss 0.6324205994606018, R2 0.5201517343521118
Test Epoch41 layer4 out_loss 0.6565934419631958, R2 0.5018106698989868
Test Epoch41 layer5 out_loss 0.6697174310684204, R2 0.4918528199195862
Test Epoch41 layer6 out_loss 0.6743671894073486, R2 0.4883248209953308
Train Epoch42 out_loss 0.5486368536949158, R2 0.5890189409255981
Test Epoch42 layer0 out_loss 0.5755520462989807, R2 0.5633006691932678
Test Epoch42 layer1 out_loss 0.5753912925720215, R2 0.563422679901123
Test Epoch42 layer2 out_loss 0.5672558546066284, R2 0.569595456123352
Test Epoch42 layer3 out_loss 0.5669374465942383, R2 0.5698369741439819
Test Epoch42 layer4 out_loss 0.5667369961738586, R2 0.5699890851974487
Test Epoch42 layer5 out_loss 0.5644181370735168, R2 0.5717484951019287
Test Epoch42 layer6 out_loss 0.5605424642562866, R2 0.5746892094612122
Train Epoch43 out_loss 0.5478581190109253, R2 0.5896025896072388
Test Epoch43 layer0 out_loss 0.6272619962692261, R2 0.5240658521652222
Test Epoch43 layer1 out_loss 0.5533422231674194, R2 0.5801523327827454
Test Epoch43 layer2 out_loss 0.5460677146911621, R2 0.5856719017028809
Test Epoch43 layer3 out_loss 0.5539142489433289, R2 0.5797183513641357
Test Epoch43 layer4 out_loss 0.5652464628219604, R2 0.571120023727417
Test Epoch43 layer5 out_loss 0.5614382028579712, R2 0.5740095376968384
Test Epoch43 layer6 out_loss 0.5489110946655273, R2 0.5835144519805908
Train Epoch44 out_loss 0.533807098865509, R2 0.6001276969909668
Test Epoch44 layer0 out_loss 0.5686672329902649, R2 0.5685245394706726
Test Epoch44 layer1 out_loss 0.5725536942481995, R2 0.5655756592750549
Test Epoch44 layer2 out_loss 0.5685903429985046, R2 0.5685828924179077
Test Epoch44 layer3 out_loss 0.5590783357620239, R2 0.5758000612258911
Test Epoch44 layer4 out_loss 0.557155191898346, R2 0.5772593021392822
Test Epoch44 layer5 out_loss 0.5606287717819214, R2 0.574623703956604
Test Epoch44 layer6 out_loss 0.5609168410301208, R2 0.5744051337242126
Train Epoch45 out_loss 0.580065906047821, R2 0.5654754638671875
Test Epoch45 layer0 out_loss 0.5784509181976318, R2 0.5611011981964111
Test Epoch45 layer1 out_loss 0.539665699005127, R2 0.5905294418334961
Test Epoch45 layer2 out_loss 0.5301562547683716, R2 0.5977447032928467
Test Epoch45 layer3 out_loss 0.5354278087615967, R2 0.5937448740005493
Test Epoch45 layer4 out_loss 0.5347074270248413, R2 0.5942914485931396
Test Epoch45 layer5 out_loss 0.5446121096611023, R2 0.5867763757705688
Test Epoch45 layer6 out_loss 0.5411338806152344, R2 0.589415431022644
Train Epoch46 out_loss 0.5338454842567444, R2 0.6000989675521851
Test Epoch46 layer0 out_loss 0.6506444215774536, R2 0.5063244700431824
Test Epoch46 layer1 out_loss 0.5716387033462524, R2 0.5662698745727539
Test Epoch46 layer2 out_loss 0.559685468673706, R2 0.5753394365310669
