Start Training
Train Epoch0 out_loss 0.507885217666626, R2 0.4908366799354553
Test Epoch6 layer4 out_loss 0.26364538073539734, R2 0.7388878464698792
Test Epoch6 layer5 out_loss 0.2707647383213043, R2 0.7318369150161743
Test Epoch6 layer6 out_loss 0.2750527262687683, R2 0.7275900840759277
Test Epoch6 layer7 out_loss 0.2843737006187439, R2 0.7183586359024048
Train Epoch7 out_loss 0.27693063020706177, R2 0.7223724126815796
Test Epoch7 layer0 out_loss 0.2836633026599884, R2 0.7190622091293335
Test Epoch7 layer1 out_loss 0.2632032334804535, R2 0.739325761795044
Test Epoch7 layer2 out_loss 0.260906457901001, R2 0.7416004538536072
Test Epoch7 layer3 out_loss 0.2630598843097687, R2 0.7394676804542542
Test Epoch7 layer4 out_loss 0.2718878984451294, R2 0.7307245135307312
Test Epoch7 layer5 out_loss 0.291057825088501, R2 0.7117388248443604
Test Epoch7 layer6 out_loss 0.3149641156196594, R2 0.6880621910095215
Test Epoch7 layer7 out_loss 0.34137892723083496, R2 0.6619012355804443
Train Epoch8 out_loss 0.2709563672542572, R2 0.7283617854118347
Test Epoch8 layer0 out_loss 0.2812478244304657, R2 0.7214545011520386
Test Epoch8 layer1 out_loss 0.2578760087490082, R2 0.7446017265319824
Test Epoch8 layer2 out_loss 0.2558078169822693, R2 0.7466500997543335
Test Epoch8 layer3 out_loss 0.2574302852153778, R2 0.7450432181358337
Test Epoch8 layer4 out_loss 0.2606118619441986, R2 0.7418922185897827
Test Epoch8 layer5 out_loss 0.26314544677734375, R2 0.7393829822540283
Test Epoch8 layer6 out_loss 0.2628532648086548, R2 0.7396723628044128
Test Epoch8 layer7 out_loss 0.2679676115512848, R2 0.7346071004867554
Train Epoch9 out_loss 0.2685464024543762, R2 0.7307777404785156
Test Epoch9 layer0 out_loss 0.28015628457069397, R2 0.7225356101989746
Test Epoch9 layer1 out_loss 0.2578584551811218, R2 0.7446191310882568
Test Epoch9 layer2 out_loss 0.2552396059036255, R2 0.747212827205658
Test Epoch9 layer3 out_loss 0.2556203305721283, R2 0.7468358278274536
Test Epoch9 layer4 out_loss 0.2566044330596924, R2 0.7458611726760864
Test Epoch9 layer5 out_loss 0.25703760981559753, R2 0.7454321384429932
Test Epoch9 layer6 out_loss 0.25870952010154724, R2 0.743776261806488
Test Epoch9 layer7 out_loss 0.2628028690814972, R2 0.7397222518920898
Train Epoch10 out_loss 0.2665901184082031, R2 0.7327390313148499
Test Epoch10 layer0 out_loss 0.2756413519382477, R2 0.7270071506500244
Test Epoch10 layer1 out_loss 0.24964000284671783, R2 0.7527586221694946
Test Epoch10 layer2 out_loss 0.2478886991739273, R2 0.7544931173324585
Test Epoch10 layer3 out_loss 0.2473371922969818, R2 0.7550393342971802
Test Epoch10 layer4 out_loss 0.2511695325374603, R2 0.7512438297271729
Test Epoch10 layer5 out_loss 0.25620904564857483, R2 0.746252715587616
Test Epoch10 layer6 out_loss 0.2613508403301239, R2 0.7411602735519409
Test Epoch10 layer7 out_loss 0.26489049196243286, R2 0.7376546859741211
Train Epoch11 out_loss 0.2593784034252167, R2 0.7399688959121704
Test Epoch11 layer0 out_loss 0.27355509996414185, R2 0.7290732860565186
Test Epoch11 layer1 out_loss 0.24493488669395447, R2 0.7574185729026794
Test Epoch11 layer2 out_loss 0.242676243185997, R2 0.7596554756164551
Test Epoch11 layer3 out_loss 0.2416943609714508, R2 0.7606279253959656
Test Epoch11 layer4 out_loss 0.24288403987884521, R2 0.7594497203826904
Test Epoch11 layer5 out_loss 0.24549178779125214, R2 0.756866991519928
Test Epoch11 layer6 out_loss 0.24978093802928925, R2 0.7526190280914307
Test Epoch11 layer7 out_loss 0.25472623109817505, R2 0.7477213144302368
Train Epoch12 out_loss 0.2526712715625763, R2 0.7466928958892822
Test Epoch12 layer0 out_loss 0.27497628331184387, R2 0.7276657819747925
Test Epoch12 layer1 out_loss 0.24765200912952423, R2 0.7547275424003601
Test Epoch12 layer2 out_loss 0.243338480591774, R2 0.7589995861053467
Test Epoch12 layer3 out_loss 0.24317339062690735, R2 0.7591631412506104
Test Epoch12 layer4 out_loss 0.2441738098859787, R2 0.758172333240509
Test Epoch12 layer5 out_loss 0.2441597729921341, R2 0.7581862211227417
Test Epoch12 layer6 out_loss 0.2461371272802353, R2 0.7562278509140015
Test Epoch12 layer7 out_loss 0.24715667963027954, R2 0.7552180886268616
Train Epoch13 out_loss 0.2548476755619049, R2 0.7445110082626343
Test Epoch13 layer0 out_loss 0.2758311331272125, R2 0.7268191576004028
Test Epoch13 layer1 out_loss 0.24619075655937195, R2 0.7561747431755066
Test Epoch13 layer2 out_loss 0.2402147352695465, R2 0.7620933651924133
Test Epoch13 layer3 out_loss 0.2413022369146347, R2 0.761016309261322
Test Epoch13 layer4 out_loss 0.2409403920173645, R2 0.7613746523857117
Test Epoch13 layer5 out_loss 0.24100321531295776, R2 0.7613124251365662
Test Epoch13 layer6 out_loss 0.24060294032096863, R2 0.7617088556289673
Test Epoch13 layer7 out_loss 0.24139635264873505, R2 0.7609230875968933
Train Epoch14 out_loss 0.25235515832901, R2 0.747009813785553
Test Epoch14 layer0 out_loss 0.27578896284103394, R2 0.7268609404563904
Test Epoch14 layer1 out_loss 0.24500876665115356, R2 0.7573453783988953
Test Epoch14 layer2 out_loss 0.2419525682926178, R2 0.7603722214698792
Test Epoch14 layer3 out_loss 0.242527574300766, R2 0.7598026990890503
Test Epoch14 layer4 out_loss 0.243882954120636, R2 0.7584604024887085
Test Epoch14 layer5 out_loss 0.24704456329345703, R2 0.7553291320800781
Test Epoch14 layer6 out_loss 0.2460840791463852, R2 0.7562804222106934
Test Epoch14 layer7 out_loss 0.2466791570186615, R2 0.7556910514831543
Train Epoch15 out_loss 0.24557577073574066, R2 0.7538062334060669
Test Epoch15 layer0 out_loss 0.28039923310279846, R2 0.7222949266433716
Test Epoch15 layer1 out_loss 0.24459268152713776, R2 0.7577574849128723
Test Epoch15 layer2 out_loss 0.2419397383928299, R2 0.7603849172592163
Test Epoch15 layer3 out_loss 0.24150827527046204, R2 0.7608122229576111
Test Epoch15 layer4 out_loss 0.24157221615314484, R2 0.7607489228248596
Test Epoch15 layer5 out_loss 0.24061207473278046, R2 0.7616997957229614
Test Epoch15 layer6 out_loss 0.24087224900722504, R2 0.7614421844482422
Test Epoch15 layer7 out_loss 0.23995709419250488, R2 0.7623485326766968
Train Epoch16 out_loss 0.24162642657756805, R2 0.757765531539917
Test Epoch16 layer0 out_loss 0.272333025932312, R2 0.7302836775779724
Test Epoch16 layer1 out_loss 0.2409554272890091, R2 0.7613597512245178
Test Epoch16 layer2 out_loss 0.24196849763393402, R2 0.7603564262390137
Test Epoch16 layer3 out_loss 0.24601048231124878, R2 0.7563532590866089
Test Epoch16 layer4 out_loss 0.24935075640678406, R2 0.7530450820922852
Test Epoch16 layer5 out_loss 0.2530294954776764, R2 0.7494016885757446
Test Epoch16 layer6 out_loss 0.26443561911582947, R2 0.7381051778793335
Test Epoch16 layer7 out_loss 0.27958476543426514, R2 0.7231016159057617
Train Epoch17 out_loss 0.24488824605941772, R2 0.7544955015182495
Test Epoch17 layer0 out_loss 0.26830384135246277, R2 0.73427414894104
Test Epoch17 layer1 out_loss 0.2333666980266571, R2 0.7688755989074707
Test Epoch17 layer2 out_loss 0.2313562035560608, R2 0.7708667516708374
Test Epoch17 layer3 out_loss 0.23160578310489655, R2 0.7706195712089539
Test Epoch17 layer4 out_loss 0.23238083720207214, R2 0.7698519825935364
Test Epoch17 layer5 out_loss 0.23482558131217957, R2 0.7674307227134705
Test Epoch17 layer6 out_loss 0.23631179332733154, R2 0.7659587860107422
Test Epoch17 layer7 out_loss 0.2397090643644333, R2 0.7625941634178162
Train Epoch18 out_loss 0.2370934784412384, R2 0.7623099088668823
Test Epoch18 layer0 out_loss 0.26323577761650085, R2 0.7392934560775757
Test Epoch18 layer1 out_loss 0.22994054853916168, R2 0.7722688317298889
Test Epoch18 layer2 out_loss 0.2283620536327362, R2 0.7738321423530579
Test Epoch18 layer3 out_loss 0.22809678316116333, R2 0.7740948796272278
Test Epoch18 layer4 out_loss 0.2291768193244934, R2 0.7730252146720886
Test Epoch18 layer5 out_loss 0.2322893887758255, R2 0.7699425220489502
Test Epoch18 layer6 out_loss 0.23311235010623932, R2 0.7691274881362915
Test Epoch18 layer7 out_loss 0.23243816196918488, R2 0.7697951793670654
Train Epoch19 out_loss 0.24024644494056702, R2 0.7591489553451538
Test Epoch19 layer0 out_loss 0.2670603394508362, R2 0.7355057001113892
Test Epoch19 layer1 out_loss 0.23627036809921265, R2 0.7659997940063477
Test Epoch19 layer2 out_loss 0.23951832950115204, R2 0.7627830505371094
Test Epoch19 layer3 out_loss 0.24735544621944427, R2 0.7550212740898132
Test Epoch19 layer4 out_loss 0.25184953212738037, R2 0.7505703568458557
Test Epoch19 layer5 out_loss 0.25852540135383606, R2 0.743958592414856
Test Epoch19 layer6 out_loss 0.25824812054634094, R2 0.744233250617981
Test Epoch19 layer7 out_loss 0.26519906520843506, R2 0.7373490929603577
Train Epoch20 out_loss 0.24212180078029633, R2 0.7572689056396484
Test Epoch20 layer0 out_loss 0.28115129470825195, R2 0.7215501070022583
Test Epoch20 layer1 out_loss 0.23875606060028076, R2 0.7635380029678345
Test Epoch20 layer2 out_loss 0.23788440227508545, R2 0.7644013166427612
Test Epoch20 layer3 out_loss 0.23842087388038635, R2 0.7638700008392334
Test Epoch20 layer4 out_loss 0.2391749769449234, R2 0.763123095035553
Test Epoch20 layer5 out_loss 0.240604430437088, R2 0.7617074251174927
Test Epoch20 layer6 out_loss 0.24372535943984985, R2 0.7586164474487305
Test Epoch20 layer7 out_loss 0.24462470412254333, R2 0.757725715637207
Train Epoch21 out_loss 0.2320065200328827, R2 0.7674096822738647
Test Epoch21 layer0 out_loss 0.26405343413352966, R2 0.7384836673736572
Test Epoch21 layer1 out_loss 0.23544010519981384, R2 0.766822099685669
Test Epoch21 layer2 out_loss 0.23570504784584045, R2 0.7665597200393677
Test Epoch21 layer3 out_loss 0.23493574559688568, R2 0.7673215866088867
Test Epoch21 layer4 out_loss 0.23517970740795135, R2 0.7670800089836121
Test Epoch21 layer5 out_loss 0.2365608513355255, R2 0.7657121419906616
Test Epoch21 layer6 out_loss 0.23634058237075806, R2 0.7659302949905396
Test Epoch21 layer7 out_loss 0.23607014119625092, R2 0.7661980986595154
Train Epoch22 out_loss 0.2304787039756775, R2 0.7689412832260132
Test Epoch22 layer0 out_loss 0.2711566388607025, R2 0.731448769569397
Test Epoch22 layer1 out_loss 0.23768219351768494, R2 0.7646015882492065
Test Epoch22 layer2 out_loss 0.2393486648797989, R2 0.7629510760307312
Test Epoch22 layer3 out_loss 0.24804605543613434, R2 0.7543372511863708
Test Epoch22 layer4 out_loss 0.24653425812721252, R2 0.7558345794677734
Test Epoch22 layer5 out_loss 0.24849139153957367, R2 0.7538962364196777
Test Epoch22 layer6 out_loss 0.25356942415237427, R2 0.7488669753074646
Test Epoch22 layer7 out_loss 0.25632330775260925, R2 0.7461395263671875
Train Epoch23 out_loss 0.22937077283859253, R2 0.7700520157814026
Test Epoch23 layer0 out_loss 0.26087555289268494, R2 0.741631031036377
Test Epoch23 layer1 out_loss 0.22954204678535461, R2 0.7726634740829468
Test Epoch23 layer2 out_loss 0.2345605492591858, R2 0.7676932215690613
Test Epoch23 layer3 out_loss 0.23837882280349731, R2 0.7639116048812866
Test Epoch23 layer4 out_loss 0.24019749462604523, R2 0.7621104121208191
Test Epoch23 layer5 out_loss 0.24251632392406464, R2 0.7598139047622681
Test Epoch23 layer6 out_loss 0.24269656836986542, R2 0.759635329246521
Test Epoch23 layer7 out_loss 0.2504498064517975, R2 0.751956582069397
Train Epoch24 out_loss 0.2293214648962021, R2 0.7701014876365662
Test Epoch24 layer0 out_loss 0.2568497657775879, R2 0.7456181049346924
Test Epoch24 layer1 out_loss 0.2218499779701233, R2 0.780281662940979
Test Epoch24 layer2 out_loss 0.22019773721694946, R2 0.7819180488586426
Test Epoch24 layer3 out_loss 0.22114841639995575, R2 0.7809764742851257
Test Epoch24 layer4 out_loss 0.22111979126930237, R2 0.7810048460960388
Test Epoch24 layer5 out_loss 0.22095131874084473, R2 0.7811716794967651
Test Epoch24 layer6 out_loss 0.22195768356323242, R2 0.780174970626831
Test Epoch24 layer7 out_loss 0.22239017486572266, R2 0.7797466516494751
Train Epoch25 out_loss 0.22159314155578613, R2 0.7778491973876953
Test Epoch25 layer0 out_loss 0.264282763004303, R2 0.738256573677063
Test Epoch25 layer1 out_loss 0.2291993498802185, R2 0.7730028629302979
Test Epoch25 layer2 out_loss 0.22407999634742737, R2 0.7780730724334717
Test Epoch25 layer3 out_loss 0.2236817628145218, R2 0.7784674763679504
Test Epoch25 layer4 out_loss 0.22484886646270752, R2 0.7773115634918213
Test Epoch25 layer5 out_loss 0.22769790887832642, R2 0.7744898796081543
Test Epoch25 layer6 out_loss 0.23165422677993774, R2 0.7705715894699097
Test Epoch25 layer7 out_loss 0.23311129212379456, R2 0.7691285610198975
Train Epoch26 out_loss 0.22287623584270477, R2 0.7765629291534424
Test Epoch26 layer0 out_loss 0.2564266324043274, R2 0.7460372447967529
Test Epoch26 layer1 out_loss 0.22325193881988525, R2 0.7788931727409363
Test Epoch26 layer2 out_loss 0.22194181382656097, R2 0.7801907062530518
Test Epoch26 layer3 out_loss 0.22270777821540833, R2 0.7794320583343506
Test Epoch26 layer4 out_loss 0.22492243349552155, R2 0.7772387266159058
Test Epoch26 layer5 out_loss 0.22777992486953735, R2 0.7744086980819702
Test Epoch26 layer6 out_loss 0.22951707243919373, R2 0.7726882100105286
Test Epoch26 layer7 out_loss 0.23033061623573303, R2 0.7718824744224548
Train Epoch27 out_loss 0.22248335182666779, R2 0.7769567966461182
Test Epoch27 layer0 out_loss 0.24974165856838226, R2 0.752657949924469
Test Epoch27 layer1 out_loss 0.21779926121234894, R2 0.7842934131622314
Test Epoch27 layer2 out_loss 0.21680758893489838, R2 0.7852755784988403
Test Epoch27 layer3 out_loss 0.2166176289319992, R2 0.7854636907577515
Test Epoch27 layer4 out_loss 0.21644993126392365, R2 0.7856298089027405
Test Epoch27 layer5 out_loss 0.21725666522979736, R2 0.7848308086395264
Test Epoch27 layer6 out_loss 0.2188563346862793, R2 0.7832465171813965
Test Epoch27 layer7 out_loss 0.22147050499916077, R2 0.7806574702262878
Train Epoch28 out_loss 0.21853753924369812, R2 0.7809125185012817
Test Epoch28 layer0 out_loss 0.25719505548477173, R2 0.7452762126922607
Test Epoch28 layer1 out_loss 0.21702511608600616, R2 0.7850601673126221
Test Epoch28 layer2 out_loss 0.21365779638290405, R2 0.78839510679245
Test Epoch28 layer3 out_loss 0.21479691565036774, R2 0.7872669696807861
Test Epoch28 layer4 out_loss 0.21508793532848358, R2 0.7869787216186523
Test Epoch28 layer5 out_loss 0.21570444107055664, R2 0.7863681316375732
Test Epoch28 layer6 out_loss 0.21670202910900116, R2 0.7853801250457764
Test Epoch28 layer7 out_loss 0.22046487033367157, R2 0.7816534638404846
Train Epoch29 out_loss 0.22018097341060638, R2 0.7792649269104004
Test Epoch29 layer0 out_loss 0.26422491669654846, R2 0.7383138537406921
Test Epoch29 layer1 out_loss 0.2258770614862442, R2 0.7762932777404785
Test Epoch29 layer2 out_loss 0.228718101978302, R2 0.7734795212745667
Test Epoch29 layer3 out_loss 0.23423363268375397, R2 0.7680169939994812
Test Epoch29 layer4 out_loss 0.23953405022621155, R2 0.762767493724823
Test Epoch29 layer5 out_loss 0.24657724797725677, R2 0.755791962146759
Test Epoch29 layer6 out_loss 0.2526579201221466, R2 0.7497696876525879
Test Epoch29 layer7 out_loss 0.26573246717453003, R2 0.7368208169937134
Train Epoch30 out_loss 0.21650676429271698, R2 0.78294837474823
Test Epoch30 layer0 out_loss 0.24931924045085907, R2 0.7530763149261475
Test Epoch30 layer1 out_loss 0.21726106107234955, R2 0.7848264575004578
Test Epoch30 layer2 out_loss 0.21684376895427704, R2 0.7852397561073303
Test Epoch30 layer3 out_loss 0.21757081151008606, R2 0.7845196723937988
Test Epoch30 layer4 out_loss 0.21666879951953888, R2 0.7854130268096924
Test Epoch30 layer5 out_loss 0.2160920649766922, R2 0.7859842777252197
Test Epoch30 layer6 out_loss 0.218579962849617, R2 0.7835202217102051
Test Epoch30 layer7 out_loss 0.22211076319217682, R2 0.7800233364105225
Train Epoch31 out_loss 0.21182867884635925, R2 0.787638247013092
Test Epoch31 layer0 out_loss 0.2473732829093933, R2 0.7550035715103149
Test Epoch31 layer1 out_loss 0.21582773327827454, R2 0.7862460613250732
Test Epoch31 layer2 out_loss 0.21599991619586945, R2 0.7860754728317261
Test Epoch31 layer3 out_loss 0.21633915603160858, R2 0.785739541053772
Test Epoch31 layer4 out_loss 0.216998890042305, R2 0.7850861549377441
Test Epoch31 layer5 out_loss 0.21865437924861908, R2 0.7834465503692627
Test Epoch31 layer6 out_loss 0.21952039003372192, R2 0.7825888395309448
Test Epoch31 layer7 out_loss 0.2229573279619217, R2 0.7791849374771118
Train Epoch32 out_loss 0.21134242415428162, R2 0.78812575340271
Test Epoch32 layer0 out_loss 0.24880363047122955, R2 0.753587007522583
Test Epoch32 layer1 out_loss 0.21968790888786316, R2 0.7824229598045349
Test Epoch32 layer2 out_loss 0.2211279720067978, R2 0.7809966802597046
Test Epoch32 layer3 out_loss 0.22339296340942383, R2 0.7787535190582275
Test Epoch32 layer4 out_loss 0.22491149604320526, R2 0.7772495746612549
Test Epoch32 layer5 out_loss 0.22586756944656372, R2 0.7763026356697083
Test Epoch32 layer6 out_loss 0.22828863561153412, R2 0.7739048600196838
Test Epoch32 layer7 out_loss 0.23183298110961914, R2 0.7703945636749268
Train Epoch33 out_loss 0.21306145191192627, R2 0.7864023447036743
Test Epoch33 layer0 out_loss 0.2559555768966675, R2 0.7465037703514099
Test Epoch33 layer1 out_loss 0.22109098732471466, R2 0.7810333371162415
Test Epoch33 layer2 out_loss 0.21624016761779785, R2 0.7858375310897827
Test Epoch33 layer3 out_loss 0.21605123579502106, R2 0.7860246896743774
Test Epoch33 layer4 out_loss 0.21629583835601807, R2 0.7857824563980103
Test Epoch33 layer5 out_loss 0.21601584553718567, R2 0.7860597372055054
Test Epoch33 layer6 out_loss 0.215192049741745, R2 0.7868756055831909
Test Epoch33 layer7 out_loss 0.21604345738887787, R2 0.7860323786735535
Train Epoch34 out_loss 0.21185509860515594, R2 0.787611722946167
Test Epoch34 layer0 out_loss 0.25140249729156494, R2 0.7510130405426025
Test Epoch34 layer1 out_loss 0.2213423103094101, R2 0.7807844281196594
Test Epoch34 layer2 out_loss 0.2186727076768875, R2 0.783428430557251
Test Epoch34 layer3 out_loss 0.21908758580684662, R2 0.7830175161361694
Test Epoch34 layer4 out_loss 0.2172948718070984, R2 0.7847930192947388
Test Epoch34 layer5 out_loss 0.21709877252578735, R2 0.784987211227417
Test Epoch34 layer6 out_loss 0.21729756891727448, R2 0.7847902774810791
Test Epoch34 layer7 out_loss 0.21790830790996552, R2 0.7841854095458984
Train Epoch35 out_loss 0.2120169997215271, R2 0.7874494791030884
Test Epoch35 layer0 out_loss 0.2470780909061432, R2 0.7552959322929382
Test Epoch35 layer1 out_loss 0.21476538479328156, R2 0.7872982025146484
Test Epoch35 layer2 out_loss 0.21113818883895874, R2 0.7908905148506165
Test Epoch35 layer3 out_loss 0.21148870885372162, R2 0.7905433773994446
Test Epoch35 layer4 out_loss 0.2112366259098053, R2 0.7907930016517639
Test Epoch35 layer5 out_loss 0.21380740404129028, R2 0.7882469296455383
Test Epoch35 layer6 out_loss 0.21346111595630646, R2 0.7885898947715759
Test Epoch35 layer7 out_loss 0.2167716920375824, R2 0.7853111028671265
Train Epoch36 out_loss 0.20841865241527557, R2 0.7910568714141846
Test Epoch36 layer0 out_loss 0.2445066273212433, R2 0.7578426599502563
Test Epoch36 layer1 out_loss 0.21822431683540344, R2 0.7838724851608276
Test Epoch36 layer2 out_loss 0.22063113749027252, R2 0.7814887762069702
Test Epoch36 layer3 out_loss 0.2206527441740036, R2 0.7814673781394958
Test Epoch36 layer4 out_loss 0.22009187936782837, R2 0.7820228338241577
Test Epoch36 layer5 out_loss 0.22487486898899078, R2 0.7772858142852783
Test Epoch36 layer6 out_loss 0.22987891733646393, R2 0.7723298668861389
Test Epoch36 layer7 out_loss 0.2339024543762207, R2 0.7683449983596802
Train Epoch37 out_loss 0.2113904505968094, R2 0.7880775928497314
Test Epoch37 layer0 out_loss 0.24456757307052612, R2 0.7577823400497437
Test Epoch37 layer1 out_loss 0.21358457207679749, R2 0.7884676456451416
Test Epoch37 layer2 out_loss 0.21012458205223083, R2 0.7918943762779236
Test Epoch37 layer3 out_loss 0.210142120718956, R2 0.791877031326294
Test Epoch37 layer4 out_loss 0.2106587141752243, R2 0.791365385055542
Test Epoch37 layer5 out_loss 0.21254803240299225, R2 0.7894942164421082
Test Epoch37 layer6 out_loss 0.21437378227710724, R2 0.7876859903335571
Test Epoch37 layer7 out_loss 0.2164876013994217, R2 0.7855924963951111
Train Epoch38 out_loss 0.2129095494747162, R2 0.7865546941757202
Test Epoch38 layer0 out_loss 0.24117521941661835, R2 0.7611420750617981
Test Epoch38 layer1 out_loss 0.21430903673171997, R2 0.7877501249313354
Test Epoch38 layer2 out_loss 0.21314150094985962, R2 0.788906455039978
Test Epoch38 layer3 out_loss 0.21178396046161652, R2 0.7902509570121765
Test Epoch38 layer4 out_loss 0.2143964022397995, R2 0.7876635789871216
Test Epoch38 layer5 out_loss 0.21364054083824158, R2 0.7884122133255005
Test Epoch38 layer6 out_loss 0.21509185433387756, R2 0.7869748473167419
Test Epoch38 layer7 out_loss 0.22187483310699463, R2 0.7802570462226868
Train Epoch39 out_loss 0.20915070176124573, R2 0.79032301902771
Test Epoch39 layer0 out_loss 0.24266719818115234, R2 0.7596644759178162
Test Epoch39 layer1 out_loss 0.21357932686805725, R2 0.7884728312492371
Test Epoch39 layer2 out_loss 0.20983652770519257, R2 0.7921796441078186
Test Epoch39 layer3 out_loss 0.20859745144844055, R2 0.7934068441390991
Test Epoch39 layer4 out_loss 0.20910441875457764, R2 0.7929047346115112
Test Epoch39 layer5 out_loss 0.20931477844715118, R2 0.7926964163780212
Test Epoch39 layer6 out_loss 0.2118493616580963, R2 0.7901861667633057
Test Epoch39 layer7 out_loss 0.21921876072883606, R2 0.7828875780105591
Train Epoch40 out_loss 0.20826318860054016, R2 0.7912127375602722
Test Epoch40 layer0 out_loss 0.24563607573509216, R2 0.7567241191864014
Test Epoch40 layer1 out_loss 0.2143217921257019, R2 0.7877374887466431
Test Epoch40 layer2 out_loss 0.21164843440055847, R2 0.7903851866722107
Test Epoch40 layer3 out_loss 0.21122033894062042, R2 0.790809154510498
Test Epoch40 layer4 out_loss 0.2118731439113617, R2 0.7901626229286194
Test Epoch40 layer5 out_loss 0.21257087588310242, R2 0.7894716262817383
Test Epoch40 layer6 out_loss 0.21225467324256897, R2 0.7897847294807434
Test Epoch40 layer7 out_loss 0.21563856303691864, R2 0.7864333987236023
Train Epoch41 out_loss 0.20612086355686188, R2 0.7933604717254639
Test Epoch41 layer0 out_loss 0.24503207206726074, R2 0.7573223114013672
Test Epoch41 layer1 out_loss 0.21262526512145996, R2 0.7894177436828613
Test Epoch41 layer2 out_loss 0.20825709402561188, R2 0.793743908405304
